series_id,group,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_raw,delta_relative
1001305_31,candidate,3.668506239118889,3.7734604990720144,2.5923869244399524,2.5559611813653085,-0.10495425995312546,-0.028609535628957697
1001305_46,candidate,5.750985364383601,5.78743957425627,3.8847227550688244,3.663694444156828,-0.03645420987266945,-0.006338776324911873
1003679_1,candidate,2.0774406192656922,1.939318287000927,1.6300338105786414,1.4688511902377719,0.13812233226476534,0.06648677752030625
1003679_18,candidate,2.1945072454310273,2.029836118043147,1.766313998472123,1.6253960913135892,0.16467112738788048,0.07503785997094628
1003679_51,candidate,1.8400567935829486,1.8831379175945984,1.4375814068175496,1.453795802025568,-0.04308112401164976,-0.023412931688789034
1004550_35,candidate,50.49586280688854,50.5037764195832,19.904313637741975,17.820222379018862,-0.007913612694657957,-0.00015671804093975
1005463_34,candidate,0.7120885633544117,0.5362160463728194,0.6550372081498305,0.46583875446092515,0.17587251698159234,0.24698124086295611
1010755_5,candidate,1.2752268826656759,1.2931654656248608,0.906716532650448,0.9010377795923323,-0.017938582959184934,-0.014066973652317415
1012787_30,candidate,1.535507144339874,1.6607240765969606,1.1741338741211664,1.2053321536098207,-0.12521693225708663,-0.08154760641697849
1016067_15,candidate,0.9048313929366559,0.8209132347891589,0.6813836230763367,0.43645928888803437,0.08391815814749704,0.09274452544704298
1016067_18,candidate,1.5009087362324316,1.4510323359281931,0.9976228035631634,0.8379041062934058,0.049876400304238455,0.03323080151391335
1016067_39,candidate,1.900907743219868,1.8794839437389037,1.5107722715252923,1.3147075140760058,0.02142379948096429,0.011270299443714934
1016067_54,candidate,2.6132557169663966,2.7046768754713137,1.7835330496586503,1.7023384916995252,-0.09142115850491717,-0.034983625181175766
1017791_45,candidate,6.2698303106267606,5.794733228271947,4.781967418534415,4.647922680491493,0.4750970823548135,0.07577511014126963
1018878_26,candidate,1.2189901320009504,1.2530834853140234,0.8754346487777573,0.7815109056731065,-0.03409335331307295,-0.02796852281085272
1021676_24,candidate,3.0984368112880576,3.1463747960637147,2.0750281204070364,2.0733565468163717,-0.04793798477565714,-0.015471667713542539
1028589_35,candidate,11.962879484982395,12.98106757397664,8.72718192317656,8.432588226027985,-1.0181880889942452,-0.08511229175821991
1033395_50,candidate,5.879973229959002,6.0932067126155935,4.029171614419846,4.103775421778361,-0.2132334826565918,-0.03626436283249517
103520_11,candidate,1.4879416552799123,1.4557780015468709,1.2583740843193871,1.0953254940963926,0.03216365373304142,0.02161620626649556
103520_2,candidate,2.1781190137129625,2.1985371466883765,1.5706791962896074,1.4422630298705328,-0.02041813297541406,-0.009374204461219036
103520_37,candidate,1.9296402206755203,2.1995182347950295,1.4999477707204365,1.6687320584342593,-0.2698780141195092,-0.13985923967993963
