series_id,group,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_raw,delta_relative
FOODS_2_347_WI_3_evaluation,candidate,4.830162228818823,4.864165192546636,3.8907736199242726,4.052211313020615,-0.034002963727813196,-0.00703971463420771
FOODS_2_359_WI_1_evaluation,candidate,2.2713972472584225,2.3401662592790604,1.6604333434786116,1.7418222108057566,-0.0687690120206379,-0.03027608319224747
FOODS_2_360_CA_1_evaluation,candidate,7.098673943342653,8.366140308804844,5.470125856853667,6.520747973805382,-1.2674663654621918,-0.1785497369759967
FOODS_2_360_WI_1_evaluation,candidate,13.194420285315912,13.738255814722963,9.848895852054868,10.173368015459605,-0.5438355294070512,-0.04121708401332997
FOODS_2_360_WI_2_evaluation,candidate,50.816540851186986,51.7050018048083,33.17847320295515,34.153148214022316,-0.8884609536213119,-0.017483696031634924
FOODS_2_360_WI_3_evaluation,candidate,13.449412788387297,15.017598716181483,10.101303916601907,11.321215686343965,-1.568185927794186,-0.11659883985033263
FOODS_2_364_TX_3_evaluation,candidate,1.8068510989581406,1.8565228212136453,1.354550926458268,1.4164562069234394,-0.04967172225550476,-0.027490766828625928
FOODS_2_368_TX_1_evaluation,candidate,3.012362336655393,3.086924073595267,2.231553179877145,2.295896904809134,-0.07456173693987411,-0.024751915143999426
FOODS_2_368_WI_2_evaluation,candidate,5.413689604407763,5.324212778369267,4.184079136167254,4.119558198111398,0.08947682603849572,0.01652788256749052
FOODS_2_368_WI_3_evaluation,candidate,3.728611113117947,3.7297274478416553,2.939978633608137,2.9458303990818204,-0.0011163347237084231,-0.0002993969308788868
FOODS_2_371_WI_1_evaluation,candidate,3.8734237185905958,3.825802078629974,2.9690879242760793,3.107324412890843,0.04762163996062174,0.012294456641048711
FOODS_2_371_WI_2_evaluation,candidate,12.567586563597153,10.737115629214328,9.568255623181662,8.32242717061724,1.8304709343828254,0.14565015527204767
FOODS_2_380_TX_1_evaluation,candidate,1.6007133154213726,1.6763789843040295,1.3375720154671442,1.3546980520089467,-0.07566566888265691,-0.047269969052977256
FOODS_2_380_TX_2_evaluation,candidate,2.2145934907119167,2.2527835562511327,1.8477156148070382,1.8864040005774725,-0.038190065539216,-0.017244729427493798
FOODS_2_380_WI_1_evaluation,candidate,2.3580065324860984,2.4371751787101323,1.986689070860545,2.047155349027543,-0.07916864622403397,-0.03357439647996425
FOODS_2_381_TX_2_evaluation,candidate,1.911473551394522,1.8802608036986483,1.4836497689996446,1.3982057372728984,0.031212747695873677,0.016329154893669498
FOODS_2_399_CA_2_evaluation,candidate,2.324966248271902,2.38177173295437,1.7837576014654977,1.8340666478588468,-0.056805484682468155,-0.02443282121823939
FOODS_3_008_TX_3_evaluation,candidate,6.168375788816705,6.243759973148724,2.689046307777365,2.516601398587227,-0.07538418433201954,-0.012221075192709796
FOODS_3_021_TX_1_evaluation,candidate,1.2833850966884774,1.149240256007225,1.1238747806776137,0.9037497675135022,0.13414484068125243,0.10452423129065998
FOODS_3_021_TX_2_evaluation,candidate,2.90186828538557,2.8738058445150907,2.271447303749266,2.086878787903559,0.028062440870479488,0.009670473677874335
FOODS_3_021_TX_3_evaluation,candidate,1.6229991227549856,1.6889283631431071,1.3128040496792113,1.2871153602997463,-0.06592924038812153,-0.040621858301567594
FOODS_3_021_WI_3_evaluation,candidate,0.9546682525662684,0.9108572086207756,0.8047170394233295,0.7182530047638076,0.043811043945492845,0.04589138041170139
FOODS_3_024_CA_1_evaluation,candidate,2.2363023677171583,2.1777045157265347,1.9456041903412413,1.8423082306981087,0.05859785199062362,0.026203009412560315
FOODS_3_024_TX_3_evaluation,candidate,2.159160424186263,1.9469184042323313,1.777922024817339,1.557488034346274,0.21224201995393166,0.09829840227546811
FOODS_3_027_TX_2_evaluation,candidate,0.9057133544869026,0.9205392427555659,0.7595908581500962,0.72141010828671,-0.014825888268663268,-0.016369294098641518
FOODS_3_027_WI_2_evaluation,candidate,1.2675977259872073,1.254927045681928,1.0143295214289711,0.9543748725028265,0.012670680305279403,0.009995821265308326
FOODS_3_030_CA_1_evaluation,candidate,4.501950676588939,4.617218509207927,3.794516932396662,3.528580841563997,-0.11526783261898732,-0.025603975009855957
FOODS_3_030_CA_2_evaluation,candidate,3.2433753259961557,3.1719283889180443,2.337585659254165,2.29048919961566,0.07144693707811145,0.022028575140673107
FOODS_3_030_TX_1_evaluation,candidate,5.225108291924288,5.914868261525447,4.29867156346639,4.522374749183655,-0.6897599696011589,-0.1320087414584734
FOODS_3_030_TX_2_evaluation,candidate,7.385138612111569,8.088963917327568,6.2489499023982455,6.26400933946882,-0.7038253052159993,-0.09530292418096681
FOODS_3_030_TX_3_evaluation,candidate,8.963307078839321,9.071270057726439,7.355505148569743,6.674766165869577,-0.1079629788871177,-0.012044993877538565
