n_train,n_positive_train,zero_ratio_train,ADI_train,CV2_positive_train,rho_interval_train,rho_magnitude_train,occurrence_binary_acf1_train,previous_gap_next_size_corr_train,rho_interval_abs_train,series_id,segment_start,descriptor_variant,dataset,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_rmse,hurdle_occurrence_brier,hurdle_mean_p_hat_on_zero,hurdle_mean_p_hat_on_positive,hurdle_positive_magnitude_rmse
1829,1426,0.22033898305084745,1.2826086956521738,0.5262564827536808,0.07844627725680679,0.21139052549903575,0.18511514518305763,-0.1467752752349324,0.07844627725680679,FOODS_3_144_TX_2_evaluation,0,availability_aware,m5,2.2229621356732454,2.2348344560828877,1.4970292108399528,1.4723868455205644,-0.011872320409642256,0.09461025500169672,0.8581519424915314,0.8421944019041563,2.1165404980923137
1829,1438,0.21377802077638053,1.271905424200278,0.5431420119401786,0.14432427401178308,0.13064426715514973,0.1248249140810906,-0.06697247685963806,0.14432427401178308,FOODS_3_144_TX_3_evaluation,0,availability_aware,m5,1.4504248811786835,1.4768744862093135,1.221446040130797,1.1654566313539232,-0.026449605030629986,0.18088078875140412,0.6359286499874932,0.6405471682548523,1.2811257559294464
1199,593,0.5054211843202668,2.0219224283305226,0.6254798350303928,-0.01355130643034363,0.4677117419341022,0.4306518173795436,-0.040036677120063945,0.01355130643034363,FOODS_3_146_WI_1_evaluation,630,availability_aware,m5,1.9948732386661807,2.006064933112554,1.3410673106000537,1.360804082382293,-0.011191694446373468,0.15747614532502047,0.8480825535953045,0.8706722469890819,2.0302326697647084
1829,1022,0.4412247129579005,1.789628180039139,0.4943617380100383,-0.0028918112530632355,0.37213101581373437,0.882414766969237,-0.030666012150810176,0.0028918112530632355,FOODS_3_150_WI_1_evaluation,0,availability_aware,m5,3.552748922430654,3.70412515983717,2.8282259645916166,2.9706630195890154,-0.15137623740651618,0.02284881765014485,0.971205472946167,0.9822215277974199,3.610970618837863
1829,426,0.7670858392564243,4.293427230046948,0.5644491490166449,0.15629111265068976,0.04020632309207048,0.4543054798540953,-0.0023216608829155307,0.15629111265068976,FOODS_3_153_CA_2_evaluation,0,availability_aware,m5,0.8294614696827542,0.7457191402356464,0.7243749722838402,0.6065764993074394,0.0837423294471078,0.261480554462474,0.5205739761392275,0.5211937775214514,0.8626732397111497
1829,1592,0.12957900492072172,1.1488693467336684,1.2577493218888949,0.00840655821508125,0.7809040219328094,0.4521822381698751,-0.09049664193887272,0.00840655821508125,FOODS_3_154_TX_3_evaluation,0,availability_aware,m5,3.4700315038475114,3.225644085717225,2.9044299849442075,2.3372787634531655,0.24438741813028653,0.3219892313913669,0.4209175169467926,0.4164594605162337,4.114829420923184
1829,1586,0.13285948605795517,1.1532156368221942,1.252655131901632,0.012449676239745664,0.8096086663628754,0.49216289545767244,-0.07273327376682455,0.012449676239745664,FOODS_3_154_WI_3_evaluation,0,availability_aware,m5,5.8354503154945085,5.454390482065761,4.606679939088368,4.193687404905047,0.38105983342874783,0.06988025899502193,0.7017131447792053,0.748999507312315,6.353286004876476
1829,1744,0.046473482777474026,1.0487385321100917,0.4300155897761543,0.024410852979754986,-0.028884242351343407,0.1116330869697282,0.011716028754088495,0.024410852979754986,FOODS_3_156_CA_1_evaluation,0,availability_aware,m5,2.7935244292650325,2.7650938809264307,2.278238112018222,2.01276319367545,0.028430548338601813,0.2085486404364197,0.5890290836493174,0.5571640859811734,2.9188964596006572
1829,1522,0.16785128485511208,1.2017082785808146,0.3534366533715035,-0.014630732481907556,0.01020556924526936,0.0291317858343669,0.007308298678880019,0.014630732481907556,FOODS_3_156_CA_4_evaluation,0,availability_aware,m5,1.7120694247153323,1.762106391016668,1.2144898296821685,1.1604076535219239,-0.050036966301335806,0.26075410271736177,0.45641423323575186,0.4581215763092041,1.7432246052043292
1829,1430,0.21815199562602516,1.279020979020979,0.5260779168801544,0.1373592407788116,0.19682275166166627,0.092686229218954,-0.14031216293818438,0.1373592407788116,FOODS_3_156_WI_3_evaluation,0,availability_aware,m5,1.3618731624318172,1.2817146843736464,1.167652780810992,0.9885399476403282,0.08015847805817078,0.2558044280687318,0.43089724249309963,0.4218062766087361,1.1932931636393924
849,459,0.45936395759717313,1.8496732026143792,0.48305845007241044,0.031602466674858144,0.1611156878663081,0.3160945612178019,0.10043985308142568,0.031602466674858144,FOODS_3_157_TX_1_evaluation,980,availability_aware,m5,0.7927932438641442,0.7648962736060568,0.6481481148373514,0.5609037673899105,0.02789697025808735,0.24657131506659472,0.4441736394073814,0.41251424252986907,1.0708450183197888
1829,776,0.5757244395844724,2.356958762886598,0.4768446851284308,0.0049715384374310325,0.0360790108880764,0.2060588343875063,-0.023833088077266945,0.0049715384374310325,FOODS_3_160_TX_2_evaluation,0,availability_aware,m5,0.8810954783450923,0.8904407535052834,0.5975624331760974,0.5329778595339685,-0.009345275160191124,0.19007236502791863,0.3176424806235266,0.4203100217425305,1.308284059219982
387,122,0.6847545219638242,3.1721311475409837,0.7496607573894701,0.006883928365300343,-0.052289648507108176,0.08917039244908109,0.012504991053115998,0.006883928365300343,FOODS_3_166_CA_4_evaluation,1442,availability_aware,m5,2.345671780746089,2.345815425465615,1.025272198021412,0.9374720250212011,-0.00014364471952621471,0.24343719281257842,0.4607534917264149,0.49102505812278163,3.972335046697122
1703,1248,0.26717557251908397,1.3645833333333333,0.35624567293687504,0.06431505197588844,0.11515612165151995,0.4101424576712175,0.030836115215005615,0.06431505197588844,FOODS_3_169_CA_3_evaluation,126,availability_aware,m5,1.9567680467948858,1.9772878351712209,1.5855393551644825,1.547724472624915,-0.020519788376335057,0.12116867521385472,0.827996755639712,0.839001844326655,1.8262908016731718
1360,450,0.6691176470588235,3.022222222222222,0.5916050622356487,-0.0011536854458625082,0.03962873979974743,0.356768316330759,0.07083289439101248,0.0011536854458625082,FOODS_3_176_CA_1_evaluation,469,availability_aware,m5,0.7817304109806664,0.6669890205349336,0.6457542566405166,0.44749946847912814,0.11474139044573284,0.2064925032748147,0.40353202939033506,0.38560404380162555,1.422810522853358
1787,1506,0.15724678231673195,1.1865869853917663,0.30058772674879186,0.33123588882615923,0.2550632322424937,0.7399002555254995,-0.12288591997235683,0.33123588882615923,FOODS_3_177_CA_3_evaluation,42,availability_aware,m5,3.2011272921007325,3.042086225641318,2.630352428981236,2.3894122668675015,0.15904106645941463,0.09835039165114827,0.7071634360722133,0.7603762707152923,3.226882585922721
1829,1606,0.12192454893384364,1.138854296388543,0.3285692813205996,0.020831140609191494,0.03491448062887314,0.16750066356537177,-0.020193313467730383,0.020831140609191494,FOODS_3_178_TX_3_evaluation,0,availability_aware,m5,2.146892466754635,2.292076258811991,1.6755400938647134,1.7461006471088953,-0.145183792057356,0.14017657971488426,0.7015411555767059,0.6981843468305227,2.002098227939753
1829,996,0.4554401312192455,1.8363453815261044,0.5182274963697358,-0.0050030103805476355,0.15947196219420542,0.4111300801727721,-0.005001593705483663,0.0050030103805476355,FOODS_3_182_CA_1_evaluation,0,availability_aware,m5,1.5218596593797813,1.5067751057191185,1.2092018872499466,1.1299500777607872,0.015084553660662747,0.2640405343859761,0.7670872897812815,0.7760245636397717,1.5250809982936608
1829,1604,0.12301804264625478,1.1402743142144638,0.4002049702317828,0.006714454223754545,0.12949912139314598,0.45919711548570563,0.013982373510633282,0.006714454223754545,FOODS_3_184_WI_1_evaluation,0,availability_aware,m5,3.149741129929153,3.514283476860696,2.291579308254378,2.497547449810164,-0.3645423469315432,0.16988376054155874,0.3653146719390696,0.6041534480548674,3.2275790442820878
1829,1068,0.41607435757244393,1.7125468164794007,0.5181437439995867,0.1747994751255073,0.12333718595271752,0.5632540915063877,-0.046436847060380294,0.1747994751255073,FOODS_3_187_CA_3_evaluation,0,availability_aware,m5,2.8355828863983263,2.8863525286521727,2.096133909055165,2.0577780292147683,-0.05076964225384639,0.19957390475726816,0.8462186545133591,0.8305258294567466,2.8362159239839295
1829,538,0.7058501913613997,3.399628252788104,0.3201054104924931,-0.01896273306762292,-0.0540785549717036,0.2449702549377783,-0.01201281982325259,0.01896273306762292,FOODS_3_188_CA_1_evaluation,0,availability_aware,m5,0.5320139386047397,0.4956007081715611,0.3586651499693592,0.26151188037225176,0.03641323043317857,0.11096526532081812,0.2532516968877692,0.2621978744864464,1.2054720742771927
1787,253,0.8584219362059318,7.063241106719367,0.3802162174902882,0.19998145152091584,-0.02304766166927737,0.03368215791446753,0.01259306922189638,0.19998145152091584,FOODS_3_188_TX_1_evaluation,42,availability_aware,m5,0.41168759303918434,0.3470469974409184,0.38637337496592883,0.2622967191217911,0.06464059559826596,0.13730289756759403,0.27592744484339676,0.26855417408726434,0.4105400730273016
1815,1472,0.18898071625344354,1.2330163043478262,0.35128762883645615,-0.013155403713594601,0.025006760846126956,0.15682208237986311,-0.010662304547279467,0.013155403713594601,FOODS_3_194_CA_3_evaluation,14,availability_aware,m5,1.2359011010681409,1.1393697529408762,1.0465813753682942,0.9056668194631735,0.09653134812726472,0.255446185332691,0.402028395912864,0.3609145890022146,1.0644932017796147
1794,1400,0.21962095875139354,1.2814285714285714,0.46940392421266114,0.08013607143092268,0.36037841950938254,0.6812189997931831,-0.05842037290739066,0.08013607143092268,FOODS_3_195_TX_2_evaluation,35,availability_aware,m5,2.4484201781951147,2.4338176423787248,1.9150370359420776,1.8129009278047652,0.014602535816389928,0.21120389076509177,0.6719408697552152,0.6312131985570445,2.239335800995807
1710,280,0.8362573099415205,6.107142857142857,0.5717616990145603,-0.004730128667082734,0.3032629627890606,0.7497761459196325,-0.05366806991685515,0.004730128667082734,FOODS_3_200_WI_3_evaluation,119,availability_aware,m5,1.4592982765788147,1.4149386335186003,1.2049501162199747,1.1464108299641382,0.04435964306021445,0.39672289561951485,0.804187856938528,0.7697563704691435,1.5155730034250536
1822,1612,0.11525795828759605,1.130272952853598,0.3737350510040614,0.04159040687531734,0.09193686478475538,0.3338662268390319,-0.013947259572696831,0.04159040687531734,FOODS_3_201_CA_3_evaluation,7,availability_aware,m5,2.6513793203016127,2.612608613495976,2.054530143737793,2.002607825256529,0.03877070680563666,0.07685097946214353,0.8328190296888351,0.7930579654872417,2.501971550374389
1822,1568,0.1394072447859495,1.1619897959183674,0.35887667652280136,-0.005234861346915509,0.10387074360029779,0.15448693734113292,-0.041746060134203386,0.005234861346915509,FOODS_3_201_TX_1_evaluation,7,availability_aware,m5,1.72236013524035,1.7451589944078427,1.403555617445991,1.3181732027303605,-0.022798859167492802,0.24170695676254828,0.5357694377501806,0.5336829543113708,1.5084324216375447
1829,1572,0.14051394204483325,1.1634860050890585,0.22250740813929806,0.007154530670203011,0.4098284868328399,0.8686999531885057,0.015142822031323446,0.007154530670203011,FOODS_3_202_TX_3_evaluation,0,availability_aware,m5,11.066302953290856,11.901926345947807,8.217513152531215,8.357416538965134,-0.8356233926569505,0.013134265022854478,0.0,0.8877766118163154,11.152211864451564
1829,1604,0.12301804264625478,1.1402743142144638,0.3380455607178901,-0.006029139231850144,0.34477036789911397,0.7972690094960839,0.1108775252667562,0.006029139231850144,FOODS_3_202_WI_2_evaluation,0,availability_aware,m5,4.7974048721122875,4.856131388853413,3.4906208515167236,3.520450915609087,-0.0587265167411255,0.06670920502254968,0.915107011795044,0.8697177790388276,4.267784716683765
1829,1406,0.23127392017495899,1.3008534850640114,0.6091233135886556,0.029608823730903403,0.21216409208403358,0.2525781782388153,-0.034055323439758534,0.029608823730903403,FOODS_3_203_TX_2_evaluation,0,availability_aware,m5,2.3901511698558027,2.3728866119308476,1.5944146329448337,1.5256756586687905,0.01726455792495507,0.15722067949188345,0.7363534569740295,0.7336281581201415,2.3156135589743947
1192,248,0.7919463087248322,4.806451612903226,0.37481133211850537,0.07695202271599134,0.0959240791760625,0.10368419252214972,-0.02769821113072034,0.07695202271599134,FOODS_3_204_TX_1_evaluation,637,availability_aware,m5,0.5630636069321698,0.48720081102931695,0.4250803627073765,0.26722535420031773,0.07586279590285289,0.11927308728190018,0.30620552033563203,0.3308918088674545,1.4395453178359396
1787,967,0.45886961387800784,1.8479834539813857,0.5017831843200493,0.0213946570480742,0.06861295947239492,0.23100156192193486,-0.03177653095199368,0.0213946570480742,FOODS_3_215_CA_2_evaluation,42,availability_aware,m5,1.7071749569168666,1.8406379494933087,1.2295220387833459,1.2846317032263392,-0.13346299257644212,0.22175813993511037,0.5013929083943367,0.5723949500492641,1.9205576491056695
1829,1522,0.16785128485511208,1.2017082785808146,0.4080614055521606,0.03813934448569102,0.12593252248834622,0.35517930722718444,-0.02305478805627491,0.03813934448569102,FOODS_3_215_TX_3_evaluation,0,availability_aware,m5,1.517364845733148,1.6841283385797723,1.237331943852561,1.3280640627656664,-0.1667634928466244,0.16719186841697067,0.5994038164615632,0.627730373595212,1.4716716566284562
1829,1543,0.15636960087479496,1.185353208036293,0.40922273142159743,0.10751296729285946,0.11709586007340456,0.12540248337913704,-0.07638127445974341,0.10751296729285946,FOODS_3_215_WI_1_evaluation,0,availability_aware,m5,1.8333666337345553,1.9051283506472265,1.41884465160824,1.4735217576935178,-0.07176171691267119,0.09649594047157584,0.7581112881501516,0.7644918362299601,1.745538510628709
1829,1588,0.131765992345544,1.1517632241813602,0.5189143326191002,0.07081593767648574,0.30432061157478246,0.09667500725552836,-0.11523665734988064,0.07081593767648574,FOODS_3_217_CA_3_evaluation,0,availability_aware,m5,1.4597585659344365,1.2752258110041612,1.2352754189854576,0.9996310642787388,0.18453275493027532,0.25142105576971885,0.5078940490881602,0.5038752447045038,1.2568839473291806
1829,1189,0.34991798797156914,1.5382674516400336,0.5578881654598081,-0.004047496961990871,0.3140402029883091,0.8352500493759696,0.04599886701031589,0.004047496961990871,FOODS_3_219_WI_2_evaluation,0,availability_aware,m5,4.014735461241802,4.362055081476992,3.2592145062628246,3.4818312781197682,-0.34731962023519003,0.05433458989325705,0.8571627934773763,0.8358061917034196,3.957218107143746
1815,976,0.46225895316804405,1.8596311475409837,0.5257035364580407,0.07667971677674579,0.3350520455095616,0.38785750616221243,-0.10651527352887956,0.07667971677674579,FOODS_3_222_WI_2_evaluation,14,availability_aware,m5,1.578766691028395,1.5666662384829408,1.3263134573187148,1.2271064079943157,0.012100452545454221,0.3314694442063536,0.7201215783754985,0.7228334049383799,1.689382567620246
1829,1750,0.04319300164024057,1.0451428571428572,0.35627634421751186,0.01330763045365248,0.3142341602188503,0.12682111296871273,-0.0849904135172299,0.01330763045365248,FOODS_3_226_CA_2_evaluation,0,availability_aware,m5,2.47746134864033,2.5991216160568005,2.0162790360904874,2.030101390112014,-0.12166026741647062,0.13073722142527838,0.6888244152069092,0.6706685610115528,2.4787398917590195
1829,1813,0.008747949699289229,1.0088251516822946,0.2328563145140061,0.04323768212657096,0.5229574790248104,0.11727373068432774,-0.058151068089640844,0.04323768212657096,FOODS_3_226_TX_2_evaluation,0,availability_aware,m5,4.468494988625253,4.6549395963261135,3.668926647731236,3.6135049547467912,-0.18644460770086013,0.058697290067662944,0.0,0.7646222001030332,4.7897899769793915
1829,1823,0.0032804811372334607,1.0032912781130006,0.12292060885759039,-0.0033057851239669325,0.5393931804865654,-0.0032930845225027684,0.05110016528720424,0.0033057851239669325,FOODS_3_226_WI_1_evaluation,0,availability_aware,m5,12.116021345700196,12.76500069766936,10.167188712528773,9.278248923165458,-0.6489793519691638,0.07913738199686342,0.0,0.7207997476770764,14.735216945897367
1829,1822,0.0038272279934390375,1.00384193194292,0.07808153105749925,-0.0038610038610038563,0.5237220768715781,-0.003844041735310258,0.03482360083073784,0.0038610038610038563,FOODS_3_226_WI_3_evaluation,0,availability_aware,m5,12.573992544338171,15.212813754607119,10.349852789015998,11.84035991487049,-2.6388212102689472,0.07489442374476478,0.0,0.7287863209134057,15.013001608842059
1829,1549,0.1530891197375615,1.1807617817947063,0.40258891265973623,0.3933404182998649,0.20304164084380133,0.5487356958287201,-0.13686528610524726,0.3933404182998649,FOODS_3_227_CA_3_evaluation,0,availability_aware,m5,2.9378984327100675,3.08903140917065,2.380720240729196,2.5340549363976432,-0.15113297646058266,0.07175803600743477,0.9237618446350098,0.8134929868910048,2.7471609223402282
1829,1454,0.2050300710770913,1.2579092159559835,0.5267944259344918,-0.0028422130448808674,0.3202098287059653,0.6242514338150921,-0.039262575622706034,0.0028422130448808674,FOODS_3_227_TX_1_evaluation,0,availability_aware,m5,1.6280572002657971,1.4872179906249254,1.4101292469671793,1.1767200359276362,0.1408392096408717,0.2532703261897981,0.5146946299076081,0.5070206876528465,1.4196637137857337
1829,1610,0.11973756150902132,1.1360248447204968,0.3587059948959781,-0.0021238321618702845,0.5028642201935422,0.859931719693166,-0.047964612172523256,0.0021238321618702845,FOODS_3_227_TX_2_evaluation,0,availability_aware,m5,5.712052078624397,6.193556648331106,4.619895492281232,4.782660404841105,-0.4815045697067095,0.098557241367807,0.6560389995574951,0.708380944845153,5.73501251811046
1829,1603,0.12356478950246036,1.1409856519026824,0.2476600746174843,-0.002456670377613267,0.2217037529151995,0.84853004540784,-0.022132089466882134,0.002456670377613267,FOODS_3_227_TX_3_evaluation,0,availability_aware,m5,4.652194431991318,4.8991573584886146,3.72483016479583,3.7331175122942244,-0.24696292649729656,0.12798080824455516,0.6451361030340195,0.6683835245668888,4.635239770842785
1829,1823,0.0032804811372334607,1.0032912781130006,0.15460456695936262,-0.003305785123966924,0.4587614245370737,-0.00329308452250277,0.04498421585977965,0.003305785123966924,FOODS_3_228_TX_2_evaluation,0,availability_aware,m5,4.7010311332913854,4.3608589828948405,3.891209432056972,3.3989522797720775,0.3401721503965449,0.12355602827607329,0.0,0.6498338310491472,5.764822501633079
1829,1818,0.006014215418261345,1.006050605060506,0.2083295826251797,-0.003934831387597138,0.31470464733456494,0.17686496222544648,-0.021919016393465125,0.003934831387597138,FOODS_3_228_TX_3_evaluation,0,availability_aware,m5,3.7304176391049673,3.603843961526978,3.04849420275007,2.889945552462623,0.12657367757798932,0.1406237601777353,0.0,0.632393975343023,4.259402448146962
1829,1750,0.04319300164024057,1.0451428571428572,0.3484445914915912,-0.030087523688985887,0.19908050773799663,0.020981247874011368,-0.04655776156017624,0.030087523688985887,FOODS_3_228_WI_1_evaluation,0,availability_aware,m5,2.1734714674935396,2.1434635557206936,1.8412487790698098,1.7519200841585796,0.030007911772846008,0.15668875845756658,0.6701987624168396,0.6308014589019969,2.2637628942742607
1829,1783,0.025150355385456534,1.0257992148065058,0.367509567743715,-0.02538022357626061,0.4609883732915602,-0.003513394817742827,-0.08504685382253596,0.02538022357626061,FOODS_3_228_WI_3_evaluation,0,availability_aware,m5,2.0366860084520657,2.1548967686740093,1.7269490446363176,1.7433250177474249,-0.11821076022194354,0.25014101541621686,0.5088193789124489,0.5009631227701903,2.336104900793235
1829,1734,0.0519409513395298,1.0547866205305652,0.4593689745770602,0.007322259776850758,0.26715475761538454,0.02290521456555389,-0.06563174883054541,0.007322259776850758,FOODS_3_230_CA_1_evaluation,0,availability_aware,m5,3.0715963131417525,3.25253416103808,2.268536579041254,2.3383533770129796,-0.1809378478963275,0.0974003639051011,0.6478703022003174,0.732362284336561,3.068020748155285
1829,1718,0.06068890103881903,1.0646100116414436,0.48963351142895545,0.04103746255593532,0.3030833210366131,0.0792236616348431,-0.09655159055035267,0.04103746255593532,FOODS_3_230_CA_3_evaluation,0,availability_aware,m5,2.6304282120378675,2.6043813633390442,2.0114294290542603,1.9600524760427929,0.026046848698823233,0.050600100333795396,0.8171528279781342,0.8227686198746286,2.7328736069344752
1829,1729,0.05467468562055768,1.057836899942163,0.448242414307309,0.019081026375396687,0.3380521163095481,0.17486111111111177,-0.10076601545139262,0.019081026375396687,FOODS_3_230_TX_2_evaluation,0,availability_aware,m5,3.3613986081113345,3.2829950154987246,2.5977835115932284,2.331969428630102,0.07840359261260987,0.11988130446655496,0.692789614200592,0.7038609038425397,3.420310326425199
1829,1403,0.23291416074357574,1.3036350677120456,0.49435251647022127,0.2486510358411454,0.5365577809891409,0.6216970781579853,-0.15857093476163417,0.2486510358411454,FOODS_3_231_CA_3_evaluation,0,availability_aware,m5,3.475753137266613,3.837453213548952,2.796795300074986,2.905134087517148,-0.361700076282339,0.08341707351551873,0.0,0.7171967072146279,3.4761101930349962
1829,1399,0.23510114816839803,1.307362401715511,0.7367774278274848,-0.002981446386217286,0.4929625431442612,0.6837475463286428,-0.016158029037458565,0.002981446386217286,FOODS_3_231_TX_2_evaluation,0,availability_aware,m5,1.684590647246226,1.6990113958459767,1.4324991617883955,1.26891485282353,-0.014420748599750732,0.2656249551213775,0.485905345943239,0.4827145922183991,1.7779073193140962
1829,1386,0.24220885729907052,1.3196248196248197,0.624845379071072,0.013692549107383845,0.5056357378207702,0.6305596075331472,-0.029660587666969943,0.013692549107383845,FOODS_3_231_WI_3_evaluation,0,availability_aware,m5,2.2419132654448806,2.2101332890062366,1.8900299398672014,1.6871696036486399,0.03177997643864394,0.24927828799020513,0.47784637411435443,0.4977253631309227,2.0752761693059742
1829,1483,0.18917441224712958,1.2333108563722184,0.3978392512148457,-0.016951568058913135,0.009850907522534496,0.11233062647726581,-0.02141337637069778,0.016951568058913135,FOODS_3_232_CA_2_evaluation,0,availability_aware,m5,2.0898561962127835,2.168852444458456,1.722814652181807,1.7487304891858781,-0.07899624824567253,0.14003947719986862,0.7922813158768874,0.7842802875478503,1.8880793433539702
1829,1629,0.10934937124111536,1.1227747084100674,0.4577965542556315,-0.010448547239556365,0.048090112319109334,0.05680589680589641,-0.030535064951265276,0.010448547239556365,FOODS_3_232_CA_3_evaluation,0,availability_aware,m5,2.019834141506582,2.041799961092582,1.5848464994203477,1.6118660838831038,-0.02196581958600019,0.14933873571250741,0.7388070755534701,0.6902543091773987,1.8585474015199277
1829,1532,0.16238381629305632,1.193864229765013,0.6007867843605832,0.07260481232812371,0.18500054905082997,0.7524250525763078,0.0017971531434005374,0.07260481232812371,FOODS_3_234_CA_3_evaluation,0,availability_aware,m5,13.368650332839918,11.369472186145972,11.355572127160572,8.766733328501383,1.9991781466939464,0.23492917337122873,0.48621003520794404,0.5265175216727787,14.169366171045274
1829,1416,0.22580645161290322,1.2916666666666667,0.8043293222189547,0.10263650768263963,0.3098766433562604,0.6559176584330811,-0.029909871239474854,0.10263650768263963,FOODS_3_234_WI_3_evaluation,0,availability_aware,m5,19.36480056258755,19.161172700873237,15.953779617945353,15.352768477939424,0.20362786171431324,0.12837844632575535,0.800791734457016,0.7715541615679458,17.578557412272335
1136,786,0.30809859154929575,1.44529262086514,2.265898566075961,0.09057330868328631,0.5956541829111054,0.27443075398584044,-0.0439257097238805,0.09057330868328631,FOODS_3_237_CA_3_evaluation,693,availability_aware,m5,2.1193330311308802,2.1698017554554125,1.8090212643146515,1.7995694960866655,-0.05046872432453231,0.2931407449125135,0.8385489583015442,0.8089713026892464,2.0588762483524126
1829,1005,0.4505194095133953,1.8199004975124378,0.3664707359116825,0.11966904650990089,0.10798714162259944,0.3690884572542026,-0.07124869961513905,0.11966904650990089,FOODS_3_238_WI_2_evaluation,0,availability_aware,m5,2.050455138955369,2.0856035766833436,1.4626117448012035,1.463605598324821,-0.03514843772797471,0.06782235491367147,0.9482724467913309,0.9560318833742386,1.993834967992496
1829,654,0.6424275560415528,2.7966360856269112,0.8425898388187508,0.01748756329584679,0.012049522580563599,-0.02291750806719033,-0.06732570104620503,0.01748756329584679,FOODS_3_239_TX_1_evaluation,0,availability_aware,m5,0.9715586576451656,0.9770045873846327,0.7298090628215245,0.7032401441108613,-0.005445929739467115,0.25541848727271377,0.5357774990670224,0.5396838075405842,1.1109124451432069
1829,1451,0.20667031164570804,1.2605099931082013,0.40117004270370954,0.03345887405353687,0.08468436055472037,0.11698740100063032,-0.08006465001918665,0.03345887405353687,FOODS_3_242_WI_3_evaluation,0,availability_aware,m5,1.1625176503620849,1.1606399449845746,0.9564362452143714,0.8779121275459018,0.001877705377510308,0.265628505460131,0.3886106998421425,0.38130169961510635,1.069242898870118
1829,979,0.4647348277747403,1.868232890704801,1.8376510981618104,0.12992804514526998,0.07283259272618892,0.21161030842588538,0.024581419680523756,0.12992804514526998,FOODS_3_243_TX_2_evaluation,0,availability_aware,m5,1.4698010575695368,1.4492671219440443,1.1355966655980974,1.0671120775597436,0.02053393562549255,0.2411435323645667,0.7967392653226852,0.8156382452164378,1.385521260659702
1465,1205,0.17747440273037543,1.2157676348547717,0.5812251275244734,-0.002518892304137901,0.57012519803082,0.8196766865833675,0.00013649900402002097,0.002518892304137901,FOODS_3_245_CA_1_evaluation,364,availability_aware,m5,3.316516031133134,3.3009832107145707,2.777229218255906,2.5495796430678594,0.015532820418563187,0.09339790687786802,0.7404304146766663,0.7077359923397202,3.554135566980616
1465,1199,0.18156996587030716,1.2218515429524603,0.5399645060244608,-0.0020375902142699526,0.5983979015084215,0.7952642333428745,0.007158264845507959,0.0020375902142699526,FOODS_3_245_TX_1_evaluation,364,availability_aware,m5,2.6668482843179904,2.531613659996678,2.2523355909756253,1.9607752476419722,0.1352346243213125,0.3092822121342792,0.4298834130167961,0.4269920376439889,2.8483438937787535
1829,531,0.7096774193548387,3.4444444444444446,0.5752791733751024,0.04514352164559221,-0.01785511202092597,0.2143422384265006,-0.01575020024365585,0.04514352164559221,FOODS_3_246_TX_2_evaluation,0,availability_aware,m5,0.8461538828069234,0.8275465452590285,0.7008436308020637,0.6758158409169742,0.018607337547894898,0.2695103222441562,0.6440036505460739,0.6472105844454332,0.7527854625090967
1829,1823,0.0032804811372334607,1.0032912781130006,0.22641660569102806,-0.00330578512396695,0.5710267391807962,-0.003293084522502757,0.017319301622070005,0.00330578512396695,FOODS_3_252_CA_1_evaluation,0,availability_aware,m5,14.91807218026916,16.643913917662577,12.230157102857317,12.003814016069684,-1.7258417373934165,0.09362948313951748,0.0,0.6951384835299992,16.68005472283193
1829,1659,0.09294696555494805,1.1024713682941532,0.44108446430874,-0.006399919697446625,0.4639953717402074,0.4876463492514036,-0.03959809355266786,0.006399919697446625,FOODS_3_252_WI_2_evaluation,0,availability_aware,m5,4.71796153521207,4.859701336746835,3.8984712759653726,3.867916714577448,-0.14173980153476506,0.031501727321483444,0.865809440612793,0.8532371801066111,4.6265852406236725
1829,1821,0.004373974849644614,1.0043931905546404,0.33731162834573897,-0.004417448923246833,0.6752129590430854,-0.004395604395604408,-0.012414403286545063,0.004417448923246833,FOODS_3_252_WI_3_evaluation,0,availability_aware,m5,8.646602054814027,9.57777094275811,7.013923213595436,6.87760701633635,-0.931168887944084,0.10098161752094996,0.0,0.6844366845630464,9.421188161996591
1829,1406,0.23127392017495899,1.3008534850640114,0.3986762181193636,-0.0025158779796563297,0.3090102386317028,0.7908449223055113,-0.010299273346482134,0.0025158779796563297,FOODS_3_257_CA_1_evaluation,0,availability_aware,m5,1.6285732016732095,1.777426648256858,1.391323012965066,1.3642581105232239,-0.1488534465836484,0.14647010039612618,0.6947162747383118,0.6438782133162022,1.6616022062834066
1528,1454,0.04842931937172775,1.0508940852819808,0.2384938052240148,0.03211221887317417,0.1318608742767081,0.2781902415758052,0.035518608225144584,0.03211221887317417,FOODS_3_258_CA_3_evaluation,301,availability_aware,m5,3.0433625365357035,3.2705648571457404,2.4523595685050603,2.5935275923638117,-0.22720232061003687,0.20713351373991132,0.6053774627772245,0.578424729713022,2.6062641158366064
1801,495,0.725152692948362,3.6383838383838385,0.3002897602729844,0.025000708494508368,-0.03082929456112007,0.16405433646812895,-0.020086684444741494,0.025000708494508368,FOODS_3_266_TX_2_evaluation,28,availability_aware,m5,0.5709003206036024,0.5442988225416402,0.5047688819468021,0.38286054524637403,0.026601498061962214,0.18003254827903387,0.3111924569715153,0.3057478881544537,0.7033782970381302
