n_train,n_positive_train,zero_ratio_train,ADI_train,CV2_positive_train,rho_interval_train,rho_magnitude_train,occurrence_binary_acf1_train,previous_gap_next_size_corr_train,rho_interval_abs_train,series_id,segment_start,descriptor_variant,dataset,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_rmse,hurdle_occurrence_brier,hurdle_mean_p_hat_on_zero,hurdle_mean_p_hat_on_positive,hurdle_positive_magnitude_rmse
1829,1758,0.038819026790595956,1.040386803185438,0.5002748524982471,0.04089700099820254,0.43655675052711623,0.34058534473775054,-0.06834218920208635,0.04089700099820254,FOODS_1_018_WI_1_evaluation,0,availability_aware,m5,6.034294009569363,6.32849015182346,4.37422902243478,4.445894882792518,-0.29419614225409685,0.038316446599863475,0.0,0.8155060538223812,6.007950268347796
1829,1718,0.06068890103881903,1.0646100116414436,0.6152323666909055,0.013518431631126843,0.5300448902463588,0.18472928373918546,-0.12574609537049422,0.013518431631126843,FOODS_1_018_WI_3_evaluation,0,availability_aware,m5,6.751914862488108,6.830052192442141,5.511988617125011,5.451323026702518,-0.07813732995403289,0.006699985242631416,0.0,0.9277846579040799,6.691233122350568
1080,879,0.18611111111111112,1.2286689419795223,0.7678638126138344,0.2046183898423356,0.1278643532618463,0.1822030296457763,-0.07247257986075231,0.2046183898423356,FOODS_1_021_CA_2_evaluation,749,availability_aware,m5,2.7332794575506547,2.750129885367377,2.1583347732112523,2.103193175225031,-0.016850427816722302,0.17253647876631284,0.8448947436279721,0.856948275457729,2.7597164296285968
1829,1253,0.31492618917441223,1.4596967278531525,0.5343274058986062,-0.010169096564371191,0.3029204110651148,0.34094337948171904,-0.04749885477815873,0.010169096564371191,FOODS_1_024_WI_1_evaluation,0,availability_aware,m5,1.3057400041233835,1.3112392538787554,1.0669607984877767,0.9860797531548,-0.00549924975537186,0.2054281901060966,0.62267256171807,0.6337994434794442,1.1651803354729917
1766,271,0.8465458663646659,6.516605166051661,0.2582753832576437,0.0431197030360196,0.18496842753734885,0.08888938286973275,-0.061492857804323404,0.0431197030360196,FOODS_1_029_WI_3_evaluation,63,availability_aware,m5,0.526976271429867,0.4885654551134211,0.4336167907431012,0.31359066290869597,0.03841081631644594,0.14942499679789276,0.27101793033736093,0.2809369649205889,0.75875656954257
1822,515,0.7173435784851812,3.537864077669903,0.5765423650823313,0.028876699622169655,0.31385594532669076,0.38541013098618965,0.008214708212505003,0.028876699622169655,FOODS_1_030_CA_1_evaluation,7,availability_aware,m5,1.0004154920964234,1.0179364642819273,0.7613605892374402,0.7332371381067094,-0.017520972185503858,0.2473400574262779,0.5050228319384835,0.5375263668596745,1.1150954209933472
1325,170,0.8716981132075472,7.794117647058823,0.49550057130722575,-0.050968847067961544,0.056179775280898826,0.08214904679375985,0.06200321580123206,0.050968847067961544,FOODS_1_033_CA_3_evaluation,504,availability_aware,m5,0.5604929146113512,0.49959204163853,0.4923321395402863,0.35716907910647844,0.06090087297282121,0.17959070007823552,0.32788800338611884,0.3104496141895652,0.6750486100913351
1332,237,0.8220720720720721,5.620253164556962,1.123131145167008,0.13507762325914027,-0.08134859263841632,0.19404268777142766,-0.03802228453009874,0.13507762325914027,FOODS_1_033_TX_3_evaluation,497,availability_aware,m5,0.7251541492780195,0.6730385965761818,0.4670274296686763,0.30320956957127365,0.05211555270183765,0.10975841314752863,0.2950214805081487,0.28437361866235733,2.5721119608347656
1780,209,0.8825842696629214,8.516746411483254,0.7256342897439677,-0.0026574121385934788,0.022992222468047444,0.14431896936158978,-0.046939470057946804,0.0026574121385934788,FOODS_1_035_WI_3_evaluation,49,availability_aware,m5,0.7809195723971525,0.7363117696050635,0.6375596768089703,0.49965958385950043,0.04460780279208898,0.2039984214376074,0.38571719894042383,0.38445549105343063,1.0904454625554545
1766,970,0.4507361268403171,1.820618556701031,0.5235880830731989,0.024371477598655017,-0.014906631831144877,0.44840173766452646,0.03692271657572604,0.024371477598655017,FOODS_1_036_CA_2_evaluation,63,availability_aware,m5,1.7865135587984244,1.7918055036074987,1.4843234419822693,1.4378864921274639,-0.005291944809074245,0.26284394551384327,0.7325945012271404,0.7302161478079282,1.6725600862110612
1752,385,0.7802511415525114,4.55064935064935,0.8538523680071011,0.003935816369782461,0.49713607360142553,0.3118236522431227,-0.03418023827623753,0.003935816369782461,FOODS_1_037_TX_2_evaluation,77,availability_aware,m5,0.8820286709371418,0.8968703142584437,0.7057579650676676,0.6779753455803508,-0.01484164332130189,0.2562877533793598,0.5118482752392689,0.512789126071665,1.006639082463927
1752,328,0.8127853881278538,5.341463414634147,0.18144380952405925,0.010646254749554593,0.05049234670222577,0.05615185719685256,-0.06553752718698838,0.010646254749554593,FOODS_1_038_CA_4_evaluation,77,availability_aware,m5,0.5781261531933446,0.5273008301026767,0.5282051398285798,0.40652690987501827,0.050825323090667895,0.19447203970233956,0.34223869301023935,0.3511915363016583,0.561599516828904
1493,1404,0.05961152042866711,1.0633903133903133,0.4732503921284152,0.01885501125258192,0.5148485024757107,0.5255388240428308,0.007967468447856764,0.01885501125258192,FOODS_1_043_CA_1_evaluation,336,availability_aware,m5,4.693869099507674,4.8077755161084115,3.471226534673146,3.196529903582164,-0.11390641660073708,0.2437681775991408,0.3245387979243931,0.27070732525101415,5.983435668127853
1486,1312,0.11709286675639301,1.1326219512195121,0.6233472911593606,0.2159059443282718,0.5415164794765929,0.6834845250241947,-0.057377736721690234,0.2159059443282718,FOODS_1_043_CA_2_evaluation,343,availability_aware,m5,8.361184554428393,8.498148261439308,5.985305718013218,5.422792502102398,-0.13696370701091531,0.24821955328143688,0.3267243167287425,0.26367603463155254,11.756202453288875
1486,1386,0.06729475100942127,1.072150072150072,0.5547400880576157,-0.0017280058206512402,0.5999489235851262,0.5529703186294871,-0.00419182023086525,0.0017280058206512402,FOODS_1_043_WI_2_evaluation,343,availability_aware,m5,11.372163446265828,11.405097130309267,7.622139458588901,6.84584138294061,-0.03293368404343866,0.24615634026978567,0.39437760220419976,0.30830326066775754,18.90067453424261
1829,1305,0.28649535265172227,1.4015325670498084,0.45033848873583693,-0.008023242256280462,0.15490998702157194,0.5864355543694396,-0.023469765143410443,0.008023242256280462,FOODS_1_045_CA_1_evaluation,0,availability_aware,m5,2.5340966126955036,2.513498979226158,2.2212265815053667,2.1003668237300146,0.0205976334693454,0.24421063666632575,0.6981164794415236,0.6950432314322545,2.385686376313064
1829,1699,0.07107709130672499,1.0765155974102414,0.5488283240089138,0.17083107281616836,0.4878522808383893,0.4473387836802898,-0.0006198299795811695,0.17083107281616836,FOODS_1_046_CA_1_evaluation,0,availability_aware,m5,5.079677364461252,5.256249157696942,4.117987292153495,4.055084095114753,-0.1765717932356905,0.058462830291216177,0.8656597137451172,0.7864913473646324,5.093020280015843
1829,1547,0.15418261344997267,1.1822882999353588,0.8070617815532081,0.20589553536786143,0.48902009505143407,0.2536584918297506,-0.18155471350627883,0.20589553536786143,FOODS_1_046_CA_2_evaluation,0,availability_aware,m5,6.567197261992734,6.654037665133675,4.1438394501095726,4.137799251647222,-0.08684040314094066,0.018111071333498936,0.0,0.8695872071243468,6.544744984823372
1829,1773,0.0306178239475123,1.0315848843767625,0.7280148828508878,0.09875509336799862,0.7000258896709866,0.39209126088358265,-0.053819329400629896,0.09875509336799862,FOODS_1_046_TX_2_evaluation,0,availability_aware,m5,5.117288909887805,4.823982473640407,4.116877334458487,3.4570589179084417,0.2933064362473985,0.2030345494450071,0.5041486620903015,0.5513733348932611,5.971776829905837
1829,1589,0.13121924548933844,1.1510383889238516,0.8244904287904512,0.16687635201795845,0.5325607510738612,0.15103904282115932,-0.15511900784101898,0.16687635201795845,FOODS_1_046_TX_3_evaluation,0,availability_aware,m5,4.824148601183313,4.873271626754925,3.589721509388515,3.4431525270144143,-0.04912302557161219,0.0451942375985758,0.8760531544685364,0.8464034563157616,4.645916820962416
1829,1742,0.047566976489885185,1.0499425947187142,0.7764325885590196,-0.0012382805589951633,0.28423218285912666,0.28795051067229593,-0.0664905189035727,0.0012382805589951633,FOODS_1_046_WI_1_evaluation,0,availability_aware,m5,7.838547940872281,7.97349248320056,5.428018779981704,5.369276659829276,-0.13494454232827913,0.06235489835036842,0.8607995808124542,0.8077518285774603,7.818433374200805
1829,1697,0.07217058501913615,1.0777843252799058,0.606167314417363,0.02379532334140741,0.5583102277435135,0.38135601787233486,-0.08968869858619696,0.02379532334140741,FOODS_1_046_WI_2_evaluation,0,availability_aware,m5,3.590901559718126,3.602625618329421,2.95100907768522,2.7148662280468714,-0.011724058611294996,0.3149046240535438,0.4528709724545479,0.4258829541504383,3.7476522177561646
1829,1524,0.16675779114270092,1.2001312335958005,0.9510767167030234,0.08583569361891716,0.6665519847999843,0.3546128757951827,-0.08841158899265512,0.08583569361891716,FOODS_1_046_WI_3_evaluation,0,availability_aware,m5,2.974918918662488,2.783991317307523,2.425964382432756,2.035715243646077,0.19092760135496523,0.23486907010138733,0.5566036728295413,0.5327922754908261,3.043631879824526
1829,980,0.4641880809185347,1.866326530612245,0.5998824974147334,-0.0005224363852739159,0.03493769581516361,0.47436568407704593,0.004092645647726271,0.0005224363852739159,FOODS_1_049_CA_2_evaluation,0,availability_aware,m5,2.5376046244297896,2.5734870008158555,1.4620172539282412,1.3521581847398054,-0.03588237638606584,0.24537204389469083,0.4705191257596016,0.525764574899393,3.6163137057992754
989,595,0.39838220424671383,1.66218487394958,0.44586325107002356,0.004158753604839293,-0.07750601614691822,0.09830915838881624,0.04735602470697852,0.004158753604839293,FOODS_1_052_CA_3_evaluation,840,availability_aware,m5,1.749106687765944,1.7601078382441842,1.4280150255986623,1.39860262686298,-0.01100115047824013,0.44815202193018255,0.88675183691877,0.8848292521528296,1.9528253186268552
1829,323,0.8234007654455987,5.662538699690402,0.3658488854435914,0.017547809335844784,-0.011148440178265261,0.04933647449843779,-0.03243594971257159,0.017547809335844784,FOODS_1_053_TX_2_evaluation,0,availability_aware,m5,0.6328214048364607,0.5891364576030678,0.5253331068725813,0.36654161307073774,0.04368494723339289,0.14391441456725274,0.3147074582233821,0.3470806371081959,1.1193354341880388
1829,947,0.4822307271733188,1.931362196409715,0.6633141574109088,-0.003433911281242936,-0.04339359935981603,0.13022488769997032,0.000603011149765864,0.003433911281242936,FOODS_1_054_TX_2_evaluation,0,availability_aware,m5,1.1544239688735929,1.101913307012423,0.9746468152318682,0.898740404063747,0.05251066186116993,0.3251454382626595,0.6850480052332083,0.6930214547448688,0.9398771937158417
1829,860,0.5297977036632039,2.1267441860465115,1.1101023809830528,-0.0061878541311767244,0.3986370708160074,0.3730447957991977,-0.044329942521190685,0.0061878541311767244,FOODS_1_055_CA_4_evaluation,0,availability_aware,m5,1.7906097329307302,1.7851560645325746,1.2460118166747547,1.1180200459701675,0.005453668398155642,0.26888875852830707,0.5764701324839925,0.5735155278589668,2.1768297753711185
1500,1188,0.208,1.2626262626262625,0.8837621178542128,0.058381233976049614,0.5537326170899,0.38330789134647614,-0.11689360908030104,0.058381233976049614,FOODS_1_058_TX_2_evaluation,329,availability_aware,m5,2.1446772699248626,2.125995222074985,1.3592126877712352,1.1461989769623393,0.01868204784987748,0.20522721168266314,0.2870049724976222,0.2463905562957128,3.31270951392737
947,418,0.5586061246040127,2.2655502392344498,0.555424031291765,0.017792702384005175,-0.0008924836823828046,0.022727272727272624,-0.040254959240991144,0.017792702384005175,FOODS_1_059_WI_1_evaluation,882,availability_aware,m5,1.855084138727221,1.8712464393736596,1.1904693281366712,1.1787585229391144,-0.016162300646438643,0.2713909079309379,0.7396081243242536,0.7336669904845101,2.2120104927942776
1829,1467,0.1979223619464188,1.2467620995228357,0.43648565611295437,-0.005160968514691072,0.1598420242606547,0.4902052414583224,-0.006882296371829836,0.005160968514691072,FOODS_1_061_CA_2_evaluation,0,availability_aware,m5,2.469345380828037,2.3817149246976275,2.0286226116475605,1.737857801573617,0.08763045613040932,0.1502818592644464,0.6614478826522827,0.6543799553598676,2.415947469186069
1829,958,0.4762165117550574,1.9091858037578289,0.422033135142136,0.004358605302284017,0.05506739618812979,0.26971844419091084,-0.025889570334078595,0.004358605302284017,FOODS_1_063_WI_2_evaluation,0,availability_aware,m5,1.180130859841502,1.1620686683687897,0.980244768517358,0.9556770480814434,0.018062191472712152,0.19805912455192254,0.8509579726627895,0.854003421843998,1.0031200256878714
828,243,0.7065217391304348,3.4074074074074074,0.7089093198082806,-0.010734152018521828,-0.006614029562214169,0.23076272619651644,-0.05069201030009291,0.010734152018521828,FOODS_1_068_WI_1_evaluation,1001,availability_aware,m5,0.4481157026764986,0.34675527644193205,0.4177129142252462,0.2779160701625404,0.10136042623456654,0.14564464805090216,0.3079005381142771,0.2909611999988556,0.3903991933277476
1080,339,0.6861111111111111,3.185840707964602,1.689477307710622,0.09383616188788897,0.0024551080081160435,0.15266283983098308,-0.0071439466064567424,0.09383616188788897,FOODS_1_070_CA_3_evaluation,749,availability_aware,m5,1.239046436756558,1.2150787320736236,1.0023572054647265,0.9208527129320871,0.0239677046829343,0.34625993848617603,0.6668175469184744,0.6531707942485809,1.622451589610214
1752,740,0.5776255707762558,2.3675675675675674,0.5754101634731298,0.10885994524079494,0.05812429399977885,0.48383298215237264,0.052942821365467636,0.10885994524079494,FOODS_1_072_CA_3_evaluation,77,availability_aware,m5,2.104768658636528,2.098538963904426,1.5794661378576642,1.575273675577981,0.006229694732101887,0.32233644335277944,0.9640564158045012,0.9593979011882435,2.230496288064144
1829,764,0.5822854018589393,2.393979057591623,0.5806232727675816,-0.008093006966637293,0.3398674921547802,0.39834856735687874,-0.029028007998522856,0.008093006966637293,FOODS_1_075_CA_1_evaluation,0,availability_aware,m5,1.424795101043725,1.4579723152945094,1.1538845527739752,1.1426013271723474,-0.03317721425078446,0.3147867434610949,0.7601138475613717,0.7698840737342835,1.4827805581912552
1059,936,0.11614730878186968,1.1314102564102564,0.6636028990388452,0.01326547485622947,0.47007863988481313,0.18295293483306496,-0.10668548464630534,0.01326547485622947,FOODS_1_082_TX_2_evaluation,770,availability_aware,m5,2.0511953873804045,2.0041322921880402,1.6999971880799247,1.602434489698637,0.04706309519236429,0.18637625318415388,0.7382713527906508,0.7523229973656791,1.8449622932067478
1059,980,0.07459867799811143,1.0806122448979592,0.44965929328009613,0.025010815657309966,0.5818212895183418,0.5986132914704364,-0.019823850478716307,0.025010815657309966,FOODS_1_082_WI_2_evaluation,770,availability_aware,m5,8.87597177875738,9.439964242039531,6.322635713077727,6.866841418402536,-0.5639924632821511,0.024384834848818673,0.0,0.8581590879531134,8.682452826457528
1829,1793,0.019682886823400764,1.0200780814277748,0.40163049038224385,0.0323508980847479,0.4054838694626763,0.3199404761904775,-0.02613799497596115,0.0323508980847479,FOODS_1_085_CA_1_evaluation,0,availability_aware,m5,5.925215224586132,5.330949934761595,5.1009514558882945,4.417442520459493,0.5942652898245369,0.07070865545427044,0.7038298547267914,0.7584804507290445,6.462300943218221
1829,1772,0.03116457080371788,1.0321670428893905,0.5191964928342139,0.0012928679008891114,0.3987617487374406,0.22133396732938945,-0.048815092637916835,0.0012928679008891114,FOODS_1_085_CA_2_evaluation,0,availability_aware,m5,6.467774660103336,6.601799304790131,4.613715228580293,4.6293361981709795,-0.13402464468679476,0.027257933015069586,0.0,0.8400977012656984,6.248761306613281
1829,1719,0.06014215418261345,1.0639906922629436,0.5871102496384535,0.039741139969507025,0.49214870188525167,0.1294316858926861,-0.1064108909451738,0.039741139969507025,FOODS_1_085_CA_3_evaluation,0,availability_aware,m5,4.775288425379402,4.789419479269415,4.033964554468791,4.044136007626851,-0.014131053890013234,0.04046102156277554,0.8330809772014618,0.8744359052762752,4.726509342491291
1829,1592,0.12957900492072172,1.1488693467336684,0.518115089208538,0.06463471095716875,0.4770890696333553,0.35037539747578034,-0.1187384107249013,0.06463471095716875,FOODS_1_085_TX_1_evaluation,0,availability_aware,m5,3.1688644410814693,2.914161563921595,2.5733738342920938,2.1699237596421015,0.25470287715987405,0.12304298947533747,0.7559672679219928,0.7227563285208368,2.989599407197599
1829,1692,0.07490431930016403,1.08096926713948,0.7219527032911568,0.233714221752566,0.6824881280816969,0.2977333845562782,-0.14904864531090098,0.233714221752566,FOODS_1_085_TX_2_evaluation,0,availability_aware,m5,3.5949489210614254,3.4194996251515413,2.9318730660847256,2.559398679506211,0.17544929590988412,0.09088490095846302,0.0,0.7029038433517728,3.8503657405513767
1829,1511,0.17386550027337344,1.2104566512243546,0.6030242548258575,0.15195566952574605,0.42435451175379946,0.3566329293181708,-0.13997225456569787,0.15195566952574605,FOODS_1_085_TX_3_evaluation,0,availability_aware,m5,4.862195113195352,4.91396510521375,3.6151131788889566,3.6265822762534734,-0.05176999201839827,0.012332467469871785,0.945164680480957,0.961313651986869,4.76592626786237
1829,761,0.5839256424275561,2.4034165571616293,0.39801915213815364,-0.006108645481500557,0.17404105806013545,0.18376182144085737,-0.022414100876635,0.006108645481500557,FOODS_1_088_CA_4_evaluation,0,availability_aware,m5,0.8952964976143709,0.8401889151848265,0.7561431250401905,0.6922088872109141,0.05510758242954439,0.2946481919352712,0.6383474878966808,0.6470120035939746,0.8099529804546374
1647,468,0.7158469945355191,3.519230769230769,0.4055499441524647,-0.009742051342124726,0.09036440837913308,0.4069673420954052,-0.014915981412340837,0.009742051342124726,FOODS_1_093_CA_2_evaluation,182,availability_aware,m5,1.5401413279539748,1.5704751070584781,1.2048519509179252,1.1800460449996448,-0.0303337791045033,0.2424950736088822,0.7394243113456234,0.75809287012748,1.6768725034919676
1829,228,0.8753417167851285,8.021929824561404,0.49202262317057666,0.21307462822607826,-0.10685597614378238,0.15908254693269613,0.0665501007694245,0.21307462822607826,FOODS_1_095_CA_1_evaluation,0,availability_aware,m5,0.43078098484094607,0.3216368437659383,0.39378067833327113,0.2319456125121741,0.10914414107500775,0.10963350290334264,0.29062084080297734,0.3096041440963745,0.697191634494456
1829,1144,0.3745215965008201,1.5987762237762237,0.582063027405801,0.008525140457993723,0.5652662148433473,0.7408433434871732,-0.07512469987222399,0.008525140457993723,FOODS_1_096_TX_3_evaluation,0,availability_aware,m5,10.800406657785539,10.842308264185712,8.371837457021078,8.205213785171509,-0.04190160640017382,0.023596975257629844,0.995064377784729,0.9959592862827021,10.54043682048342
1829,1471,0.1957353745215965,1.2433718558803535,0.8189205379304492,0.4421044497874703,0.8376045867914365,0.7082202713487643,-0.02373617773201122,0.4421044497874703,FOODS_1_096_WI_2_evaluation,0,availability_aware,m5,15.320242247960136,15.032468919749716,11.315402575901576,11.234626633780342,0.28777332821042023,0.011895369859024538,0.9995869994163513,0.9995013827300934,14.145485412031949
947,657,0.30623020063357975,1.4414003044140031,0.5027972320252354,0.0032918942248894006,0.09819323955394739,0.03686273958260182,-0.07086533185844852,0.0032918942248894006,FOODS_1_097_CA_2_evaluation,882,availability_aware,m5,1.5650817623741635,1.5667359460321288,1.2046285349698294,1.2271342270431065,-0.0016541836579653246,0.25471648454100043,0.8850254989587344,0.8851268219536749,1.5271275534620636
1829,686,0.6249316566429743,2.6661807580174925,0.5617799582246308,-0.016949261255861478,0.05871594631561137,0.13756419100437342,-0.05070025665543849,0.016949261255861478,FOODS_1_101_CA_2_evaluation,0,availability_aware,m5,1.2272618220522389,1.2275655316017346,0.8869623414107731,0.877076380664394,-0.00030370954949576756,0.2577850447208413,0.6575193308495186,0.6642521378841806,1.3249470421256944
1773,855,0.5177664974619289,2.0736842105263156,0.45470823102439695,-0.01513847987828487,0.0609741782631711,0.3242291479334481,-0.0485588334477218,0.01513847987828487,FOODS_1_102_CA_2_evaluation,56,availability_aware,m5,1.4414019734287193,1.4967343188961868,0.9129242591027703,0.903217139875605,-0.05533234546746746,0.22258186412082862,0.4205672277704529,0.532572149838272,1.898413271599904
1381,456,0.6698044895003621,3.0285087719298245,0.4979668948989296,-0.006223018492855727,0.08197731081442333,0.6004215083162455,-0.05755968343875585,0.006223018492855727,FOODS_1_105_CA_2_evaluation,448,availability_aware,m5,1.434975939859929,1.4732399813624093,0.9539158435627109,0.9399173683708623,-0.038264041502480195,0.24297153700374982,0.48043312264813315,0.5988995444316131,1.82289930557554
1829,1475,0.1935483870967742,1.24,0.5472898249699601,-0.002859048754042808,0.12203811198695104,0.4955269875583541,0.016196117991196034,0.002859048754042808,FOODS_1_106_CA_2_evaluation,0,availability_aware,m5,3.0760306653398457,3.1439401604356596,2.61261678025836,2.4730676540306638,-0.0679094950958139,0.1936477625291396,0.6480251323609125,0.6677315159449502,2.9081354941555118
1829,1551,0.15199562602515035,1.1792392005157963,0.5610762594136193,0.016383308222668876,0.09183613748599348,0.338203759572988,-0.029134348588615,0.016383308222668876,FOODS_1_108_CA_3_evaluation,0,availability_aware,m5,2.818883242564726,2.773865560517524,2.0984752831004916,1.9780739105883098,0.04501768204720191,0.24394334150388508,0.6224289994973403,0.5827242012681633,2.580052065784414
1423,741,0.4792691496837667,1.9203778677462888,0.8077854377216479,0.004618811828805975,0.4172118966554507,0.5815589214742445,-0.04134294364246999,0.004618811828805975,FOODS_1_113_CA_2_evaluation,406,availability_aware,m5,3.828127458776604,3.8904925481226207,3.0220407779727663,3.078024082240604,-0.06236508934601659,0.17764838622235019,0.9459010697901249,0.9219612049705842,3.7522305414223105
1479,1005,0.3204868154158215,1.471641791044776,0.6119417600590354,0.10971799225579229,0.3657569576977018,0.17606470817161538,-0.14708271652473376,0.10971799225579229,FOODS_1_120_WI_1_evaluation,350,availability_aware,m5,1.3624168360724127,1.3676971652873846,0.7854289802766982,0.6652971429839021,-0.005280329214971902,0.17155168400734672,0.2916041828358351,0.2883724789409077,2.5626090101599304
821,248,0.6979293544457978,3.310483870967742,0.47231379370062254,0.03629033308820567,-0.0028747286300565486,0.2889972930295516,0.042262461819337196,0.03629033308820567,FOODS_1_125_TX_3_evaluation,1008,availability_aware,m5,0.8577293917044637,0.9317892347573207,0.7078612475168138,0.7343810512906029,-0.07405984305285696,0.25694769340819146,0.4694293157050484,0.4842433398184569,0.8709808441279335
1822,470,0.7420417124039517,3.876595744680851,1.3712356941048758,0.02247013233728315,-0.0345695048860942,0.17119076491802845,-0.04321619132233032,0.02247013233728315,FOODS_1_128_TX_2_evaluation,7,availability_aware,m5,0.9372448314016308,0.8912954223435366,0.6079397146545705,0.4846899638928118,0.04594940905809419,0.2039625400681691,0.3716614246368408,0.3815724389119582,1.450552786223911
408,123,0.6985294117647058,3.317073170731707,0.7833460617878554,0.2827637897738,0.5610421836228306,0.3125787243787943,-0.25137357438913316,0.2827637897738,FOODS_1_131_TX_1_evaluation,1421,availability_aware,m5,0.5848884931001095,0.524177494906721,0.48867308534681797,0.3389008663417328,0.06071099819338843,0.15098032066426276,0.31841286363667004,0.3122739141637629,0.9790221699949587
1178,518,0.5602716468590832,2.2741312741312742,0.5842616962400313,0.05222970708340054,0.24037745529063761,0.14490775188802385,-0.08819026974326145,0.05222970708340054,FOODS_1_132_TX_2_evaluation,651,availability_aware,m5,0.8599816596854329,0.8356873038848511,0.7075840084857884,0.6479347358856883,0.024294355800581813,0.2671387290875146,0.5123012347041436,0.5019106124677966,0.9274314920880257
1829,585,0.6801530891197376,3.1264957264957265,0.9925329902183047,0.10526699949765686,0.32977502504781797,0.25520856274501313,-0.07588672677982167,0.10526699949765686,FOODS_1_133_CA_3_evaluation,0,availability_aware,m5,1.1699443821956326,1.1442067373419542,0.8982937935562361,0.8295422664710453,0.025737644853678354,0.30652937605420166,0.7342001214623451,0.7094588333910162,1.1935595825853604
