dataset,series_id,regime,rho_interval_abs_train,relative_gain,delta_rmse,rmse_point,rmse_hurdle,ADI_selection,CV2_selection,zero_ratio_train,n_positive_train,n_positive_test
m5,FOODS_3_124_WI_3_evaluation,erratic,0.0388723512389409,0.04099810227715987,0.0822619515546208,2.00648193417599,1.924219982621369,1.295325779036827,0.5203419200293773,0.2279934390377255,1412,43
m5,FOODS_3_126_CA_2_evaluation,intermittent,0.0028551110062493,0.012255486507660777,0.025119202547013,2.049629162523352,2.0245099599763385,3.2087719298245614,0.48479750145949,0.6772366930917327,570,68
m5,FOODS_3_127_CA_1_evaluation,erratic,0.0516446048937025,-0.04122687020284776,-0.1273727708739231,3.089557132210458,3.216929903084381,1.0517538815411156,0.5180194175380274,0.0492072170585019,1739,81
m5,FOODS_3_127_CA_2_evaluation,erratic,0.0914711460876678,0.018315908621674176,0.0355420566214317,1.9405019622871955,1.904959905665764,1.193864229765013,0.49513403037440673,0.1623838162930563,1532,80
m5,FOODS_3_127_TX_2_evaluation,smooth,0.0833264699744576,0.0469949327774355,0.0775224505788931,1.6495916899388634,1.5720692393599702,1.2072607260726074,0.40364693261224865,0.1716785128485511,1515,66
m5,FOODS_3_131_WI_3_evaluation,erratic,0.0086406867740798,0.13581450739517895,0.2950023097498564,2.1720971890837064,1.87709487933385,1.3036350677120456,0.49648122345229734,0.1445121951219512,1403,74
m5,FOODS_3_133_CA_1_evaluation,erratic,0.0023991432792652,-0.05197041319282001,-0.2129976910832054,4.098441363029844,4.311439054113049,1.2459128065395095,0.5292707345948634,0.1973756150902132,1468,84
m5,FOODS_3_133_CA_3_evaluation,smooth,0.2531977970336161,0.0747418634106739,0.3909169522335718,5.230227537754228,4.839310585520656,1.1634860050890585,0.40848921477990163,0.1405139420448332,1572,83
m5,FOODS_3_136_CA_3_evaluation,erratic,0.3165673420738955,-0.05075033421886446,-0.1346847486197022,2.6538691950059787,2.788553943625681,1.1091570648878109,0.507390861169711,0.0984144341170038,1649,83
m5,FOODS_3_136_TX_1_evaluation,smooth,0.0049489163947098,-0.04471500209851044,-0.209033367706108,4.674792751783666,4.883826119489774,1.1346153846153846,0.3564966149502983,0.1186440677966101,1612,82
m5,FOODS_3_136_TX_3_evaluation,smooth,0.0014505478111245,-0.06699019247131581,-0.357337562276709,5.334177274228844,5.691514836505553,1.1709346991037133,0.3020072808823136,0.145981410606889,1562,82
m5,FOODS_3_136_WI_2_evaluation,erratic,0.0031526044406118,0.02070898453158807,0.0950749351066315,4.590999378149648,4.495924443043016,1.1679438058748404,0.5471454611651085,0.1437944231820667,1566,82
m5,FOODS_3_137_TX_3_evaluation,intermittent,0.2703456629003433,0.041920993136308246,0.0239678677401838,0.5717390249379602,0.5477711571977764,11.50314465408805,0.16944527995872752,0.7665198237885462,159,18
m5,FOODS_3_139_CA_1_evaluation,smooth,0.0022840970968912,-0.05244699539374988,-0.1162025713780154,2.215619226718625,2.3318217980966405,1.2001312335958005,0.30887499921757566,0.1667577911427009,1524,79
m5,FOODS_3_144_TX_2_evaluation,erratic,0.0784462772568067,-0.005340765917295553,-0.0118723204096422,2.2229621356732454,2.234834456082888,1.2826086956521738,0.5262564221155176,0.2203389830508474,1426,76
m5,FOODS_3_144_TX_3_evaluation,erratic,0.144324274011783,-0.01823576344687062,-0.0264496050306299,1.4504248811786835,1.4768744862093135,1.271905424200278,0.5431420816611918,0.2137780207763805,1438,70
m5,FOODS_3_146_WI_1_evaluation,lumpy,0.0135513064303436,-0.0056102283741379134,-0.0111916944463734,1.9948732386661807,2.006064933112554,3.084317032040472,0.6254798501349943,0.5054211843202668,593,68
m5,FOODS_3_150_WI_1_evaluation,lumpy,0.0028918112530632,-0.04260820021667906,-0.1513762374065161,3.552748922430654,3.70412515983717,1.789628180039139,0.49436182457073635,0.4412247129579005,1022,82
m5,FOODS_3_153_CA_2_evaluation,lumpy,0.1562911126506897,0.10095987879839301,0.0837423294471078,0.8294614696827542,0.7457191402356464,4.293427230046948,0.564449212991145,0.7670858392564243,426,24
m5,FOODS_3_154_TX_3_evaluation,erratic,0.0084065582150812,0.07042801134782606,0.2443874181302865,3.470031503847512,3.225644085717225,1.1488693467336684,1.2577491824410427,0.1295790049207217,1592,74
m5,FOODS_3_154_WI_3_evaluation,erratic,0.0124496762397456,0.06530084446386995,0.3810598334287478,5.8354503154945085,5.454390482065761,1.1532156368221942,1.2526552524423655,0.1328594860579551,1586,83
m5,FOODS_3_156_CA_1_evaluation,smooth,0.0244108529797549,0.010177304354586149,0.0284305483386018,2.7935244292650325,2.7650938809264307,1.0487385321100917,0.43001556718742506,0.046473482777474,1744,78
m5,FOODS_3_156_CA_4_evaluation,smooth,0.0146307324819075,-0.029226014774287264,-0.0500369663013358,1.7120694247153323,1.762106391016668,1.2017082785808146,0.3534366343288014,0.167851284855112,1522,50
m5,FOODS_3_156_WI_3_evaluation,erratic,0.1373592407788116,0.05885898941942316,0.0801584780581707,1.3618731624318172,1.2817146843736464,1.279020979020979,0.5260778800177174,0.2181519956260251,1430,39
m5,FOODS_3_157_TX_1_evaluation,intermittent,0.0316024666748581,0.03518820382741282,0.0278969702580873,0.7927932438641442,0.7648962736060568,3.9847494553376905,0.48305842140098304,0.4593639575971731,459,20
m5,FOODS_3_160_TX_2_evaluation,intermittent,0.004971538437431,-0.010606427328107232,-0.0093452751601911,0.8810954783450923,0.8904407535052834,2.356958762886598,0.47684470089639613,0.5757244395844724,776,23
m5,FOODS_3_166_CA_4_evaluation,lumpy,0.0068839283653003,-6.123820080254828e-05,-0.0001436447195262,2.345671780746089,2.345815425465615,14.991803278688524,0.7496608289459293,0.6847545219638242,122,26
m5,FOODS_3_169_CA_3_evaluation,intermittent,0.0643150519758884,-0.010486571676160423,-0.020519788376335,1.9567680467948856,1.9772878351712209,1.4655448717948718,0.3562456366919305,0.2671755725190839,1248,72
m5,FOODS_3_176_CA_1_evaluation,lumpy,0.0011536854458625,0.14677872171020165,0.1147413904457328,0.7817304109806664,0.6669890205349336,4.064444444444445,0.5916050354986074,0.6691176470588235,450,9
m5,FOODS_3_177_CA_3_evaluation,smooth,0.3312358888261592,0.049682831061380335,0.1590410664594146,3.2011272921007325,3.042086225641318,1.2144754316069057,0.30058773170385117,0.1572467823167319,1506,77
m5,FOODS_3_178_TX_3_evaluation,smooth,0.0208311406091914,-0.0676250880309921,-0.145183792057356,2.146892466754635,2.292076258811991,1.138854296388543,0.32856927318222806,0.1219245489338436,1606,74
m5,FOODS_3_182_CA_1_evaluation,lumpy,0.0050030103805476,0.009911921620164542,0.0150845536606627,1.5218596593797813,1.5067751057191183,1.8363453815261044,0.5182275726333936,0.4554401312192455,996,51
m5,FOODS_3_184_WI_1_evaluation,smooth,0.0067144542237545,-0.11573724058387708,-0.3645423469315432,3.149741129929153,3.514283476860696,1.1402743142144638,0.4002049939755573,0.1230180426462547,1604,62
m5,FOODS_3_187_CA_3_evaluation,lumpy,0.1747994751255073,-0.017904481825369033,-0.0507696422538463,2.8355828863983263,2.8863525286521727,1.7125468164794007,0.5181437153148294,0.4160743575724439,1068,64
m5,FOODS_3_188_CA_1_evaluation,intermittent,0.0189627330676229,0.06844412860436679,0.0364132304331785,0.5320139386047397,0.4956007081715611,3.399628252788104,0.32010538018011964,0.7058501913613997,538,8
m5,FOODS_3_188_TX_1_evaluation,intermittent,0.1999814515209158,0.15701370818846472,0.0646405955982659,0.4116875930391843,0.3470469974409184,7.229249011857707,0.38021617951450115,0.8584219362059318,253,11
m5,FOODS_3_194_CA_3_evaluation,smooth,0.0131554037135946,0.07810604589949506,0.0965313481272647,1.2359011010681409,1.1393697529408762,1.2425271739130435,0.35128763659265255,0.1889807162534435,1472,29
m5,FOODS_3_195_TX_2_evaluation,smooth,0.0801360714309226,0.005964064479796255,0.0146025358163899,2.4484201781951147,2.4338176423787248,1.3064285714285715,0.46940400413401207,0.2196209587513935,1400,66
m5,FOODS_3_200_WI_3_evaluation,lumpy,0.0047301286670827,0.030397927395769523,0.0443596430602144,1.4592982765788147,1.4149386335186005,6.5321428571428575,0.5717617385661907,0.8362573099415205,280,38
m5,FOODS_3_201_CA_3_evaluation,smooth,0.0415904068753173,0.014622844233855669,0.0387707068056366,2.6513793203016127,2.612608613495976,1.1346153846153846,0.37373506934688083,0.115257958287596,1612,80
m5,FOODS_3_201_TX_1_evaluation,smooth,0.0052348613469155,-0.013236987260107068,-0.0227988591674928,1.72236013524035,1.7451589944078427,1.166454081632653,0.358876734977567,0.1394072447859495,1568,60
m5,FOODS_3_202_TX_3_evaluation,smooth,0.007154530670203,-0.07551061959752836,-0.8356233926569505,11.066302953290856,11.901926345947809,1.1634860050890585,0.22250742294403403,0.1405139420448332,1572,84
m5,FOODS_3_202_WI_2_evaluation,smooth,0.0060291392318501,-0.012241309271708044,-0.0587265167411255,4.797404872112288,4.856131388853413,1.1402743142144638,0.33804556181477347,0.1230180426462547,1604,79
m5,FOODS_3_203_TX_2_evaluation,erratic,0.0296088237309034,0.0072232075287508146,0.017264557924955,2.3901511698558027,2.372886611930848,1.3008534850640114,0.6091232788611396,0.2312739201749589,1406,69
m5,FOODS_3_204_TX_1_evaluation,intermittent,0.0769520227159913,0.1347321953840851,0.0758627959028528,0.5630636069321698,0.4872008110293169,7.375,0.3748113360323887,0.7919463087248322,248,5
m5,FOODS_3_215_CA_2_evaluation,lumpy,0.0213946570480742,-0.07817768883950496,-0.1334629925764421,1.7071749569168666,1.8406379494933087,1.891416752843847,0.5017831910291262,0.4588696138780078,967,56
m5,FOODS_3_215_TX_3_evaluation,smooth,0.038139344485691,-0.10990335865205113,-0.1667634928466244,1.517364845733148,1.6841283385797725,1.2017082785808146,0.4080613431892134,0.167851284855112,1522,74
m5,FOODS_3_215_WI_1_evaluation,smooth,0.1075129672928594,-0.03914204370922414,-0.0717617169126711,1.8333666337345556,1.9051283506472263,1.185353208036293,0.40922278311235133,0.1563696008747949,1543,78
m5,FOODS_3_217_CA_3_evaluation,erratic,0.0708159376764857,0.1264132023175697,0.1845327549302753,1.4597585659344363,1.2752258110041612,1.1517632241813602,0.5189143342935554,0.131765992345544,1588,63
m5,FOODS_3_219_WI_2_evaluation,lumpy,0.0040474969619908,-0.08651120941546674,-0.34731962023519,4.014735461241802,4.362055081476992,1.5382674516400336,0.5578881141327612,0.3499179879715691,1189,81
m5,FOODS_3_222_WI_2_evaluation,lumpy,0.0766797167767457,0.007664496986297621,0.0121004525454542,1.578766691028395,1.5666662384829408,1.8739754098360655,0.5257035231139701,0.462258953168044,976,39
m5,FOODS_3_226_CA_2_evaluation,smooth,0.0133076304536524,-0.04910682763355306,-0.1216602674164706,2.47746134864033,2.5991216160568005,1.0451428571428572,0.35627633054889873,0.0431930016402405,1750,80
m5,FOODS_3_226_TX_2_evaluation,smooth,0.0432376821265709,-0.04172425126926692,-0.1864446077008601,4.468494988625253,4.6549395963261135,1.0088251516822946,0.23285633363212285,0.0087479496992892,1813,84
m5,FOODS_3_226_WI_1_evaluation,smooth,0.0033057851239669,-0.05356373461651893,-0.6489793519691638,12.116021345700196,12.76500069766936,1.0032912781130006,0.12292059421853897,0.0032804811372334,1823,84
m5,FOODS_3_226_WI_3_evaluation,smooth,0.0038610038610038,-0.20986343048669598,-2.6388212102689472,12.573992544338171,15.21281375460712,1.00384193194292,0.07808153559037462,0.003827227993439,1822,84
m5,FOODS_3_227_CA_3_evaluation,smooth,0.3933404182998649,-0.051442546405925216,-0.1511329764605826,2.9378984327100675,3.08903140917065,1.1807617817947063,0.40258891645454786,0.1530891197375615,1549,81
m5,FOODS_3_227_TX_1_evaluation,erratic,0.0028422130448808,0.08650753156454101,0.1408392096408717,1.6280572002657971,1.4872179906249254,1.2579092159559835,0.5267944518907235,0.2050300710770913,1454,59
m5,FOODS_3_227_TX_2_evaluation,smooth,0.0021238321618702,-0.08429624994292204,-0.4815045697067095,5.712052078624397,6.193556648331106,1.1360248447204968,0.3587060120616546,0.1197375615090213,1610,82
m5,FOODS_3_227_TX_3_evaluation,smooth,0.0024566703776132,-0.053085254734632166,-0.2469629264972965,4.652194431991318,4.899157358488615,1.1409856519026824,0.24766008261142258,0.1235647895024603,1603,80
m5,FOODS_3_228_TX_2_evaluation,smooth,0.0033057851239669,0.07236117795254345,0.3401721503965449,4.7010311332913854,4.3608589828948405,1.0032912781130006,0.1546045712529628,0.0032804811372334,1823,84
m5,FOODS_3_228_TX_3_evaluation,smooth,0.0039348313875971,0.0339301627386573,0.1265736775779893,3.7304176391049673,3.603843961526978,1.006050605060506,0.20832961246922355,0.0060142154182613,1818,84
m5,FOODS_3_228_WI_1_evaluation,smooth,0.0300875236889858,0.013806443848766645,0.030007911772846,2.17347146749354,2.1434635557206936,1.0451428571428572,0.3484445607087017,0.0431930016402405,1750,79
m5,FOODS_3_228_WI_3_evaluation,smooth,0.0253802235762606,-0.05804073859759402,-0.1182107602219435,2.0366860084520657,2.1548967686740093,1.0257992148065058,0.3675095800819448,0.0251503553854565,1783,80
m5,FOODS_3_230_CA_1_evaluation,smooth,0.0073222597768507,-0.05890677987930548,-0.1809378478963275,3.0715963131417525,3.25253416103808,1.0547866205305652,0.4593690091959279,0.0519409513395298,1734,81
m5,FOODS_3_230_CA_3_evaluation,smooth,0.0410374625559353,0.009902132504366643,0.0260468486988232,2.6304282120378675,2.604381363339044,1.0646100116414436,0.4896334392398757,0.060688901038819,1718,82
m5,FOODS_3_230_TX_2_evaluation,smooth,0.0190810263753966,0.023324693603256518,0.0784035926126098,3.3613986081113345,3.2829950154987246,1.057836899942163,0.4482423665177443,0.0546746856205576,1729,79
m5,FOODS_3_231_CA_3_evaluation,erratic,0.2486510358411454,-0.10406379912434911,-0.361700076282339,3.475753137266613,3.837453213548952,1.3036350677120456,0.4943524897076795,0.2329141607435757,1403,84
m5,FOODS_3_231_TX_2_evaluation,erratic,0.0029814463862172,-0.00856038742903154,-0.0144207485997507,1.684590647246226,1.6990113958459767,1.307362401715511,0.7367774424818174,0.235101148168398,1399,75
m5,FOODS_3_231_WI_3_evaluation,erratic,0.0136925491073838,0.014175381772558246,0.0317799764386439,2.241913265444881,2.2101332890062366,1.3196248196248197,0.6248453566243765,0.2422088572990705,1386,54
m5,FOODS_3_232_CA_2_evaluation,smooth,0.0169515680589131,-0.037799848807218754,-0.0789962482456725,2.0898561962127835,2.168852444458456,1.2333108563722184,0.3978392561440868,0.1891744122471295,1483,71
m5,FOODS_3_232_CA_3_evaluation,smooth,0.0104485472395563,-0.010875061043188392,-0.0219658195860001,2.019834141506582,2.041799961092582,1.1227747084100674,0.4577965363723456,0.1093493712411153,1629,75
m5,FOODS_3_234_CA_3_evaluation,erratic,0.0726048123281237,0.1495422572152247,1.9991781466939464,13.368650332839918,11.369472186145972,1.193864229765013,0.6007867149153658,0.1623838162930563,1532,45
m5,FOODS_3_234_WI_3_evaluation,erratic,0.1026365076826396,0.010515360643977848,0.2036278617143132,19.36480056258755,19.16117270087324,1.2916666666666667,0.8043292111882125,0.2258064516129032,1416,74
m5,FOODS_3_237_CA_3_evaluation,lumpy,0.0905733086832863,-0.02381349395455895,-0.0504687243245323,2.11933303113088,2.1698017554554125,2.326972010178117,2.26589833129522,0.3080985915492957,786,53
m5,FOODS_3_238_WI_2_evaluation,intermittent,0.1196690465099008,-0.017141773580026495,-0.0351484377279747,2.050455138955369,2.085603576683344,1.8199004975124378,0.3664707388772852,0.4505194095133953,1005,78
m5,FOODS_3_239_TX_1_evaluation,lumpy,0.0174875632958467,-0.005605353517889264,-0.0054459297394671,0.9715586576451656,0.9770045873846328,2.7966360856269112,0.8425899182507464,0.6424275560415528,654,37
m5,FOODS_3_242_WI_3_evaluation,smooth,0.0334588740535368,0.001615205908422516,0.0018777053775103,1.1625176503620849,1.1606399449845746,1.2605099931082013,0.40117010521506485,0.206670311645708,1451,41
m5,FOODS_3_243_TX_2_evaluation,lumpy,0.1299280451452699,0.01397055439560468,0.0205339356254925,1.4698010575695368,1.4492671219440445,1.868232890704801,1.8376511752553302,0.4647348277747403,979,56
m5,FOODS_3_245_CA_1_evaluation,lumpy,0.0025188923041379,0.00468347515065564,0.0155328204185631,3.316516031133134,3.3009832107145707,1.5178423236514522,0.5812251221846773,0.1774744027303754,1205,83
m5,FOODS_3_245_TX_1_evaluation,lumpy,0.0020375902142699,0.05070953046580859,0.1352346243213125,2.6668482843179904,2.531613659996678,1.525437864887406,0.5399644417471043,0.1815699658703071,1199,72
m5,FOODS_3_246_TX_2_evaluation,lumpy,0.0451435216455922,0.021990488876762207,0.0186073375478948,0.8461538828069234,0.8275465452590285,3.4444444444444446,0.5752791887166284,0.7096774193548387,531,44
m5,FOODS_3_252_CA_1_evaluation,smooth,0.0033057851239669,-0.11568798679470378,-1.7258417373934165,14.91807218026916,16.643913917662577,1.0032912781130006,0.22641658538496212,0.0032804811372334,1823,84
m5,FOODS_3_252_WI_2_evaluation,smooth,0.0063999196974466,-0.030042593708512266,-0.141739801534765,4.71796153521207,4.859701336746835,1.1024713682941532,0.4410844769733342,0.092946965554948,1659,83
m5,FOODS_3_252_WI_3_evaluation,smooth,0.0044174489232468,-0.10769188659788644,-0.931168887944084,8.646602054814027,9.57777094275811,1.0043931905546404,0.3373116331900137,0.0043739748496446,1821,84
m5,FOODS_3_257_CA_1_evaluation,smooth,0.0025158779796563,-0.0914011396176206,-0.1488534465836484,1.6285732016732095,1.777426648256858,1.3008534850640114,0.39867620521631303,0.2312739201749589,1406,80
m5,FOODS_3_258_CA_3_evaluation,smooth,0.0321122188731741,-0.074655029718761,-0.2272023206100368,3.0433625365357035,3.2705648571457404,1.2579092159559835,0.23849383574106045,0.0484293193717277,1454,73
m5,FOODS_3_266_TX_2_evaluation,intermittent,0.0250007084945083,0.0465956964848731,0.0266014980619622,0.5709003206036024,0.5442988225416402,3.694949494949495,0.30028976051229506,0.725152692948362,495,18
m5,FOODS_3_266_WI_3_evaluation,intermittent,0.0326199223587678,0.012642281808865917,0.0094109514952458,0.744402920099913,0.7349919686046672,3.7024291497975708,0.33600402546915714,0.7180365296803652,494,37
m5,FOODS_3_267_CA_3_evaluation,lumpy,0.2209047238763707,-0.09542274697003739,-0.1245548660238355,1.3052953302942072,1.4298501963180428,1.8758974358974358,0.5834621175972902,0.4479048697621744,975,61
m5,FOODS_3_273_CA_1_evaluation,erratic,0.0229852076024459,-0.035921451994058794,-0.1082018126898671,3.0121781465783477,3.1203799592682144,1.22751677852349,0.5905757670957128,0.1853471842536905,1490,79
m5,FOODS_3_273_TX_2_evaluation,intermittent,0.0111802261533063,0.05756365230476499,0.0443254525711331,0.7700250209360663,0.7256995683649331,2.1904191616766466,0.47300291237045294,0.5434663750683434,835,27
m5,FOODS_3_277_WI_2_evaluation,intermittent,0.0064255693786107,0.027398914681098042,0.0790321483187095,2.884499230665957,2.8054670823472474,3.089527027027027,0.4071094960591366,0.1731843575418994,592,80
m5,FOODS_3_279_CA_3_evaluation,smooth,0.4100596820196466,-0.00476780492789448,-0.0123768484937141,2.5959217461482567,2.608298594641971,1.2880281690140845,0.3391354052605852,0.1829689298043728,1420,75
m5,FOODS_3_281_WI_2_evaluation,lumpy,0.0045076346354854,-0.06247137812112725,-0.4228135046503238,6.7681155333330505,7.190929037983374,1.5672664952870607,0.7690305413291436,0.3619464188080918,1167,84
m5,FOODS_3_283_CA_3_evaluation,smooth,0.3556661110757057,0.1180913319194485,0.5019838872466025,4.250810614863855,3.748826727617252,1.215282392026578,0.3100028764609727,0.1340621403912543,1505,78
m5,FOODS_3_290_CA_3_evaluation,smooth,0.0343821196602806,0.13344874059936326,0.290603241050515,2.177639442270627,1.887036201220112,1.2358108108108108,0.46242895065156536,0.1908146528157463,1480,55
m5,FOODS_3_291_TX_2_evaluation,smooth,0.0097126758092982,-0.04722747277606018,-0.0971972419054933,2.058065701850619,2.1552629437561124,1.2826086956521738,0.4681233655228914,0.2051282051282051,1426,77
m5,FOODS_3_292_TX_2_evaluation,intermittent,0.0003414260309102,-0.011184093820928932,-0.0310584101522843,2.777016238379932,2.8080746485322163,2.076049943246311,0.3577080047196617,0.178937558247903,881,80
m5,FOODS_3_293_CA_4_evaluation,lumpy,0.0046584552325014,0.5028637033090742,0.1399632602035567,0.278332397591105,0.1383691373875483,4.283372365339578,0.6296287968162791,0.7665390924002187,427,0
m5,FOODS_3_294_CA_3_evaluation,lumpy,0.4114475899130475,-0.020240886704012397,-0.063977940131747,3.160826947322644,3.22480488745439,3.6726907630522088,0.492872640162651,0.7277200656096228,498,54
m5,FOODS_3_295_CA_1_evaluation,smooth,0.1327861979510598,-0.016372444613706797,-0.2116967638103108,12.930064434793142,13.141761198603453,1.155401137081491,0.41494699812080804,0.1344997266265719,1583,84
m5,FOODS_3_295_CA_2_evaluation,erratic,0.0019337686375361,-0.04500028081602097,-0.2345353954616742,5.211865153032003,5.446400548493677,1.1923076923076923,0.5213626758026303,0.1612903225806451,1534,81
m5,FOODS_3_295_CA_3_evaluation,smooth,0.5849162254908264,0.0384908385800113,0.3211701897889565,8.344068397505467,8.02289820771651,1.1671984684109764,0.2766848053978759,0.1432476763258611,1567,84
m5,FOODS_3_295_TX_2_evaluation,erratic,0.001646761011581,0.09469983675630252,0.8031150321887068,8.48063797887442,7.677522946685713,1.1612698412698412,0.5556535439418189,0.1388737014762165,1575,79
m5,FOODS_3_295_WI_2_evaluation,erratic,0.0018736705123393,0.04349114481958325,0.1613528140240974,3.710015330556285,3.548662516532187,1.1838187702265373,1.3575392040048142,0.1552761071623838,1545,84
m5,FOODS_3_295_WI_3_evaluation,smooth,0.0014045706831779,-0.026183356129490572,-0.1994428815328017,7.617162618361487,7.816605499894289,1.1709346991037133,0.4140673201183626,0.145981410606889,1562,84
m5,FOODS_3_299_WI_3_evaluation,intermittent,0.0416982428381082,0.0010878846437549759,0.0025756215415775,2.367550232796196,2.364974611254618,2.078409090909091,0.47523290713496047,0.1851851851851851,880,78
m5,FOODS_3_300_CA_3_evaluation,smooth,0.1675392063301918,-0.05733679269622472,-0.1596341763363127,2.7841490399030224,2.943783216239335,1.144555694618273,0.35048446037304254,0.1262985237834882,1598,74
m5,FOODS_3_300_TX_1_evaluation,smooth,0.0182132407385919,-0.13236010310282767,-0.2801155832849238,2.1163143327812923,2.396429916066216,1.1353196772191185,0.45421133974645883,0.1191908146528157,1611,76
m5,FOODS_3_300_WI_2_evaluation,smooth,0.0054079107477439,-0.08631603948550952,-0.2689062410094776,3.115368158830095,3.384274399839573,1.1830530401034929,0.4825949751676162,0.1547293603061782,1546,79
m5,FOODS_3_300_WI_3_evaluation,smooth,0.016305589215146,0.0022616512046062,0.0051626925150833,2.282709422464739,2.2775467299496555,1.3196248196248197,0.4503252832570737,0.2422088572990705,1386,72
m5,FOODS_3_301_CA_3_evaluation,smooth,0.3283410508870885,0.012489169322078842,0.0150637025415099,1.2061412695302078,1.191077566988698,1.1671984684109764,0.44335808184593173,0.1432476763258611,1567,69
m5,FOODS_3_302_TX_3_evaluation,lumpy,0.064141754758563,0.02166023737728829,0.0448952644668838,2.0727041760843514,2.027808911617468,2.5796897038081807,0.6522612197253358,0.5504121750158529,709,70
m5,FOODS_3_303_CA_3_evaluation,intermittent,0.0050684422859308,0.043372024655655775,0.0423197242890132,0.9757378085298734,0.93341808424086,1.8992731048805815,0.354646643932268,0.4734827774740295,963,43
m5,FOODS_3_304_CA_2_evaluation,smooth,0.0463518265658736,-0.019726964634271066,-0.0756491400977852,3.834808927794305,3.9104580678920895,1.2185209860093271,0.4627984159455437,0.1793329688354292,1501,71
m5,FOODS_3_304_WI_1_evaluation,smooth,0.0122504356212878,0.020561187657520276,0.0325560903606034,1.5833759655754114,1.550819875214808,1.3196248196248197,0.3426237027563932,0.2422088572990705,1386,66
m5,FOODS_3_304_WI_2_evaluation,smooth,0.0227179935841349,-0.023737004896208027,-0.0386306691751596,1.6274449680604324,1.666075637235592,1.22751677852349,0.37228739926124915,0.1853471842536905,1490,73
m5,FOODS_3_309_CA_2_evaluation,intermittent,0.0210178510873251,0.0034958675825061698,0.0026107261105422,0.7468034898137027,0.7441927637031605,3.5862745098039217,0.26811390219801,0.6766011414077362,510,20
m5,FOODS_3_311_CA_3_evaluation,erratic,0.2859994947083699,-0.035796349831709345,-0.0472228555045057,1.3192086826315028,1.3664315381360086,1.2316498316498317,0.6685941713728869,0.1880809185347184,1485,73
m5,FOODS_3_313_CA_1_evaluation,erratic,0.0024930186655741,-0.05480438726770174,-0.1487347531069396,2.71392055494423,2.8626553080511696,1.1642266072565246,1.514281404505949,0.1243032329988851,1571,81
m5,FOODS_3_313_CA_2_evaluation,erratic,0.0179237402639877,0.10696123322964876,0.2548998154982365,2.383104680094324,2.128204864596088,1.2493169398907105,1.0215969562199176,0.1775280898876404,1464,79
m5,FOODS_3_313_CA_4_evaluation,erratic,0.0001818687801651,-0.051330365990301184,-0.1617053016835576,3.1502853830052886,3.3119906846888463,1.226693494299128,1.4858321926768239,0.1688963210702341,1491,83
m5,FOODS_3_313_TX_1_evaluation,erratic,0.1680239596045873,-0.05354198224358147,-0.2245743183660327,4.194359434515601,4.4189337528816335,1.3158273381294965,2.0275514326486714,0.2282065519156024,1390,84
m5,FOODS_3_316_WI_2_evaluation,intermittent,0.0011378011845622,-0.05155890610320246,-0.0507499308510058,0.984309689375927,1.0350596202269329,2.646888567293777,0.28733095421394794,0.5046594982078854,691,40
m5,FOODS_3_319_CA_3_evaluation,erratic,0.3769489573662327,0.32125476337997816,4.252326014773175,13.236616229542252,8.984290214769077,1.2072607260726074,0.5487920821893892,0.168496158068057,1515,33
m5,FOODS_3_319_TX_1_evaluation,erratic,0.0413371637309687,0.21917689770122412,0.901927908607378,4.115068321830439,3.2131404132230608,1.2727905358385525,0.82821641253257,0.2143247676325861,1437,30
m5,FOODS_3_319_WI_1_evaluation,erratic,0.0039217333386083,0.12474877971167801,0.7494521319888543,6.0076910870070535,5.258238955018199,1.2316498316498317,0.7075118340908216,0.1880809185347184,1485,31
m5,FOODS_3_319_WI_3_evaluation,erratic,0.000644965130661,0.16245279260960413,1.1127663170230413,6.849782630066374,5.737016313043332,1.2120609675281644,0.8969479099959555,0.1749589939857845,1509,31
m5,FOODS_3_323_CA_3_evaluation,lumpy,0.2173140346344031,-0.010783570282108575,-0.0155892786112039,1.4456509489318816,1.4612402275430856,4.787958115183246,0.8282686920396871,0.6814011676396997,382,39
m5,FOODS_3_324_CA_4_evaluation,smooth,0.0071073285118651,-0.08954698366780355,-0.2340429920404232,2.613633452006189,2.847676444046612,1.2808123249299719,0.4386524305965856,0.2192454893384363,1428,32
m5,FOODS_3_327_CA_1_evaluation,smooth,0.041379011069645,0.07843955884435097,0.1740645035747663,2.2190908023866585,2.045026298811892,1.2064643799472297,0.3674845443251012,0.067650676506765,1516,72
m5,FOODS_3_327_CA_3_evaluation,smooth,0.005357677822477,0.34628327103976586,1.0975362182229995,3.1694751378762467,2.071938919653247,1.1642266072565246,0.334993692983438,0.0338253382533825,1571,67
m5,FOODS_3_329_WI_3_evaluation,intermittent,0.0015731490107205,0.017013969295440398,0.1667021513351159,9.797957692317611,9.631255540982496,2.16193853427896,0.30519940724596123,0.2687986171132238,846,84
m5,FOODS_3_330_CA_1_evaluation,smooth,0.0219590893398494,-0.07168434709679886,-0.2121826665352046,2.959958137704512,3.172140804239717,1.1962066710268149,0.43695302969810074,0.164024056861673,1529,79
m5,FOODS_3_330_TX_1_evaluation,intermittent,0.0241615185321816,-0.057442857655927514,-0.0691036378231042,1.2029979120645893,1.2721015498876935,1.6447841726618706,0.4332123475407813,0.3920174958993986,1112,49
