series_id,regime,rho_interval_abs_train,delta_rmse,rmse_point,rmse_hurdle,ADI_train,CV2_positive_train,n_positive_train
FOODS_1_085_TX_2_evaluation,erratic,0.233714221752566,0.1754492959098841,3.5949489210614254,3.4194996251515413,1.08096926713948,0.7219527032911568,1692
FOODS_1_085_TX_3_evaluation,erratic,0.151955669525746,-0.0517699920183982,4.862195113195352,4.91396510521375,1.2104566512243546,0.6030242548258575,1511
FOODS_1_088_CA_4_evaluation,intermittent,0.0061086454815005,0.0551075824295443,0.8952964976143709,0.8401889151848265,2.4034165571616293,0.3980191521381536,761
FOODS_1_093_CA_2_evaluation,intermittent,0.0097420513421247,-0.0303337791045033,1.5401413279539748,1.570475107058478,3.519230769230769,0.4055499441524647,468
FOODS_1_095_CA_1_evaluation,lumpy,0.2130746282260782,0.1091441410750077,0.430780984840946,0.3216368437659383,8.021929824561404,0.4920226231705766,228
FOODS_1_096_TX_3_evaluation,lumpy,0.0085251404579937,-0.0419016064001738,10.80040665778554,10.842308264185712,1.5987762237762235,0.582063027405801,1144
FOODS_1_096_WI_2_evaluation,erratic,0.4421044497874703,0.2877733282104202,15.320242247960136,15.032468919749716,1.2433718558803537,0.8189205379304492,1471
FOODS_1_097_CA_2_evaluation,lumpy,0.0032918942248894,-0.0016541836579653,1.5650817623741635,1.5667359460321288,1.4414003044140031,0.5027972320252354,657
FOODS_1_101_CA_2_evaluation,lumpy,0.0169492612558614,-0.0003037095494957,1.2272618220522389,1.2275655316017346,2.6661807580174925,0.5617799582246308,686
FOODS_1_102_CA_2_evaluation,intermittent,0.0151384798782848,-0.0553323454674674,1.4414019734287191,1.4967343188961868,2.073684210526316,0.4547082310243969,855
FOODS_1_105_CA_2_evaluation,lumpy,0.0062230184928557,-0.0382640415024801,1.434975939859929,1.4732399813624093,3.0285087719298245,0.4979668948989296,456
FOODS_1_106_CA_2_evaluation,erratic,0.0028590487540428,-0.0679094950958139,3.0760306653398457,3.14394016043566,1.24,0.5472898249699601,1475
FOODS_1_108_CA_3_evaluation,erratic,0.0163833082226688,0.0450176820472019,2.818883242564726,2.773865560517524,1.1792392005157963,0.5610762594136193,1551
FOODS_1_113_CA_2_evaluation,lumpy,0.0046188118288059,-0.0623650893460165,3.828127458776604,3.8904925481226207,1.9203778677462888,0.8077854377216479,741
FOODS_1_120_WI_1_evaluation,lumpy,0.1097179922557922,-0.0052803292149719,1.3624168360724127,1.3676971652873846,1.471641791044776,0.6119417600590354,1005
FOODS_1_125_TX_3_evaluation,intermittent,0.0362903330882056,-0.0740598430528569,0.8577293917044637,0.9317892347573208,3.310483870967742,0.4723137937006225,248
FOODS_1_128_TX_2_evaluation,lumpy,0.0224701323372831,0.0459494090580941,0.9372448314016308,0.8912954223435366,3.876595744680851,1.3712356941048758,470
FOODS_1_131_TX_1_evaluation,lumpy,0.2827637897738,0.0607109981933884,0.5848884931001095,0.524177494906721,3.317073170731707,0.7833460617878554,123
FOODS_1_132_TX_2_evaluation,lumpy,0.0522297070834005,0.0242943558005818,0.8599816596854329,0.8356873038848511,2.2741312741312742,0.5842616962400313,518
FOODS_1_133_CA_3_evaluation,lumpy,0.1052669994976568,0.0257376448536783,1.1699443821956326,1.1442067373419542,3.1264957264957265,0.9925329902183048,585
FOODS_1_139_CA_2_evaluation,lumpy,0.0204303675048356,-0.0105640139846188,3.64467424715667,3.655238261141289,1.2674698795180723,0.5127634280937204,830
FOODS_1_145_CA_3_evaluation,lumpy,0.0177647568874233,-0.0404635388115046,2.043015649731288,2.083479188542793,1.4283559577677225,0.5551304366776109,663
FOODS_1_153_TX_3_evaluation,lumpy,0.0037881995341231,0.0257427334349765,0.9458778351451748,0.9201351017101982,3.3074141048824592,0.4923052112685253,553
FOODS_1_161_CA_1_evaluation,erratic,0.366618168846623,-0.1089230064340771,9.1580627032758,9.266985709709878,1.0683411214953271,0.5206799063557868,1712
FOODS_1_161_CA_4_evaluation,erratic,0.5003610108303228,0.5036203616114019,4.555606225105062,4.05198586349366,1.086104513064133,0.510190153264231,1684
FOODS_1_161_TX_1_evaluation,lumpy,0.0850205312410198,0.0099195250818027,1.7941136231123127,1.78419409803051,2.0390189520624302,0.5374602444615714,897
FOODS_1_161_WI_1_evaluation,erratic,0.010096823458685,0.3682399552682733,5.203598864039932,4.835358908771658,1.0602898550724638,0.4927420145366994,1725
FOODS_1_161_WI_2_evaluation,erratic,0.1250298526333547,-0.0706874515796984,3.2922223049972827,3.362909756576981,1.1438398999374608,0.5657329894332337,1599
FOODS_1_161_WI_3_evaluation,erratic,0.0940377273748041,-0.0656313312406178,4.021074039915785,4.086705371156403,1.245064669843431,0.6493970399333547,1469
FOODS_1_170_TX_3_evaluation,smooth,0.0228117133794788,-0.2227632607265479,3.6703734138102,3.893136674536748,1.1928620452985588,0.3651384246207793,1457
FOODS_1_172_CA_3_evaluation,smooth,0.0386854328263249,0.1433505744233767,2.1732361184777136,2.029885544054337,1.1954248366013072,0.453345933579074,1530
FOODS_1_173_WI_3_evaluation,lumpy,0.051779177407931,-0.0430288712875159,2.9748154756002103,3.0178443468877263,1.6447841726618706,0.7123723503367412,1112
FOODS_1_174_CA_3_evaluation,lumpy,0.4337704306916742,-0.0139275844347854,1.0105453520101713,1.0244729364449567,1.8180914512922464,0.5229362715116074,1006
FOODS_1_176_CA_4_evaluation,lumpy,0.0279583234162089,0.0276803918365882,0.5667036597003072,0.539023267863719,5.601910828025478,0.9985107575574244,314
FOODS_1_178_CA_2_evaluation,intermittent,0.0029694614334684,-0.0307091228033986,1.5108258800871894,1.541535002890588,1.3877086494688922,0.4828337166027624,1318
FOODS_1_182_WI_2_evaluation,lumpy,0.0967661349754558,-0.002268940481378,2.1133615750388737,2.115630515520252,1.7195121951219512,0.5817958729737579,738
FOODS_1_184_CA_3_evaluation,lumpy,0.0190471951759553,0.7344944831352218,4.376813794546255,3.642319311411033,1.1829652996845426,0.9113945645147816,1268
FOODS_1_190_CA_3_evaluation,lumpy,0.1863841713589035,-0.0903749189713796,3.2141543040811675,3.304529223052547,1.1726384364820848,0.5933957390699973,921
FOODS_1_191_WI_1_evaluation,intermittent,0.1485701514498972,-0.0353616943013745,1.1898603591725552,1.2252220534739298,2.78343949044586,0.4832764702477549,471
FOODS_1_193_TX_2_evaluation,intermittent,0.0039443717358939,0.0467358635473122,1.046735586870701,0.9999997233233884,2.489971346704871,0.3699139174141612,698
FOODS_1_194_CA_2_evaluation,erratic,0.0087343779429756,-0.134797372822101,2.2787698194832124,2.413567192305313,1.297163120567376,0.6081196580484374,1410
FOODS_1_203_CA_2_evaluation,lumpy,0.1136236302103267,-0.0323198868801437,3.13599689924951,3.1683167861296537,2.078409090909091,1.7071646350820162,880
FOODS_1_204_TX_3_evaluation,lumpy,0.0083761622202085,0.07597000941679,0.8193618243130543,0.7433918148962643,5.509433962264151,0.5743733776324629,318
FOODS_1_205_CA_2_evaluation,lumpy,0.0059422834940647,0.1103055036998026,3.04785691077412,2.9375514070743174,1.8172588832487309,0.5222548248542694,394
FOODS_1_207_CA_4_evaluation,intermittent,0.0228615989536497,-0.0447455406674519,1.45656650664988,1.501312047317332,1.8456104944500504,0.4252725960578423,991
FOODS_1_208_TX_2_evaluation,intermittent,0.0762456069418073,-0.0232113216413043,1.2637442550173057,1.2869555766586098,1.4552929085303186,0.4893648311414466,973
FOODS_1_213_CA_2_evaluation,intermittent,0.0311332793692793,0.055404129064096,0.9206404309311114,0.8652363018670153,2.043575418994413,0.4272930574633768,895
FOODS_1_218_CA_2_evaluation,erratic,0.0795947901591889,0.8569072649454021,9.486379631830015,8.629472366884615,1.035673839184598,0.6118650869644268,1766
FOODS_1_218_CA_3_evaluation,erratic,0.003232975316981,0.4729178275976018,8.275326053178754,7.802408225581152,1.0584490740740742,0.8332394704054327,1728
FOODS_1_219_TX_3_evaluation,lumpy,0.0056354118710248,0.0465272438977169,1.3205101496711067,1.2739829057733898,2.4034165571616293,0.5208832498793567,761
FOODS_1_219_WI_2_evaluation,intermittent,0.0086193274242273,-0.0382667305132824,2.222068678835722,2.2603354093490045,1.718984962406015,0.3740347677588019,1064
FOODS_2_003_CA_2_evaluation,lumpy,0.0183004776599026,0.0350977915205112,1.314628298392507,1.2795305068719958,3.108843537414966,0.5361221239834564,147
FOODS_2_009_WI_3_evaluation,lumpy,0.1865409434362897,-0.0817425191020659,1.4769427892453153,1.5586853083473813,1.6374216651745748,0.560032439939102,1117
FOODS_2_013_CA_1_evaluation,smooth,0.0137309568853929,-0.2503902192944123,2.6302443507689914,2.880634570063404,1.094554159186116,0.3376365620105084,1671
FOODS_2_013_CA_2_evaluation,smooth,0.0157715028995717,-0.0757835565632629,2.869901123753801,2.9456846803170635,1.127620221948212,0.370599318378396,1622
FOODS_2_013_CA_3_evaluation,smooth,0.0464649755643471,-0.2279422662481764,2.2450181808510203,2.472960447099197,1.0433542498573871,0.3484892385990814,1753
FOODS_2_013_TX_1_evaluation,smooth,0.015311610249921,0.1263322205514483,2.228823990184671,2.1024917696332226,1.0246498599439775,0.3598961789694896,1785
FOODS_2_015_TX_3_evaluation,intermittent,0.0550607137255332,0.0175438219237011,0.7778486616102929,0.7603048396865917,2.3508771929824563,0.3642822425135318,114
FOODS_2_019_CA_4_evaluation,smooth,0.0016891115503056,-0.0499304758507612,2.7212551726068868,2.771185648457648,1.2299932750504372,0.3350731946334513,1487
FOODS_2_019_TX_3_evaluation,erratic,0.0041547349499136,0.0052808857679242,2.08329339104812,2.078012505280196,1.193864229765013,0.6777975617696304,1532
FOODS_2_021_TX_2_evaluation,erratic,0.0043604215781624,0.2227530725763999,3.452865379745928,3.230112307169528,1.318673395818313,0.51927664577074,1387
FOODS_2_030_CA_1_evaluation,smooth,0.0096138479493365,0.100154639443434,2.1695186686928074,2.0693640292493733,1.1409856519026824,0.3142590258425807,1603
FOODS_2_041_CA_2_evaluation,intermittent,0.0191483690626538,-0.0205742547517641,0.955885584923952,0.9764598396757164,6.219298245614035,0.2662621614604188,114
FOODS_2_044_TX_3_evaluation,lumpy,0.027448132835648,-0.0065912399261875,1.6837040414842517,1.6902952814104393,1.774834437086093,0.4900882892897777,151
FOODS_2_045_WI_3_evaluation,intermittent,0.0050192932139529,-0.017621727410675,0.8807547704305982,0.8983764978412733,2.246406570841889,0.3213991706044472,487
FOODS_2_047_WI_3_evaluation,lumpy,0.0099427944257826,-0.0785085575739688,0.9910546625492018,1.0695632201231706,1.6344950848972295,0.5849460595161196,1119
FOODS_2_054_CA_2_evaluation,intermittent,0.002829928216455,0.0381567305399799,2.587252820806305,2.549096090266325,1.443181818181818,0.4301171921251087,176
FOODS_2_054_CA_3_evaluation,erratic,0.1448696112514871,-0.0785501387184424,2.2249928964781707,2.303543035196613,1.2333108563722184,0.6664047488190583,1483
FOODS_2_054_TX_2_evaluation,smooth,0.0278408604476165,0.07955730808969,1.972016397605057,1.892459089515367,1.1923076923076923,0.4157744584897243,1534
FOODS_2_065_TX_1_evaluation,erratic,0.077827775257072,0.0473752191859957,1.6801068639237922,1.6327316447377964,1.3082975679542204,0.7630633546232449,1398
FOODS_2_065_TX_2_evaluation,erratic,0.011730910526307,-0.0054458540040895,3.18480457548271,3.1902504294868,1.2934936350777937,0.5272084202721954,1414
FOODS_2_072_CA_1_evaluation,lumpy,0.0063250289651533,0.0074497333449132,1.1966993736575444,1.1892496403126311,2.67007299270073,0.5976508943874808,685
FOODS_2_077_CA_4_evaluation,intermittent,0.0366893551898393,0.0279851548397636,0.6598456002926445,0.6318604454528809,6.651162790697675,0.2273657123855201,215
FOODS_2_080_CA_1_evaluation,lumpy,0.0001230095312817,0.0302931963481629,2.2638024090393527,2.2335092126911897,2.5367545076282942,0.5058700811218848,721
FOODS_2_082_CA_3_evaluation,smooth,0.0327540780896785,-0.0530093586948301,2.2098218807277488,2.262831239422579,1.3139367816091954,0.360825261857412,1392
FOODS_2_082_TX_1_evaluation,smooth,0.1570645688686714,0.0986140595574767,1.3545058692033782,1.2558918096459015,1.2277628032345014,0.3734054943575192,1484
FOODS_2_085_WI_3_evaluation,lumpy,0.0225661867100331,-0.0882371133967585,1.0847556899237372,1.1729928033204955,2.107311320754717,0.5945499054825134,848
FOODS_2_089_CA_3_evaluation,intermittent,0.0039637411075228,-0.0177557245065729,1.1366273418220787,1.1543830663286516,1.880952380952381,0.3240103596013423,336
FOODS_2_094_CA_4_evaluation,intermittent,0.02969427349337,-0.0028093055105089,1.2094632554152105,1.2122725609257194,4.394557823129252,0.3716935593165839,147
FOODS_2_106_WI_2_evaluation,lumpy,0.0716842544183209,-0.0392793893657563,1.9242800762211385,1.9635594655868944,1.4863387978142075,0.6637949680930394,915
FOODS_2_116_CA_1_evaluation,lumpy,0.0092600475121764,0.1709088406619008,1.4511507998132955,1.2802419591513947,1.4036838066001536,0.5355118669144305,1303
FOODS_2_116_CA_3_evaluation,lumpy,0.2034648514309994,0.1596421275034771,1.408335017298714,1.248692889795237,1.4026073619631902,0.5362204952720457,1304
FOODS_2_121_WI_2_evaluation,lumpy,0.0047699510683986,0.0152530978621525,2.114604700687754,2.0993516028256014,1.560627674750357,0.6434974745412937,701
FOODS_2_126_CA_1_evaluation,intermittent,0.0081339937631215,-0.0242851583528143,1.1141888362371335,1.1384739945899478,2.7136498516320477,0.3572558842225681,674
FOODS_2_128_CA_3_evaluation,smooth,0.5058927480963634,-0.6992877488069853,6.414281028989819,7.113568777796805,1.2889358703312193,0.4361749368582917,1419
FOODS_2_128_TX_2_evaluation,smooth,0.0010421038239906,-0.1136733598693062,3.835441235249633,3.949114595118939,1.241683638832315,0.4298245409466809,1473
FOODS_2_130_CA_4_evaluation,intermittent,0.0010521481428515,0.0205855339713281,0.9621373621960732,0.941551828224745,2.6584362139917697,0.4001125924437879,243
FOODS_2_135_CA_1_evaluation,lumpy,0.0118850790011234,0.0040949632184754,2.0428974389300047,2.0388024757115293,2.6661807580174925,0.515399343709249,686
FOODS_2_137_CA_2_evaluation,intermittent,0.0812311652752903,0.0243553672902838,1.2828249127962708,1.2584695455059869,2.54,0.4656578857503546,100
FOODS_2_139_WI_2_evaluation,intermittent,0.0158953786471049,-0.0235943617787759,1.0615591646015756,1.0851535263803516,11.68,0.3408336542720188,150
FOODS_2_140_CA_1_evaluation,intermittent,0.0181830178416679,-0.0655824022927671,1.4723341251519837,1.5379165274447508,8.511904761904763,0.2813921872997765,168
FOODS_2_140_WI_1_evaluation,intermittent,0.0040347610659332,-0.0136329774843098,1.0816010357376462,1.095234013221956,7.786764705882353,0.3037912816247516,136
FOODS_2_141_CA_2_evaluation,intermittent,0.1493472356085165,0.0021452242002402,1.8149850848770757,1.8128398606768352,1.5341614906832295,0.3833785187776273,161
FOODS_2_152_CA_2_evaluation,smooth,0.0036385565222937,-0.2447020480331492,3.9714704707578745,4.216172518791024,1.1754498714652957,0.4182070832233872,1556
FOODS_2_152_TX_1_evaluation,smooth,0.0005185335211989,-0.2429089281720533,2.0673377024887487,2.310246630660802,1.1193390452876375,0.3759969244527943,1634
FOODS_2_152_TX_2_evaluation,smooth,0.0025589191229843,-0.1776838289520155,4.0561602748251415,4.233844103777157,1.1084848484848484,0.4621818456813086,1650
FOODS_2_152_TX_3_evaluation,smooth,0.0009390540719863,-0.1751215036122912,3.2153555483448515,3.3904770519571428,1.1899804814573844,0.3774533252950431,1537
FOODS_2_152_WI_3_evaluation,lumpy,0.0099994678705597,-0.077735182167105,2.1079121962892584,2.1856473784563635,1.4167312161115415,0.7197726289957143,1291
FOODS_2_154_TX_2_evaluation,intermittent,0.0564835330904986,0.0689640484279935,0.5281629677456566,0.4591989193176631,3.1158432708688246,0.300841969165019,587
FOODS_2_155_WI_1_evaluation,intermittent,0.0263865923975396,0.0457850584590886,1.1139330516370032,1.0681479931779143,2.751020408163265,0.4336066795243026,245
FOODS_2_156_CA_3_evaluation,lumpy,0.1836444275604304,0.01147382706308,1.0333480207893482,1.021874193726268,1.6418312387791745,0.511819866709377,1114
FOODS_2_157_TX_2_evaluation,intermittent,0.0601639078450647,-0.0009524294643106,0.5663589936658554,0.567311423130166,7.434959349593496,0.1431037919582054,246
FOODS_2_164_CA_1_evaluation,smooth,0.1121765178417242,-0.1013429658666991,1.6984474412942978,1.799790407160997,1.273676880222841,0.4311542062188559,1436
FOODS_2_164_TX_1_evaluation,smooth,0.0035957384159409,-0.0386358554338888,2.3097504404938505,2.3483862959277397,1.197773411918795,0.4553778408328766,1527
FOODS_2_164_WI_3_evaluation,smooth,0.0327994732389358,-0.2973450930919465,3.478832419938462,3.776177513030409,1.1488693467336684,0.4144857317850502,1592
FOODS_2_170_CA_4_evaluation,intermittent,0.0139019818994511,-0.0471323300474115,1.783356637657177,1.8304889677045888,2.2444444444444445,0.4257142551976685,765
FOODS_2_171_WI_2_evaluation,erratic,0.0013872491145217,0.1593063111655657,2.9689960655170924,2.8096897543515267,1.241683638832315,0.5166992173103506,1473
FOODS_2_175_WI_1_evaluation,lumpy,0.0028167090894446,0.0059422956158323,4.429525206449779,4.423582910833947,1.2873432155074116,0.5018284769108219,877
FOODS_2_179_TX_1_evaluation,intermittent,0.0241694635114689,0.0511519478368314,0.5647033964643414,0.51355144862751,5.171717171717172,0.1557867859568242,198
FOODS_2_181_CA_1_evaluation,smooth,0.0054216417027163,-0.0590917230920564,3.100271654139509,3.159363377231565,1.0746180963572267,0.2646117599595535,1702
FOODS_2_181_CA_2_evaluation,smooth,0.063897521879911,-0.1389551641705106,2.926325789917943,3.0652809540884536,1.1769626769626769,0.2783014822233902,1554
FOODS_2_181_TX_1_evaluation,smooth,0.006646884272997,-0.3721023314609422,8.269495442714081,8.641597774175024,1.0155469183786785,0.2306746594232024,1801
FOODS_2_181_TX_2_evaluation,smooth,0.0011845415903507,1.4747872180317856,5.602869715726087,4.128082497694302,1.1031363088057902,0.4096913495109324,1658
FOODS_2_183_CA_3_evaluation,smooth,0.1413658588530188,0.1267215842272886,2.9039941916551326,2.777272607427844,1.2772346368715084,0.4187291691878687,1432
FOODS_2_183_WI_3_evaluation,smooth,0.0108965299197735,-0.3420615650631937,2.257638057542989,2.599699622606183,1.2683438155136268,0.4064974429007701,1431
FOODS_2_184_CA_3_evaluation,intermittent,0.0450397320829193,-0.0108411988113583,1.6221862056023082,1.6330274044136666,1.499074074074074,0.3707305377861015,1080
FOODS_2_184_TX_3_evaluation,smooth,0.0015078749669257,-0.1373729473638101,1.9980152047394528,2.1353881521032627,1.281497480201584,0.3355709960320877,1389
FOODS_2_197_TX_3_evaluation,smooth,0.0019058575978706,-0.1148277432776812,2.9161074406523944,3.0309351839300755,1.1166056166056166,0.3980040170386527,1638
FOODS_2_197_WI_1_evaluation,smooth,0.0068329368893692,-0.0137272766964735,2.096163751544657,2.1098910282411305,1.2622498274672187,0.4574446705698693,1449
FOODS_2_204_TX_2_evaluation,erratic,0.0928571855053937,0.0992151323463459,3.3263667321740344,3.2271515998276885,1.1332094175960348,0.4979453513585069,1614
FOODS_2_204_TX_3_evaluation,smooth,0.0249771609805372,0.03315640569016,2.847124042290181,2.813967636600021,1.181878306878307,0.4371189115067337,1512
FOODS_2_205_CA_1_evaluation,lumpy,0.0487969902619438,-0.0155189994146083,1.026973166120001,1.042492165534609,3.170995670995671,0.5636517551443261,462
FOODS_2_205_TX_2_evaluation,intermittent,0.0094875264294193,0.0656303672562792,0.8130745433930499,0.7474441761367706,3.635235732009926,0.2622158461032332,403
