series_id,regime,rho_interval_abs_train,delta_rmse,rmse_point,rmse_hurdle,ADI_train,CV2_positive_train,n_positive_train
FOODS_1_005_CA_2_evaluation,lumpy,0.0042329465540569,0.0129750098549354,4.446448616463324,4.433473606608389,1.6764436296975251,0.7187967971393515,1091
FOODS_1_005_WI_2_evaluation,lumpy,0.0114242182913012,-0.106777648035556,1.6986084962486387,1.8053861442841947,2.4749661705006765,0.5652129157789021,739
FOODS_1_012_CA_1_evaluation,intermittent,0.0017709939965365,0.020591306692562,2.2802923677033298,2.259701061010768,1.3782426778242678,0.356467713218603,1195
FOODS_1_012_TX_3_evaluation,smooth,0.0056280265485922,-0.2718325203261216,3.353976660223081,3.6258091805492025,1.1640991292699263,0.3217098494621362,1493
FOODS_1_017_CA_1_evaluation,lumpy,0.0120992413210164,-0.0176161525122429,1.141473012782619,1.1590891652948618,3.2788018433179724,1.0251761056948308,434
FOODS_1_017_TX_1_evaluation,lumpy,0.0098885765697503,-0.0448150625245497,0.8847636090602569,0.9295786715848066,4.210059171597633,0.6718427952380247,338
FOODS_1_018_CA_2_evaluation,erratic,0.0250554071139307,0.0825104846035653,7.39054285187159,7.308032367268025,1.0998196031268792,0.6640438885521283,1663
FOODS_1_018_CA_4_evaluation,erratic,0.1465769890116982,-0.1031456778943793,4.835790678666317,4.9389363565606965,1.080330773774365,0.5227841130057698,1693
FOODS_1_018_TX_1_evaluation,erratic,0.063499971807568,-0.2664341977094082,4.345147982813645,4.611582180523054,1.2999289267945984,0.7953269622094341,1407
FOODS_1_018_TX_3_evaluation,erratic,0.1590561869082364,0.1532886105395583,5.755219047021202,5.601930436481644,1.2799160251924422,0.7335629472752055,1429
FOODS_1_018_WI_1_evaluation,erratic,0.0408970009982025,-0.2941961422540968,6.034294009569363,6.32849015182346,1.040386803185438,0.5002748524982471,1758
FOODS_1_018_WI_3_evaluation,erratic,0.0135184316311268,-0.0781373299540328,6.751914862488108,6.830052192442141,1.0646100116414436,0.6152323666909055,1718
FOODS_1_021_CA_2_evaluation,lumpy,0.2046183898423356,-0.0168504278167223,2.7332794575506547,2.750129885367377,1.2286689419795225,0.7678638126138344,879
FOODS_1_024_WI_1_evaluation,lumpy,0.0101690965643711,-0.0054992497553718,1.3057400041233835,1.3112392538787554,1.4596967278531523,0.5343274058986062,1253
FOODS_1_029_WI_3_evaluation,intermittent,0.0431197030360196,0.0384108163164459,0.526976271429867,0.4885654551134211,6.516605166051661,0.2582753832576437,271
FOODS_1_030_CA_1_evaluation,lumpy,0.0288766996221696,-0.0175209721855038,1.0004154920964234,1.0179364642819273,3.537864077669903,0.5765423650823313,515
FOODS_1_033_CA_3_evaluation,lumpy,0.0509688470679615,0.0609008729728212,0.5604929146113512,0.49959204163853,7.794117647058823,0.4955005713072257,170
FOODS_1_033_TX_3_evaluation,lumpy,0.1350776232591402,0.0521155527018376,0.7251541492780195,0.6730385965761818,5.620253164556962,1.123131145167008,237
FOODS_1_035_WI_3_evaluation,lumpy,0.0026574121385934,0.0446078027920889,0.7809195723971525,0.7363117696050635,8.516746411483254,0.7256342897439677,209
FOODS_1_036_CA_2_evaluation,lumpy,0.024371477598655,-0.0052919448090742,1.7865135587984244,1.791805503607499,1.820618556701031,0.5235880830731989,970
FOODS_1_037_TX_2_evaluation,lumpy,0.0039358163697824,-0.0148416433213018,0.8820286709371418,0.8968703142584437,4.55064935064935,0.8538523680071011,385
FOODS_1_038_CA_4_evaluation,intermittent,0.0106462547495545,0.0508253230906678,0.5781261531933446,0.5273008301026767,5.341463414634147,0.1814438095240592,328
FOODS_1_043_CA_1_evaluation,smooth,0.0188550112525819,-0.113906416600737,4.693869099507674,4.807775516108412,1.063390313390313,0.4732503921284152,1404
FOODS_1_043_CA_2_evaluation,lumpy,0.2159059443282718,-0.1369637070109153,8.361184554428393,8.498148261439308,1.132621951219512,0.6233472911593606,1312
FOODS_1_043_WI_2_evaluation,erratic,0.0017280058206512,-0.0329336840434386,11.372163446265828,11.405097130309269,1.072150072150072,0.5547400880576157,1386
FOODS_1_045_CA_1_evaluation,intermittent,0.0080232422562804,0.0205976334693454,2.534096612695504,2.513498979226158,1.4015325670498084,0.4503384887358369,1305
FOODS_1_046_CA_1_evaluation,erratic,0.1708310728161683,-0.1765717932356905,5.079677364461252,5.256249157696942,1.0765155974102414,0.5488283240089138,1699
FOODS_1_046_CA_2_evaluation,erratic,0.2058955353678614,-0.0868404031409406,6.567197261992734,6.654037665133675,1.1822882999353588,0.8070617815532081,1547
FOODS_1_046_TX_2_evaluation,erratic,0.0987550933679986,0.2933064362473985,5.117288909887805,4.823982473640407,1.0315848843767623,0.7280148828508878,1773
FOODS_1_046_TX_3_evaluation,erratic,0.1668763520179584,-0.0491230255716121,4.824148601183313,4.873271626754925,1.1510383889238516,0.8244904287904512,1589
FOODS_1_046_WI_1_evaluation,erratic,0.0012382805589951,-0.1349445423282791,7.838547940872281,7.97349248320056,1.0499425947187142,0.7764325885590196,1742
FOODS_1_046_WI_2_evaluation,erratic,0.0237953233414074,-0.0117240586112949,3.590901559718126,3.602625618329421,1.0777843252799058,0.606167314417363,1697
FOODS_1_046_WI_3_evaluation,erratic,0.0858356936189171,0.1909276013549652,2.974918918662488,2.783991317307523,1.2001312335958003,0.9510767167030234,1524
FOODS_1_049_CA_2_evaluation,lumpy,0.0005224363852739,-0.0358823763860658,2.5376046244297896,2.5734870008158555,1.866326530612245,0.5998824974147334,980
FOODS_1_052_CA_3_evaluation,intermittent,0.0041587536048392,-0.0110011504782401,1.749106687765944,1.7601078382441842,1.66218487394958,0.4458632510700235,595
FOODS_1_053_TX_2_evaluation,intermittent,0.0175478093358447,0.0436849472333928,0.6328214048364607,0.5891364576030678,5.662538699690402,0.3658488854435914,323
FOODS_1_054_TX_2_evaluation,lumpy,0.0034339112812429,0.0525106618611699,1.1544239688735929,1.101913307012423,1.931362196409715,0.6633141574109088,947
FOODS_1_055_CA_4_evaluation,lumpy,0.0061878541311767,0.0054536683981556,1.7906097329307302,1.7851560645325746,2.1267441860465115,1.1101023809830528,860
FOODS_1_058_TX_2_evaluation,lumpy,0.0583812339760496,0.0186820478498774,2.144677269924862,2.125995222074985,1.2626262626262623,0.8837621178542128,1188
FOODS_1_059_WI_1_evaluation,lumpy,0.0177927023840051,-0.0161623006464386,1.855084138727221,1.87124643937366,2.2655502392344498,0.555424031291765,418
FOODS_1_061_CA_2_evaluation,smooth,0.005160968514691,0.0876304561304093,2.469345380828037,2.3817149246976275,1.2467620995228357,0.4364856561129543,1467
FOODS_1_063_WI_2_evaluation,intermittent,0.004358605302284,0.0180621914727121,1.180130859841502,1.1620686683687895,1.9091858037578289,0.422033135142136,958
FOODS_1_068_WI_1_evaluation,lumpy,0.0107341520185218,0.1013604262345665,0.4481157026764986,0.346755276441932,3.4074074074074074,0.7089093198082806,243
FOODS_1_070_CA_3_evaluation,lumpy,0.0938361618878889,0.0239677046829343,1.239046436756558,1.2150787320736236,3.185840707964602,1.689477307710622,339
FOODS_1_072_CA_3_evaluation,lumpy,0.1088599452407949,0.0062296947321018,2.104768658636528,2.098538963904426,2.367567567567568,0.5754101634731298,740
FOODS_1_075_CA_1_evaluation,lumpy,0.0080930069666372,-0.0331772142507844,1.424795101043725,1.4579723152945094,2.393979057591623,0.5806232727675816,764
FOODS_1_082_TX_2_evaluation,lumpy,0.0132654748562294,0.0470630951923642,2.0511953873804045,2.00413229218804,1.1314102564102564,0.6636028990388452,936
FOODS_1_082_WI_2_evaluation,intermittent,0.0250108156573099,-0.5639924632821511,8.87597177875738,9.439964242039531,1.0806122448979592,0.4496592932800961,980
FOODS_1_085_CA_1_evaluation,smooth,0.0323508980847479,0.5942652898245369,5.925215224586132,5.330949934761595,1.0200780814277748,0.4016304903822438,1793
FOODS_1_085_CA_2_evaluation,erratic,0.0012928679008891,-0.1340246446867947,6.467774660103336,6.601799304790131,1.0321670428893903,0.5191964928342139,1772
FOODS_1_085_CA_3_evaluation,erratic,0.039741139969507,-0.0141310538900132,4.775288425379402,4.789419479269415,1.0639906922629436,0.5871102496384535,1719
FOODS_1_085_TX_1_evaluation,erratic,0.0646347109571687,0.254702877159874,3.1688644410814693,2.914161563921595,1.1488693467336684,0.518115089208538,1592
