series_id,alpha_loss,mlp,hgb,convex
1012_181,0.6787160279542549,0.6482720600373875,0.6617113642243942,0.612176299547431
1012_185,0.19878552624423987,0.1996923047983742,0.18994213972310622,0.1562329436205221
1012_193,0.21143649179747687,0.21051862910236335,0.20900595233476862,0.19175175794234461
1012_238,0.11515067025821273,0.11066276124102495,0.10741152407021941,0.09645525476115802
1012_446,0.23787049537006968,0.23925129514859694,0.24522214449868407,0.2142496731315854
1015_506,0.16909050771667092,0.16484274879768201,0.1624519913007113,0.1429309033470307
1015_59,0.6798199068588595,0.6844282748897265,0.7094884793879549,0.6456896927881335
1015_99,0.17053100722961798,0.16968892353807186,0.17420838048234813,0.14845240244857705
1016_116,0.24866635289812786,0.25030384652241466,0.2489104285418782,0.2223425875403183
1016_299,0.12391102296387221,0.128864797872687,0.12480849731531059,0.10257509859300307
1017_116,0.37175138712104316,0.3316906708886706,0.32422914525562974,0.30598440278807804
1017_174,0.14124314386569414,0.13616798559230717,0.14483426776481517,0.11175374675066369
1018_155,0.11643176689449788,0.11301320286767133,0.11131919678123925,0.1062737432011945
1018_244,0.21382853701216625,0.21526198239343303,0.20811951575677975,0.18275926246234295
1018_261,0.1459043424381673,0.1449747823232992,0.14664822504886554,0.1393430896673073
1018_432,0.12432676012974496,0.11838135499839542,0.12692128001005568,0.11280203719281984
1018_503,0.6874399017583896,0.7015651809269507,0.6802684562572489,0.5943889172358872
1018_505,0.5741638220445403,0.5949976688291767,0.5579517472640265,0.4999703801920982
1019_253,0.2269126283082142,0.21331545630672652,0.22782193776120932,0.1877241124197736
1019_432,0.16703903129142544,0.16618032703755328,0.16167238478706625,0.14591271723543744
1019_503,0.43737742122409834,0.5171417827654974,0.4654523520368399,0.38703285947031324
101_155,0.2931694660511164,0.27990581325278213,0.2733465980105907,0.2453768692249173
101_156,0.22775020284848957,0.2218934984940645,0.2216915089097263,0.21027164160247905
101_200,1.1074570338533127,0.941661207999456,0.9896245372358197,0.8944631207546266
101_244,0.13334153959194633,0.13490363944315759,0.12679258478546973,0.11769424596735667
101_246,0.2658866538864819,0.2757921936096081,0.26382820303445853,0.22210097707967885
101_261,0.12738874469072467,0.1274303106239885,0.124616154968804,0.11730043733889255
101_315,1.0006014442379567,0.772599547936505,0.7609119507713166,0.7233222612078388
101_458,0.25423306337744017,0.26428037262386495,0.25220393868857455,0.2355562571515889
101_470,0.22532208560005904,0.20598808321508322,0.17887853515559937,0.1433634845695291
101_503,0.8004806328930486,0.8936457921042942,0.8041698672182481,0.6263737066343137
101_99,0.325458821729004,0.338590282779762,0.31730261223496353,0.2293155096204167
1020_155,0.10033420366040938,0.0966985432685402,0.09260035246184863,0.08803905711265211
1020_244,0.18244685139871894,0.174691780094693,0.1593560328301722,0.14886814686151412
1020_253,0.32264240588718845,0.3244037867326978,0.3310723286454816,0.2418888440312504
1020_458,0.18015832894094644,0.18309768002877894,0.17638885244156796,0.16051017416630464
1020_503,0.6786898264687639,0.748951928305558,0.6814113226038419,0.571007208979252
1020_99,0.19113390101361594,0.18504111256397812,0.1823600831047958,0.17198198696679987
1022_154,0.24997051775306733,0.250813839298631,0.2633899311538008,0.23646963664945078
1022_155,0.11277456341191022,0.10217801302477174,0.10844103756936173,0.09496167647124089
1022_156,0.3557148786120904,0.3288039660656347,0.33709980464043177,0.30427244026453576
1022_204,0.08850836896412656,0.10371513766724447,0.0894819270107152,0.07875378708962072
1022_229,0.12898090564230846,0.1317856133245528,0.11677755137574682,0.094938371532227
1022_244,0.28528610041648095,0.24020898878250677,0.2246569429428184,0.21333319382331453
1022_246,0.28450151159414566,0.30046744752516147,0.2894170830066183,0.24947034758252049
1022_261,0.1180534264180606,0.1151595862672911,0.1089359887252169,0.10217301363553068
1022_413,0.3695831752648282,0.3684797834026903,0.34515739824817593,0.307024078439744
1022_415,0.39546430902919616,0.4239363089195132,0.4240694861122019,0.35215733108719205
1022_420,0.13737069179947814,0.13418740731062448,0.13244650070117794,0.12776995650421183
1022_432,0.19921490611363513,0.18646613912183935,0.1854821305409442,0.18142585942590336
1022_470,0.5119893215756177,0.6784966741304215,0.782079434777264,0.3942032083437521
1022_503,0.8888036348296559,1.0182305761482988,0.9509633953565627,0.7522176161409854
1022_530,0.06888237636421878,0.07216127262351285,0.04258310556737134,0.030753402347373997
1023_415,0.7308515387529058,0.6836272065568444,0.6710009045032156,0.46758099193859387
1023_59,0.7040835465371033,0.7568469602658691,0.7981502274306553,0.6613831853202496
1023_99,0.14914187989251534,0.14672891150477763,0.1416508538873494,0.12892618372184123
1025_174,0.3342766684814682,0.3268001046603015,0.33093374200555903,0.3143256017057336
1025_411,0.2672577402433688,0.25850792744189094,0.26020948991552634,0.18619501205529881
1026_155,0.1250105261805192,0.1293740125184393,0.11007156371780051,0.10020572436563592
1026_503,0.7317805721942973,0.8534392483174341,0.7710548396443844,0.6014113580304102
1027_155,0.09857843726742169,0.09933162312847382,0.09739789615323251,0.08934889030329901
1027_503,0.5776320576027075,0.6328471425332608,0.5463538499964611,0.45178416550481004
1027_505,0.27401794402476953,0.3124343994236119,0.28145391449354273,0.25103179742067544
1027_99,0.1421584334781295,0.13928257865885155,0.1397384447753311,0.13353608747170617
1028_102,0.8323810418682334,0.9067766984019924,0.8680081111621432,0.721478232104293
1028_132,0.3605083479804271,0.3892096792551194,0.41169650970535454,0.346661712854237
1028_154,0.21617470948478715,0.2329539843611661,0.222632183300434,0.1804311994575199
1028_167,0.12941582020082168,0.11592787095833933,0.10025630840527544,0.09450171789316289
1028_184,0.7269692898087454,0.7789063162801453,0.8009079142602841,0.6354473756165815
1028_247,0.24700640508204627,0.24188756813022103,0.23511739410844543,0.20880360543526302
1028_415,0.4677651433153404,0.5854524439764995,0.4886398250648156,0.33992919073386035
1028_470,0.8775647413198779,0.979772935356694,0.9242677987892391,0.7741861565377371
1028_59,0.4598333125254771,0.5038531859829688,0.4809910478980124,0.361390532379587
1028_99,0.15216368138298786,0.15672307861196866,0.16135833392221854,0.13766365264955238
1029_238,0.2453292596072142,0.2081324897910746,0.2067277648382692,0.20209817254366527
102_132,0.2807280016652982,0.2849564627645765,0.2972663386012114,0.2563703637542501
102_156,0.44492522625729386,0.5372753667481195,0.5105552360961271,0.4222213502476175
102_189,1.2944459467987066,1.5504272686195442,1.8040409131776975,0.867797304868482
102_245,0.10138906066628109,0.10216573819765246,0.095210445285138,0.08670696122027473
102_246,0.1841273624439215,0.1874209227595779,0.18586158782918344,0.14382689769610207
102_277,0.5906021027355217,0.5913264148918178,0.5462703646662712,0.4703394300507915
102_415,0.5225251342252021,0.5754471905187164,0.4859747772226873,0.40197928318301906
102_470,0.8421807472334915,1.0659926592909044,0.9038010431017098,0.6443685226916473
102_501,0.13152126907580264,0.10829797841208494,0.09712900588114724,0.06835233807024438
102_99,0.19477650968952076,0.1838080733024186,0.18491249739167415,0.15680030193770894
1030_120,0.14181730048080846,0.09958181620943428,0.11833213881796989,0.0980174795035696
1030_14,0.06807687976429594,0.07200901733931539,0.06151732801708246,0.02431218180982463
1030_181,0.26241371350850823,0.2830641849637175,0.2557327263145701,0.21979294988853143
1030_185,0.11139080394376391,0.10481737631445089,0.09195628163769379,0.07723633792474982
1030_193,0.8119315523644558,0.752177534652303,0.7885334329686535,0.5983708264846981
1030_238,0.7971475760638541,0.6603584798366187,0.6860600057183129,0.5186996077780449
1034_132,0.14103707224493747,0.13895838854572423,0.14680322528961293,0.12594648197079203
1034_154,0.14351292837447005,0.13885156106385724,0.1368672840267321,0.12871231003479366
1034_155,0.11998017661425936,0.10994410782406672,0.11712241475033475,0.1000634550990757
1034_156,0.2248551271839164,0.21621833406879157,0.2003123871043641,0.19845250539622836
1034_200,0.4519126454589189,0.5126226861135433,0.5713478333323282,0.3367865739593797
1034_207,0.43297790707009054,0.4412586382523765,0.39475683025605907,0.3400498647654897
1034_244,0.0878872676311433,0.08852174952437995,0.09065757667198894,0.08296073545111134
1034_261,0.04848129097682295,0.0430731360249402,0.03546539796306833,0.03469290900055334
1034_315,0.5688455449339853,0.5679215585832891,0.6534183495124615,0.49979498267366906
1034_433,0.10738101010904366,0.107229304732069,0.10447698539942113,0.09909641271047537
1034_501,0.6685081120786478,0.6558581814541373,0.6687267433764588,0.6145903545485752
1034_530,0.1227212389791811,0.13161665055669383,0.1248432490754111,0.10440439170945529
1034_99,0.09215773820490343,0.08687776580132646,0.08076336590018511,0.07414858563591983
1035_117,0.16908077371900487,0.17844665404636162,0.17120357821651105,0.15254092060789445
1035_132,0.17674446100339722,0.17909271094262802,0.17286879326522342,0.169380499715306
1035_155,0.10877496642663098,0.10679671217162943,0.09657193302505819,0.09324771600756489
1035_156,0.3630674657784144,0.36432962160855153,0.3628434385003511,0.3366117935446091
1035_207,0.3784918769549257,0.42314293913287937,0.3695870879847979,0.2798722221528907
1035_242,0.15124219147914317,0.15016900866458527,0.14359133785640985,0.13446461125061188
1035_295,0.20418104709176807,0.20113758569400234,0.1738452572606234,0.16049174014643552
1035_315,0.2717279167051092,0.29947531000309685,0.3468326989765599,0.19814427837484103
1035_432,0.27401064638641226,0.29145312246822785,0.2509719283992106,0.22907913457083978
1035_501,0.8331378897177233,0.799046736925074,0.7844460708680594,0.7436265762991137
1035_503,0.6252654653937747,0.5981347307992904,0.6314191970317382,0.4714872850044456
1035_506,0.18954062506352226,0.18835316577393946,0.19933926383248673,0.16841015535603163
1035_530,0.06958684718595909,0.07767779461687803,0.06374529009425994,0.05367508364589567
1035_99,0.19410495964726357,0.18812768736646976,0.16430127674919656,0.15053168298190972
1036_102,0.6688154978256147,0.6749356839698021,0.6359905806741653,0.5123250098251796
1036_104,0.15973175938174994,0.1632004424471434,0.1655478245513314,0.14049032203837677
1036_132,0.2090039184136014,0.19567642141265287,0.19498620608389677,0.1858033208642146
1036_167,0.15515122330346828,0.12613199764459473,0.11842400002846103,0.11599473487320362
1036_184,0.48659766721773756,0.5620299009328649,0.7596343326413177,0.3605735044923538
1036_244,0.16754737252712737,0.19372659807641546,0.15125329453787495,0.141222513486833
1036_266,0.12704286323891192,0.12511333847805595,0.1263344813504867,0.1000464793192581
1036_415,0.33569358931379917,0.3827583081941405,0.38561604864786514,0.2852037640805636
1036_470,0.5240072264202217,0.5741156218194867,0.5698127735512701,0.40559497272264555
1036_59,0.5210618122344572,0.42897661011884547,0.41118782437193285,0.4033709003499863
1036_99,0.08341329004206002,0.09223176449277239,0.08191019645655558,0.06639427580707544
1037_120,0.5425792113326975,0.4272519445512171,0.42355981246866814,0.41555222460937374
1037_14,0.12144093490901148,0.11549966341870377,0.1178947086321957,0.10707353566940947
1037_163,0.0991563454235406,0.10365271807568799,0.09863642066135599,0.0862403311149389
1037_181,0.6640369551149897,0.6748826195135612,0.6004509427923338,0.5474910071742638
1037_185,0.1593394164180519,0.14708970499791177,0.13395336446705594,0.12083836787441969
1037_193,0.17779736985344977,0.17737839685272086,0.17469372018620433,0.16604313924179992
1037_212,0.2784246929811881,0.27053339317629166,0.2703850630040861,0.2530749215243834
1037_546,0.10833496516813905,0.08857436775241165,0.07274500887376152,0.03435198992136231
1038_155,0.09329116173687596,0.09882906167130857,0.0955018166398581,0.0816474999260912
1038_246,0.18298183849455954,0.18434134421932116,0.18906322865124284,0.15854637774980201
1038_261,0.09889694730584969,0.09915215643202117,0.09921487236436675,0.08236066065455612
1038_432,0.14001755606931504,0.14622186452357502,0.14801337617096805,0.1273689961358414
1038_470,0.2732703447764737,0.23669940824383662,0.23408951907165962,0.1992933005406205
1038_503,0.6174108531932112,0.5956795807341008,0.5695850351895659,0.46725256165635504
1038_505,0.3912496723908589,0.44843807762297583,0.4286426212644764,0.35306866698007755
1039_155,0.13912560095155035,0.144831217868422,0.13386802252098012,0.12613275902986393
1039_244,0.17922864457271365,0.15392081050498838,0.15191125396745722,0.1376330653308508
1039_246,0.24274661030182199,0.2151400562613617,0.20501240951053246,0.19580401457978114
1039_503,0.5672310638899002,0.633300994585712,0.6492393536803561,0.43917671718555124
1039_505,0.335163000619928,0.34460830670280074,0.32705018823575993,0.3116007685193651
103_102,0.5572790168979398,0.5924512946220277,0.5514047771113738,0.4586621871649841
103_104,0.18098459493297842,0.17504366460134002,0.17567882443508262,0.16477395758741678
103_108,0.24169638886762973,0.24284379192829883,0.2405132862340766,0.2099245991999853
103_132,0.17443827786023078,0.16875911708310234,0.1719041386583832,0.15717203878179323
103_148,0.16695432114310685,0.17151231221480356,0.16717700176466574,0.14160761215852113
103_150,0.27350043139409563,0.2885284000504336,0.28135250898863146,0.23072967219512985
103_156,0.19601085919155384,0.18938909443699703,0.1780653434642936,0.16824144349591055
103_160,0.14220772021138617,0.13160593487900463,0.1387417407309322,0.11792276230455312
103_167,0.2345922356974564,0.2169695050684152,0.20011497714514773,0.19485429385377764
103_184,0.5961580224245866,0.739343865745972,0.7064452451474723,0.5178466917190665
103_190,0.47058625686467537,0.443753294886583,0.4313892223819893,0.37360137724435816
103_192,0.16441686332632177,0.16483743453422461,0.1641217360310582,0.15175699643944554
103_199,0.13939542460558585,0.1406422584442701,0.1317147529902383,0.11285194210490362
103_202,0.12290377268773797,0.1728529391482408,0.16895091219959857,0.04801618772879628
103_277,0.5445088276593769,0.5254842637372807,0.5032091301420105,0.3776311854780389
103_313,0.09181778846528238,0.09140669265220709,0.0925493142282424,0.08072465809310013
103_377,0.23737209391161443,0.23643591731895627,0.24236920060705927,0.18937354293891856
103_415,0.2854023207005912,0.29599670309414394,0.27498861510630573,0.2057796727571853
103_433,0.14176034906615953,0.14084278360643857,0.1462254424709258,0.13279049508838406
103_463,0.1470724087403631,0.12120460014214027,0.10937521489988145,0.08717525250417844
103_470,0.6486809259605805,0.7114113385628812,0.6120013768569103,0.47647942545162664
103_554,0.5363750358569355,0.5563741168283821,0.5741690523753191,0.49364979785984
103_59,0.6770021233206911,0.6781118440383666,0.7281384645935116,0.6301351410098788
103_60,0.5171782116610254,0.5409494770022365,0.5579567392143484,0.460285741145409
103_99,0.13211087182998058,0.12817744140932888,0.12370570377196984,0.11214425441858565
1041_133,0.32125399766077267,0.29659060048381936,0.29113458436349754,0.23777457165391175
1041_155,0.14155238155101094,0.14569366145796653,0.13571079910165407,0.12266164339612644
1041_187,0.14327779383377226,0.16864358001152524,0.14107517290073068,0.13081599439796962
1041_243,0.15751239317411944,0.16470844492509792,0.14654923284564506,0.13236112158385024
1041_244,0.20045663773966596,0.19753630907243483,0.19849755323627505,0.1834069077752161
1041_246,0.331004744016592,0.339608137806642,0.3367919743850799,0.28457547522194604
1041_261,0.20087225238351472,0.1509515409020958,0.145595614916658,0.13531454033625426
1041_413,0.38358614723389134,0.3818193002290628,0.392417923322509,0.34285330539199915
1041_415,0.45875192693102484,0.4755088100056917,0.4996333126888678,0.3876890002700678
1041_432,0.19185670365446472,0.2698688397784372,0.2059903870236569,0.14853367053299435
1041_470,0.26691531635847826,0.2980142240213656,0.3027324348058511,0.22503151922758702
1041_503,0.8618464484813748,0.9212599360247695,0.8659599198021105,0.5319987117636245
1042_102,0.7263344259492643,0.8124716860953689,0.8055946738411135,0.6545216785129737
1042_132,0.3264204194749556,0.3207512066682116,0.3225421099290273,0.2896344885519961
1042_167,0.1132419272355319,0.10001870907836005,0.08462891228310536,0.0770330069617413
1042_184,0.5617292875967438,0.6124734185408813,0.6619423413368702,0.4925727526460746
1042_192,0.19121724125506875,0.2044385307998253,0.202701142152418,0.1622779886257745
1042_242,0.2593093228345842,0.25314542130750306,0.2583087025489755,0.22658073872103404
1042_244,0.22721416347805146,0.22913214743087174,0.20327818198163883,0.18111141096214822
1042_266,0.14959841717668135,0.14724073485242462,0.1535075280850017,0.11999575896393938
1042_274,2.363058541177909,2.5541425751604945,2.550233474557656,1.742867333754138
1042_413,0.13914267779595274,0.14297059286929142,0.1307851068646128,0.11004827760023979
1042_415,0.25562674059215923,0.3225804906859809,0.29581512544704097,0.20345158544161157
1042_470,0.8270738543880082,0.8662291751492374,0.9084827439501058,0.6555880601664467
1042_506,0.16618928729701613,0.16953455060635558,0.17281226166556365,0.15237796579809226
1042_59,0.5084901790789312,0.5327213077413643,0.5075114881328122,0.4339391708996898
1042_62,0.32964959786103853,0.2725820160070931,0.26434373829723895,0.2142318942765582
1042_99,0.14566906112304945,0.15223968236342075,0.14558588424174682,0.1344069238567561
1043_155,0.14295764967967106,0.14819304816531564,0.1396035261824839,0.12850146613261115
1043_244,0.10323142199052703,0.10205062618175528,0.09856618488305564,0.09196709436566171
1043_503,0.4041853307463813,0.46194556123429187,0.4332384228882666,0.34584555034805636
1043_99,0.15676066309383152,0.1584672431126385,0.14847446196920566,0.14346916046450478
1044_102,0.7197622858480838,0.7495956633141643,0.746470895094382,0.6580630680645717
1044_104,0.19121473047705556,0.18255515876806233,0.17675077635119665,0.15910271335102832
1044_108,0.38154038911085697,0.3645153807144224,0.36988624089355215,0.3126181918104989
1044_132,0.22489351007533673,0.2195383589579557,0.22249217331442417,0.20188015776405416
1044_148,0.13201944154361805,0.12937790834435653,0.12659608209631854,0.11125173771913596
1044_150,0.3374289621369648,0.3180272837593671,0.2858343501873826,0.22973391320399716
1044_152,0.16137300726599713,0.1947848673314991,0.2026464001460623,0.11973650941286348
1044_154,0.22732508606420687,0.22968697172760655,0.2208277499295496,0.20251661280345729
1044_167,0.13450127323390165,0.1288806054945804,0.11434771948518048,0.10734692874274895
1044_184,0.6634595877299733,0.5572050268204233,0.7074965672409115,0.5052510304582901
1044_189,1.4094893842410046,1.9797912741633124,1.8187980996579922,1.0393215203938984
1044_190,0.6265530061437047,0.7327848480707935,0.6907582900595621,0.4182012645321882
1044_200,0.6811348033572691,0.8092947672028132,0.8098725487130777,0.6043155499085288
1044_23,0.5338344377520243,0.46631339837620267,0.4847583602158886,0.4244182535815446
1044_247,0.12967207350087429,0.11562415535693048,0.11178589995858718,0.09710119891408225
1044_266,0.11507230159327733,0.1020172095639938,0.09882134721239834,0.06986343530085484
1044_295,0.19298783069666553,0.18948946972176386,0.20734078788068738,0.16380443827709185
1044_300,0.3704455913624221,0.3287418847756565,0.3444823549398318,0.3165438353739953
1044_334,0.06548239164496228,0.06665422577517408,0.05243692011581018,0.0346895299366297
1044_376,0.12705791236823072,0.12778032940352785,0.12230673697860427,0.07413855436318552
1044_415,0.9227135392367758,0.9084952164559308,0.8479753043740691,0.6437645396874576
1044_433,0.11254669551130732,0.10563829036144708,0.10059842062713148,0.09760786095513763
1044_453,0.1378951016367457,0.14744961854070723,0.12978777622027063,0.116232602506586
1044_463,0.1096519485992608,0.09637224682201746,0.08771247198613867,0.058623396034990574
1044_470,0.7849130771569758,0.9531617353200643,0.9040338159364283,0.525044557270034
1044_501,0.07725700854832712,0.06313726246086741,0.05810796611308679,0.02741801636803275
1044_59,0.7581435854980333,0.7458234178758611,0.7240604117019341,0.6953926901654892
1044_99,0.12029839026848047,0.12184467321853136,0.12392391916846751,0.10651192770665095
1045_155,0.17669969735313018,0.17800238123368242,0.16435649449351541,0.14997384400266278
1045_156,0.31836982560640525,0.31340110225321577,0.32692867723587277,0.28739625666013197
1045_187,0.12412516438422341,0.12112689501786411,0.12372326274211311,0.10196699682112323
1045_204,0.10818700347598614,0.10425755597625554,0.10224100764310172,0.09797910594930051
1045_229,0.10980183502817414,0.11485308617972716,0.08788406217665232,0.06363626516809784
1045_244,0.1834804765745804,0.1852682707325339,0.17789737587530402,0.16722107690390056
1045_246,0.35676843387594304,0.34135094891176454,0.35326357860318774,0.2917609930414423
1045_261,0.1211818916693897,0.11758240970982224,0.11621922211547349,0.10601743240123722
1045_413,0.18104693505870162,0.1840551716671196,0.1752128443118296,0.15924160015056169
1045_415,0.4612613028779681,0.4610800548975413,0.4885777899486412,0.40317899918309597
1045_432,0.11025476790199083,0.10520554094751979,0.11761858548720551,0.09139498254297056
1045_458,0.2148080398494891,0.21025121847188105,0.1961767999972795,0.18960040798030167
1045_470,0.23331378363865637,0.2973738468019,0.29929891203170306,0.15828019138139895
1045_503,0.7134892062705829,0.829156917324833,0.6770992964490349,0.45557420773806556
1045_506,0.1577009365967967,0.17196974042745095,0.1661203669060219,0.14981688588932726
1045_530,0.0653624101441215,0.07842307503233206,0.056700081346979715,0.02945068580349294
1046_238,0.17479316076229218,0.16800613505293235,0.1796039326420094,0.15201058584374136
1047_229,0.20882144415360793,0.2528829189113729,0.19911588418716442,0.16680426022022388
1047_244,0.13912758550501023,0.1558103666033726,0.1530219850668837,0.12702171890299507
1047_261,0.10066685802368613,0.10755068299029373,0.10066724496238971,0.0860712321964126
1047_432,0.16440723112755054,0.17804955841950698,0.16409789015439183,0.14678714945199298
1047_503,0.6914883165529336,0.6799478060917232,0.7238424482472103,0.6071708590817687
1047_99,0.240826543717264,0.2570159400303621,0.24800118002587018,0.2026293795417629
1048_181,0.5294269864504192,0.47015755459783687,0.46002897339484483,0.4253202184444372
1048_238,0.2289916986200472,0.22764698427843033,0.2286569260708715,0.21051258401626247
1049_102,0.7447524333987404,0.7788687169003994,0.7566702215292171,0.627945434451695
1049_108,0.340176761582901,0.3311256844428043,0.3489298391851184,0.30327077624066556
1049_117,0.15534719063281177,0.1506821256433866,0.14451384549236965,0.13706619572076628
1049_132,0.23126930025326742,0.22454896839396676,0.22046407331402118,0.21049383766992014
1049_150,0.19148197678794665,0.20172854016619576,0.19923592134856938,0.14905659788640258
1049_167,0.12668118489333358,0.11860759037927285,0.1087316666490594,0.09568794554953831
1049_190,0.9526490726271617,0.8778479334558035,0.8705683251724249,0.8252838521333753
1049_235,6.776346777618134,7.36135415361817,7.3215885734984045,6.298037819825171
1049_266,0.11266651154766746,0.09051084855858074,0.09995469279428157,0.06503742146490615
1049_277,0.8547397153643935,0.7629494747675194,0.7341644434241387,0.6229014244057594
1049_336,0.09444907831970215,0.07910846101481606,0.11338728089204625,0.043111034160646065
1049_377,0.3420053185437544,0.33638213522296767,0.3722319307651172,0.26685958140501803
1049_415,0.49738302389625577,0.604822628863324,0.4763020843360445,0.39685242502922335
1049_463,0.17267541538540623,0.14754536597007106,0.14008549107666468,0.11479982474835511
1049_470,1.0739009289255266,1.134633306805113,1.1509158798733357,0.7517290017423925
1049_530,0.09268539309951225,0.09814960697617989,0.08478257114693068,0.06826066588190707
1049_62,0.2702782282541847,0.29513713296769395,0.27622828899470897,0.2362470624100658
1049_99,0.2453917941051872,0.2292194575660167,0.23662040855242011,0.22071679199102787
1050_135,0.5825394255236236,0.5983429967204144,0.6417211573860615,0.4590255369067575
1050_157,0.09505365328472844,0.0999870417851305,0.0914310214219461,0.0712890493740896
1050_229,0.22729703330624687,0.28975786076800114,0.2597656094234866,0.19037494803829305
1050_244,0.17890733342964404,0.18918464926830325,0.18930708114921274,0.16074343557989879
1050_246,0.30449263902536844,0.31344542435080913,0.3146114665924413,0.2757237753280634
1050_261,0.08878695777067239,0.0861220423695217,0.08544936738478454,0.07437278538622605
1050_277,0.2315073231688478,0.2227463632376587,0.24935051050069867,0.20466621660833414
1050_390,0.20282371510850009,0.20229074108113007,0.19655765246506976,0.18375296462142524
1050_415,0.3819722655609572,0.4306711664410208,0.42554109542222257,0.3177750714263279
1050_503,0.8466637515733316,0.8909157407000071,1.0532407284214411,0.48975053264932483
1050_506,0.12562939180223676,0.13485544523383508,0.13372771820878998,0.11142679215343437
1050_530,0.07792855478970301,0.08687335463117626,0.07301310696632168,0.0654450741923484
1050_99,0.16057157151965074,0.16474349407436167,0.16578699440630984,0.14610728664508
1051_104,0.15410435026789243,0.15078503794587786,0.13649448716446896,0.11537919338535713
1051_154,0.226392602551824,0.22966565006396675,0.21851166798824756,0.20388468930022183
1051_315,0.19066700219202481,0.17420559174335382,0.15265235893286488,0.1438889203936769
1051_458,0.19553430313151943,0.181785989770063,0.16926975045308446,0.1632051621822133
1051_503,0.4239172199362071,0.40998963619560996,0.46627056474933326,0.3485055661009656
1052_10,4.431981077235745,4.7294259012437685,5.826056851495014,3.2737180461029998
1052_104,0.2873744633848289,0.2795783202286653,0.290919660998737,0.2463357986779605
1052_146,0.36683848902310656,0.3627292004760699,0.36485841199988883,0.34737414387503107
1052_155,0.1362600984244231,0.12335810917607708,0.11960685155577726,0.11262347960056895
1052_156,0.3214864753897633,0.3344296816443567,0.3307342225070155,0.29408500986577313
1052_189,0.7056667765093544,0.6377393311458893,0.6050534179279349,0.48789679347759385
