series_id,alpha_loss,mlp,hgb,convex
10120|United Kingdom,15.543123130841085,12.445878957810939,11.97444506520838,11.748127736165078
10125|United Kingdom,29.099239813245585,25.77146711119809,25.72782985814102,25.216774502019735
10135|United Kingdom,11.585316884236368,11.48825916196684,11.489659492463197,11.263970753289051
11001|United Kingdom,20.32934250292658,17.92600683694593,17.690834169087857,17.125233048091317
15030|United Kingdom,105.72940077290043,105.74481515123024,105.19550053382538,104.99835716103104
15034|United Kingdom,95.02174515668202,92.83364297644594,92.93747789246048,89.24359808866426
15036|United Kingdom,45.43599685769272,17.92515118364613,17.894778601502043,17.420798394904203
15039|United Kingdom,17.43468078346337,15.542668952142375,15.594195825948228,14.07477767249474
15044A|United Kingdom,1.2582850235881848,2.463360737687675,0.3798571432884317,0.23510804754150197
15044C|United Kingdom,55.596917731265506,7.94975104169409,7.808776340977548,7.645808512302809
15044D|United Kingdom,31.215686811830274,11.046785459428236,10.99548589615555,10.764345291529816
15056BL|EIRE,1.8602730144951,1.51322568728392,1.5469693299778053,1.4427962932859044
15056BL|France,4.822323126113623,4.8733084044765125,4.90198426222954,4.715957871353848
15056BL|United Kingdom,3.155535227936778,3.0677892546746133,3.077183418523548,2.967353476379629
15056N|United Kingdom,2.80647715346558,2.7538768647657945,2.7488635638969057,2.68339179869961
15056P|United Kingdom,5.30414671327531,5.3165110176836,5.290801411507383,5.204233559829612
15056bl|United Kingdom,1.5539436259969466,1.092101967068414,1.2840723364155902,0.9296311539599065
15056n|United Kingdom,1.7891492705460383,1.6966000987841152,1.759806332346671,1.613140254547697
15056p|United Kingdom,0.33335890765493936,0.29475946145978443,0.33805082032072103,0.26827886959828867
15058C|United Kingdom,7.032668605813741,7.005061033779324,7.159348588260768,6.771498872998627
16008|United Kingdom,571.6431105149683,568.155801265876,566.8056099096518,563.6248222367847
16011|United Kingdom,20.15980837469188,18.702735853424365,19.494037433516283,17.739248745462152
16012|United Kingdom,37.34473744540144,34.3460092204229,34.62515835777187,31.30282805642957
16014|United Kingdom,55.04680311728563,54.857073935545344,54.80216367501846,54.33286712758478
16016|United Kingdom,90.06803104249911,21.298717761386484,52.86213931739863,20.835300995271187
16045|United Kingdom,5721.356071894599,5657.620975870113,5587.3106335585,5319.226079348637
16046|United Kingdom,32.40455665533855,17.67191886057014,18.579995101226213,17.59195619205488
16048|United Kingdom,14.351163885944569,14.368936791291642,14.3361392433265,13.78117643308368
16156S|United Kingdom,9.534624299580855,3.946369060868884,3.8014780257086773,3.6284728980620296
16161P|United Kingdom,3.681195895929897,3.126062460675143,3.0587183304838295,2.908149071532003
16161U|United Kingdom,7.36771474795513,6.838887342637265,6.9616184271012385,6.744337918594066
16168M|United Kingdom,6.326430810217898,3.195494918583643,2.862263292784305,2.6841114232466285
16216|United Kingdom,2156.324391561572,2108.5070440496334,2107.482135544733,2104.8889840888514
16218|United Kingdom,658.0396654901489,475.7634806409474,475.7640163714557,472.0770807349817
16219|United Kingdom,2225.558760183738,2268.3636016139753,2241.4847211741226,2179.6431233543667
16225|United Kingdom,46.452305810753565,45.9661713931369,46.3125580933635,45.57161863269445
16235|United Kingdom,48.56733012048235,47.78533880885724,47.86629847137803,47.052784200254834
16236|United Kingdom,21.530078667180668,21.624602413528844,21.64377064002105,21.027743703231003
16237|United Kingdom,25.841054011584134,25.538653219174577,25.696486029463962,24.78004440633264
16238|United Kingdom,24.03494280022474,24.915373067696706,24.933335305696232,23.40245618320084
16254|United Kingdom,0.6777707676269853,0.6701862842449221,0.7072125845339632,0.6513068975393057
16258A|United Kingdom,18.079743410303227,7.320623869503875,5.225288687512156,4.830057828088298
17003|United Kingdom,23.450851768762426,22.719863707331506,22.151169251742232,22.01641877547668
17012A|United Kingdom,59.258747941966995,58.63299345254786,59.01404688174976,58.25287178882073
17012B|United Kingdom,83.11972128264551,82.2798153790108,82.36393885241577,81.93997489269378
