n_train,n_positive_train,zero_ratio_train,ADI_train,CV2_positive_train,rho_interval_train,rho_magnitude_train,occurrence_binary_acf1_train,previous_gap_next_size_corr_train,rho_interval_abs_train,series_id,segment_start,descriptor_variant,dataset,rmse_point,rmse_hurdle,mae_point,mae_hurdle,delta_rmse,hurdle_occurrence_brier,hurdle_mean_p_hat_on_zero,hurdle_mean_p_hat_on_positive,hurdle_positive_magnitude_rmse,group,delta_raw,delta_relative
1576,658,0.5824873096446701,2.3951367781155017,6.064513335552403,0.0042109182124518,0.5706834068466293,0.2717348430358005,-0.0557267754814414,0.0042109182124518,1016067_16,0,raw,favorita,1.6708814768178577,1.651211549197387,1.2224470614677383,1.0428885510634809,0.0196699276204703,0.2538223043208546,0.3793231301893622,0.3055680906772614,2.3550475772164434,candidate,0.0196699276204703,0.011772186054711116
1576,1107,0.2975888324873096,1.423667570009033,0.3987137110881013,0.0055647787405607,0.1983871538855886,0.5500660134806477,0.0136610699531815,0.0055647787405607,1018878_50,0,raw,favorita,3.0016084673203416,3.2770541056756586,2.3009562378837947,2.181047299078533,-0.275445638355317,0.2590822250539658,0.2375639520585536,0.3415250825611027,3.069970584170361,control,-0.275445638355317,-0.09176601190801496
1576,1164,0.2614213197969543,1.3539518900343643,0.3795773776347814,0.0021217314881889,0.0844923068721112,0.4193848154032975,-0.0214011953763542,0.0021217314881889,1021281_54,0,raw,favorita,7.592271663961822,7.731761057198218,3.3127258583193733,3.538485532715207,-0.1394893932363965,0.2158047936480374,0.8813462768282209,0.8733618685177394,8.304438033826417,control,-0.1394893932363965,-0.018372550326209974
1576,299,0.8102791878172588,5.270903010033445,0.2378445841080741,0.0030976530029735,0.1172792100932519,0.1712390035852322,-0.0698461977506605,0.0030976530029735,1037654_16,0,raw,favorita,0.4316298759738098,0.2875354648275776,0.4131066761910915,0.2333600848381008,0.1440944111462321,0.1114977444031769,0.2799220864589398,0.2698254883289337,0.3625112503189456,control,0.1440944111462321,0.3338378994761136
1576,339,0.7848984771573604,4.648967551622419,0.301461205746163,0.0036953186318377,0.0009658220629255,0.0302001890196755,-0.0112334044896772,0.0036953186318377,1047695_37,0,raw,favorita,0.4435626651444194,0.3306382029651755,0.4102759586558455,0.2270630178529591,0.1129244621792439,0.1046907729235429,0.2641939505552634,0.2647097508112589,0.6782404770147478,control,0.1129244621792439,0.2545851376884411
1576,521,0.6694162436548223,3.0249520153550864,0.8044846039851261,0.0055069289982944,0.1893484764961049,0.1366861276118399,-0.1016893942353322,0.0055069289982944,1047709_26,0,raw,favorita,0.4552414079955016,0.2809835404741072,0.431199522955077,0.2567748891278392,0.1742578675213944,0.1315417474347442,0.3423148805275559,0.4187614321708679,0.178927168561169,control,0.1742578675213944,0.38278123312349543
1576,1197,0.240482233502538,1.316624895572264,0.5381557437773639,0.0050157624261497,0.1291030171822573,0.1427281840688125,-0.0383203816825029,0.0050157624261497,1047734_46,0,raw,favorita,1.662000849753963,1.6708594453690866,1.2800261193797702,1.0737404213065194,-0.0088585956151236,0.2536950598713207,0.4747192005316416,0.4831565314972842,1.6253020824889153,control,-0.0088585956151236,-0.005330078872363391
1576,838,0.4682741116751269,1.8806682577565632,0.7439472618624885,0.0049321125883521,0.2107008304199809,0.2745363123738812,-0.0267007828457797,0.0049321125883521,1058820_25,0,raw,favorita,1.7905837239756697,1.822497182319449,1.3093947736280305,1.2282037820134843,-0.0319134583437794,0.2612450644342704,0.5769188160959043,0.5629315842752871,2.035797461249583,control,-0.0319134583437794,-0.017822935569257434
1576,928,0.4111675126903553,1.6982758620689655,0.4009579358857738,-0.0060870030540128,0.0754126793653783,0.0399156584767895,0.0390786973699592,0.0060870030540128,1072167_23,0,raw,favorita,1.5034231737618626,1.551056963715518,1.0826411751054583,1.088940917736008,-0.0476337899536554,0.2298291729805554,0.7278488565374304,0.7189312075313768,1.5731110084993227,control,-0.0476337899536554,-0.03168355442763744
1576,708,0.550761421319797,2.225988700564972,0.2835066261124173,-0.0060084835790758,0.0102356178185975,0.3354495337516893,-0.0363914397691702,0.0060084835790758,1072167_30,0,raw,favorita,0.9925790114527848,1.0221380537380136,0.7694920840717497,0.7196841821784065,-0.0295590422852288,0.2538661907515273,0.4202335075456269,0.4106387819562639,1.1890778505262174,control,-0.0295590422852288,-0.02978003961817086
1576,839,0.4676395939086294,1.8784266984505364,2.720814130316518,-0.0009199847726656,0.2859033761874888,0.134146756616816,-0.0931534516208176,0.0009199847726656,1080001_15,0,raw,favorita,2.050176854731734,2.1013852643552164,1.5040726370754696,1.343746353472982,-0.0512084096234826,0.2469817769828636,0.4591710054597189,0.4709540874492831,2.430945379944889,control,-0.0512084096234826,-0.024977557182589125
1576,978,0.3794416243654822,1.6114519427402862,0.9145912072800486,0.0001437017403827,0.1967245339016908,0.2878502944168685,-0.028237743124138,0.0001437017403827,1080756_16,0,raw,favorita,2.6461014719576337,2.681277569063764,1.4199504667804357,1.3629319117892356,-0.0351760971061301,0.2681918288638205,0.5924147692593661,0.5924169047206056,3.0718049882013565,control,-0.0351760971061301,-0.013293555624722958
1576,551,0.6503807106598984,2.8602540834845733,0.3619780545703352,0.0038535626438885,0.1870559370261193,0.0965891143054474,-0.037187761166008,0.0038535626438885,1085486_28,0,raw,favorita,0.8769926848551818,0.8644464618964945,0.7814018804402578,0.7221648214118821,0.0125462229586872,0.2603873042808746,0.5450569420468574,0.5544545325365934,0.8763925745579417,control,0.0125462229586872,0.01430596078547561
1576,1162,0.2626903553299492,1.3562822719449226,0.6289194026862132,0.0060350630031855,0.0930400181865411,0.3523320798416148,-0.0260167950629867,0.0060350630031855,1089046_7,0,raw,favorita,1.8506369456620877,2.020794212465188,1.4443704393647967,1.531670895360765,-0.1701572668031001,0.1614765816893857,0.6479105005661646,0.6610416827930344,1.7676009925182647,control,-0.1701572668031001,-0.09194524469099706
1576,543,0.6554568527918782,2.9023941068139965,0.5516367390446074,-0.0032207261236662,-0.0031552015667832,0.4238243607863293,-0.006922394533092,0.0032207261236662,1089820_6,0,raw,favorita,0.9563019768841656,0.8807097244694237,0.7852051004412628,0.6577642251338277,0.0755922524147419,0.3053285626761657,0.5639514157484318,0.5531427883184873,1.130142694821447,control,0.0755922524147419,0.07904642491803424
1576,862,0.4530456852791878,1.82830626450116,0.3268793028040577,0.0031943937417486,0.0022757536728591,0.1210222483997875,0.0665094596477954,0.0031943937417486,1092008_6,0,raw,favorita,1.5162798387766017,1.480072363289615,1.2385786777096135,1.138123134771983,0.0362074754869869,0.3200628289444505,0.7393428406050039,0.7256762894188485,1.6664764170622768,control,0.0362074754869869,0.02387915117053895
1576,937,0.4054568527918781,1.6819637139807897,1.5942661898859525,0.0067149277703266,0.1700221398524227,0.6048049032629319,-0.0398282484814145,0.0067149277703266,1097187_39,0,raw,favorita,0.9284072483196972,0.4250266222043799,0.8998716739671571,0.4175860970502808,0.5033806261153172,0.0614139345310653,0.245856114618835,0.0,0.0,control,0.5033806261153172,0.542198078511746
1576,795,0.4955583756345177,1.9823899371069185,0.5155107570270994,-0.0014247024358545,0.5073847628550355,0.9441219158200294,-0.0416024900068819,0.0014247024358545,1098624_32,0,raw,favorita,2.179808013751339,1.5740766489962812,1.958999210879916,1.1372974777505511,0.605731364755058,0.1389627015359714,0.2910543255011241,0.2524014032549328,2.5827571112169365,candidate,0.605731364755058,0.2778828965366656
1576,889,0.4359137055837563,1.7727784026996625,0.4290363287776402,0.0015040241011425,0.3921977601175851,0.8618553945896188,-0.0468855718665204,0.0015040241011425,1102268_24,0,raw,favorita,2.7365688150989427,2.8943477288639965,2.089616318543752,2.225353064991179,-0.1577789137650538,0.0585721963688743,0.8381423354148865,0.8171404202779134,2.625824384679069,candidate,-0.1577789137650538,-0.057655744995160726
1576,589,0.626269035532995,2.67572156196944,13.187419835565194,-0.0023265803045042,0.0281059989223863,0.3665337694121286,-0.0086508374535761,0.0023265803045042,1113852_37,0,raw,favorita,1.7936182157077334,1.849063529198208,1.2073346404802232,1.2411977925470896,-0.0554453134904746,0.29968602207526,0.8003665425560691,0.7675598719540764,2.037270602991265,control,-0.0554453134904746,-0.030912550399471026
1576,1155,0.2671319796954314,1.3645021645021644,0.6379925492575348,-0.0016425138489058,0.0643676413137931,0.1743270380537404,0.0048035034082278,0.0016425138489058,1113872_12,0,raw,favorita,2.144261008516652,2.0721449218848105,1.698367558774494,1.5446391283046632,0.0721160866318411,0.2349086934164914,0.7605293307985578,0.7891389940466199,2.03118846528204,control,0.0721160866318411,0.03363214009181152
1576,213,0.8648477157360406,7.39906103286385,0.4398240726364416,-0.0057816611698092,0.0039397512559588,0.6253955450766229,-0.0548723508095442,0.0057816611698092,1114749_7,0,raw,favorita,0.3161754384254828,0.1428987638602588,0.3083549253642559,0.1410743626100676,0.173276674565224,0.0545139476396366,0.2326011526442709,0.0,0.0,control,0.173276674565224,0.548039643522349
