train,test,eta_selected,norm_selected,w_train_domain,rel_improve,ci_low,ci_high,excludes_zero,capture_convex_oracle,vs_5050
m5,favorita,8.0,per_series_scale,0.6,0.5370333370243258,0.4007245872771877,0.6774063793878013,True,15.8355270202947,1.0038090158016202
favorita,m5,8.0,per_series_scale,0.85,0.5577314032424168,0.46711100496845076,0.6575271182301657,True,18.891036743810393,-0.0035700853838100946
