train,test,policy,loss,global_loss,origin_oracle,rel_improve_pct,oracle_gap_capture_pct,switch_rate
m5,favorita,P0 always Point,2.4848850708187196,2.4096880881342666,2.332995889039272,-3.1206106323360396,-98.05036701491674,
m5,favorita,P1 always Hurdle,2.4096880881342666,2.4096880881342666,2.332995889039272,0.0,0.0,
m5,favorita,P2 train-domain global choice,2.4096880881342666,2.4096880881342666,2.332995889039272,0.0,0.0,
m5,favorita,P3 50:50 forecast average,2.4211301803588867,2.4096880881342666,2.332995889039272,-0.47483706629762645,-14.919499453193906,
m5,favorita,P4 train-domain global convex w=0.60,2.414581537246704,2.4096880881342666,2.332995889039272,-0.2030739636608453,-6.380634758401221,
m5,favorita,D1 discounted-loss selector gamma=0.00,2.408317696983859,2.4096880881342666,2.332995889039272,0.05687006368814963,1.7868716330721974,0.4399629972247918
m5,favorita,D1 discounted-loss selector gamma=0.50,2.4081845835931057,2.4096880881342666,2.332995889039272,0.062394155847987416,1.9604399911633368,0.37641073080481036
m5,favorita,D1 discounted-loss selector gamma=0.90,2.4093681915772023,2.4096880881342666,2.332995889039272,0.013275434220700717,0.4171174654518458,0.342368177613321
m5,favorita,D1 discounted-loss selector gamma=1.00,2.409427518294874,2.4096880881342666,2.332995889039272,0.010813426047776912,0.3397605525299043,0.3349676225716929
m5,favorita,D2 rolling convex weight K=1,2.4033727645874023,2.4096880881342666,2.332995889039272,0.2620805397164072,8.234636144729391,0.8390379278445883
m5,favorita,D2 rolling convex weight K=2,2.403576374053955,2.4096880881342666,2.332995889039272,0.25363092054970493,7.96914699595621,0.7664199814986123
m5,favorita,D2 rolling convex weight K=3,2.403576374053955,2.4096880881342666,2.332995889039272,0.25363092054970493,7.96914699595621,0.7664199814986123
m5,favorita,D3 exp-weighted average eta=0.5,2.4123075008392334,2.4096880881342666,2.332995889039272,-0.10870339268659913,-3.4154878017283905,
m5,favorita,D3 exp-weighted average eta=2.0,2.4041030406951904,2.4096880881342666,2.332995889039272,0.23177470422740365,7.282419209492561,
m5,favorita,D3 exp-weighted average eta=8.0,2.401075839996338,2.4096880881342666,2.332995889039272,0.35740095078433415,11.22962731484745,
m5,favorita,ORACLE origin (hard) - diagnostic,2.332995889039272,2.4096880881342666,2.332995889039272,3.1826608378337737,100.0,
m5,favorita,ORACLE origin convex - diagnostic,2.3281784057617188,2.4096880881342666,2.332995889039272,3.3825822841518804,106.28158187456066,
favorita,m5,P0 always Point,1.649321838251021,1.640736165718819,1.5947235672863316,-0.5232817263121975,-18.659395088932907,
favorita,m5,P1 always Hurdle,1.640736165718819,1.640736165718819,1.5947235672863316,0.0,0.0,
favorita,m5,P2 train-domain global choice,1.640736165718819,1.640736165718819,1.5947235672863316,0.0,0.0,
favorita,m5,P3 50:50 forecast average,1.631527066230774,1.640736165718819,1.5947235672863316,0.5612785090289383,20.014299999938736,
favorita,m5,P4 train-domain global convex w=0.85,1.635109782218933,1.640736165718819,1.5947235672863316,0.34291823496320734,12.22791950804811,
favorita,m5,D1 discounted-loss selector gamma=0.00,1.6415574201233556,1.640736165718819,1.5947235672863316,-0.050054019756230035,-1.7848468300296134,0.47031442121904093
favorita,m5,D1 discounted-loss selector gamma=0.50,1.640773936301702,1.640736165718819,1.5947235672863316,-0.0023020509739512906,-0.08208748075447303,0.3962761285789566
favorita,m5,D1 discounted-loss selector gamma=0.90,1.6399709021242799,1.640736165718819,1.5947235672863316,0.04664147780298022,1.6631610050496346,0.35482171087300196
favorita,m5,D1 discounted-loss selector gamma=1.00,1.6399849046457289,1.640736165718819,1.5947235672863316,0.04578804860811186,1.632729075695431,0.34770771122431055
favorita,m5,D2 rolling convex weight K=1,1.6364595890045166,1.640736165718819,1.5947235672863316,0.2606498719084967,9.294360370839167,0.8512207974705779
favorita,m5,D2 rolling convex weight K=2,1.6351978778839111,1.640736165718819,1.5947235672863316,0.33754895824348363,12.036459629712208,0.7596170735991569
favorita,m5,D2 rolling convex weight K=3,1.6351978778839111,1.640736165718819,1.5947235672863316,0.33754895824348363,12.036459629712208,0.7596170735991569
favorita,m5,D3 exp-weighted average eta=0.5,1.633097529411316,1.640736165718819,1.5947235672863316,0.46556152458287653,16.601184388034593,
favorita,m5,D3 exp-weighted average eta=2.0,1.6329481601715088,1.640736165718819,1.5947235672863316,0.47466531853391003,16.925811218284775,
favorita,m5,D3 exp-weighted average eta=8.0,1.6333189010620117,1.640736165718819,1.5947235672863316,0.45206930960516767,16.120073435301485,
favorita,m5,ORACLE origin (hard) - diagnostic,1.5947235672863316,1.640736165718819,1.5947235672863316,2.80438740815645,100.0,
favorita,m5,ORACLE origin convex - diagnostic,1.5923551321029663,1.640736165718819,1.5947235672863316,2.9487393906903168,105.14736238345762,
