series_id,rmse_point,mae_point,rmse_hurdle,mae_hurdle,rmse_fifty,mae_fifty,rmse_global_alpha,mae_global_alpha,rmse_gate_v1,mae_gate_v1,rmse_gate_v2,mae_gate_v2,rmse_oracle_hard,mae_oracle_hard,rmse_oracle_convex,mae_oracle_convex
1000866_1,0.5225466835151519,0.46839882007666994,0.44395033527881206,0.33418166477765354,0.4702989776893775,0.4012902420723722,0.47446623596165,0.4080011001921126,0.4608846119953421,0.3836854893182005,0.45512119139996304,0.3713763290572734,0.44395033527881206,0.33418166477765354,0.44390822038935757,0.33609350677670463
1000866_2,0.5872364730529653,0.5161001478277502,0.5516236867199236,0.3947287980644476,0.5584086819066615,0.45541447241391453,0.560335283524187,0.461483040434264,0.556124186606232,0.4444922556479772,0.5536951689945765,0.4324658905111608,0.5442223318180978,0.4134176487014407,0.5436598737281174,0.4095042575372211
1000866_23,0.4007730525421116,0.38852191379382495,0.2501050928249869,0.20814545009107815,0.3172353064466833,0.2983336835390046,0.3250400564763579,0.30735250512758894,0.2993478229001406,0.2769303699689252,0.28543785665744753,0.2593542529003961,0.2501050928249869,0.20814545009107815,0.2501050928249869,0.20814545009107815
1000866_25,0.6625481985842717,0.4601381275625456,0.6140012868708682,0.2899760322734004,0.6300254772822822,0.3750570806719008,0.6325671863287813,0.3835651846824303,0.6222834860101865,0.3458716919024785,0.6201681536692053,0.3350649756335077,0.6110399962539258,0.3358600979582185,0.6095876014956502,0.31914677236858086
1000866_27,0.6327539411144215,0.483826576599053,0.6469912804961757,0.3767801833649476,0.6327733131384973,0.4303033798933029,0.6321249206581601,0.4356556996437056,0.6349983488660919,0.41548585519194603,0.6381154805015914,0.4051039635780312,0.608545412017521,0.39047187105530784,0.6077113712691209,0.40238218708436607
1000866_3,0.9111711808832026,0.7444404537479082,0.9063134307761895,0.7141709182234037,0.8874525229779958,0.7257901930383274,0.8879165990091678,0.7269521185684772,0.8887901391460485,0.7270385612334523,0.8896110839747099,0.7291445040277073,0.8853229885970955,0.7017802904759135,0.8805647073350782,0.7133620634308633
1000866_37,0.8642148035628754,0.6462688779547101,0.8592771698074924,0.5377822717030843,0.8536536505231722,0.5920255728775546,0.8539841526849261,0.5974499051414786,0.8533473210694332,0.5905756611554396,0.8534870520375526,0.5794980788514728,0.8524389309382979,0.5557902542253336,0.8508954649534224,0.574877207146297
1000866_38,0.6979565518922725,0.5789676549888793,0.6988523711440622,0.478467092450176,0.6847966901164693,0.5287173734534354,0.6848884350463083,0.5337424018464628,0.6843787198107171,0.5199287888549623,0.6851266115017302,0.5111523964220569,0.6818955789120935,0.5271535081168016,0.6778985959024244,0.5109969227023714
1000866_4,0.8367731127589533,0.6630857778447015,0.8003699860794036,0.5281686284357593,0.8066535299612858,0.5917721773896899,0.8086202965376011,0.5981493119948676,0.8000977763922648,0.5759405869813192,0.796495193767097,0.5695808141359261,0.7847425112751659,0.6009990890466032,0.7826756259949105,0.584548013319742
1000866_41,0.6711332979429354,0.5391799997360933,0.6753892337169793,0.43609998907361713,0.6627668533738983,0.4876399932517892,0.6626564868034861,0.49279399493797904,0.6639498906296813,0.47830589452669736,0.6673277635320891,0.4707824330599535,0.6401249889572901,0.4396790127669062,0.639674602513034,0.44803574597135504
1000866_44,1.6086415610389029,1.0911245326112424,1.6427237600052969,1.0084895443703448,1.6138952893374823,1.0411033511516594,1.6122971423216887,1.0451357623761786,1.611695038647529,1.0458257762449128,1.6132410118092633,1.0426233911088534,1.5775339867586144,1.0208017137788592,1.5775339867586144,1.0208017137788592
1000866_45,1.7746761231363914,1.1919393919053531,1.7755505536661391,1.0943032375403814,1.7653026519670347,1.1279345793383462,1.765357070425569,1.133976681548215,1.7632677607628624,1.1229398818243117,1.7635845567146884,1.1264885380154563,1.7613338862896377,1.1621085575648717,1.7596066752545605,1.1381017603636086
1000866_46,1.3457314548115862,0.8697834153260503,1.3874665075994668,0.8197550796681926,1.359818562801418,0.8431443486007906,1.3577894694793047,0.8455976237055092,1.3587631695719453,0.8433275858738593,1.366462441477446,0.8406366934733731,1.3326551927575654,0.8264139252049583,1.3323283930337475,0.8207558403326057
1000866_47,1.3410063755717854,1.0939256424705188,1.3029318588049421,1.0480710793109167,1.3075199789308019,1.06598492286035,1.3095897842913171,1.0680926721543074,1.297361430997889,1.0583417224032539,1.2954028624682117,1.056601006360281,1.2602740695009285,1.0304426462167786,1.258349133363626,1.030194445477772
1000866_48,1.2014314566525732,0.8147777017383349,1.2464738988531692,0.7258649762897265,1.2158370011325363,0.770321339546215,1.2136513957947916,0.7747669752864612,1.2210393613682304,0.7590410219771522,1.2285940420688553,0.7501035770844846,1.1857569118825544,0.7418230149362769,1.185476976697845,0.7377729544568064
1000866_49,1.326926586553348,1.058340814142,1.3324723480738645,1.0195382542553402,1.3175121577813822,1.031475991720245,1.317354761067779,1.033441147846835,1.3193565141622468,1.0239053808507466,1.3193855455843504,1.0220136457965487,1.3095499920555578,1.0275796779564448,1.3088791956035648,1.0248647680918954
1000866_5,0.6977168416606578,0.5000687631822768,0.7130498072616541,0.39752828720070066,0.6979452245933954,0.4487985251914887,0.6972452532290577,0.45392554899056753,0.7012125580022495,0.4338452819557417,0.7023214524101543,0.42496550934655325,0.6726305137771125,0.4022024394500823,0.6721722726132299,0.41210138945578556
1000866_50,0.8937646830261569,0.7181010352713721,0.8608679003452484,0.6181166211054439,0.8669687535726437,0.6681088296075662,0.8687370713506467,0.6731080488967044,0.8623217802699394,0.6586882278677963,0.8620331683154044,0.6503451915369147,0.851748044795113,0.6531562753731296,0.850018737515392,0.6517572512314174
1000866_51,0.7317156769272358,0.5698819876249347,0.6932848672502459,0.43093751477343695,0.7022288263210763,0.5004097507113502,0.7042815676226643,0.5073569748417608,0.7012153787443752,0.49788722520073253,0.6959127346847405,0.47632398784515406,0.6836680975344464,0.47240958203162464,0.6835973280443235,0.4691545769907853
1000866_6,0.8369303787169916,0.714911225473597,0.7820060078746072,0.6131257762511572,0.794919668228335,0.6596479050460315,0.7978622626330918,0.6643001195841602,0.7905104130804368,0.6525768394626322,0.7860926281968886,0.644250212503331,0.7795978504374756,0.6383775674871036,0.7759926498744828,0.6341684193247658
1000866_7,1.0518183502529974,0.8512561090645336,1.0441027729525538,0.796722174400375,1.036772014389514,0.8205945949469294,1.037274398678697,0.8229818399285987,1.0306251102176325,0.8187796721855799,1.033847919975823,0.819696120208218,1.0117621009240032,0.8035306384166082,1.0095836516106211,0.8035548524929214
1000866_8,0.6842599036088115,0.5792834680704844,0.6278291244317867,0.4377705567472038,0.6385393968394043,0.5085270133401666,0.6416145646015764,0.5156026579750081,0.637931381554407,0.5042916421024572,0.632069099759961,0.4844500295640457,0.6260323783989105,0.4789575452783278,0.6206771983804327,0.4664181556948042
1001305_1,1.14890274362671,0.8840858100558675,1.1174364635047778,0.7908291254369986,1.1150056903092893,0.829706121945665,1.1167874372932616,0.8340495352999174,1.109242803549647,0.8272125202985037,1.1142340151378913,0.8312184147181965,1.0838933308169885,0.8007151622857366,1.0838933308169885,0.8007151622857366
1001305_11,2.275083529697882,1.660088066189062,2.3374030565607615,1.6045401238259815,2.2879361502351943,1.6175163764329183,2.284979258706808,1.6203789417410182,2.2752714200311313,1.6210637887318928,2.2698882052553975,1.6265998411746252,2.2460635644372,1.608684706900801,2.240100083418874,1.6200298032896114
1001305_18,2.156583767818779,1.4192648572581155,2.192212290357945,1.4053148804675966,2.1464323574258697,1.39187237372001,2.1449093979277887,1.392015924162808,2.147332087282666,1.393332723350752,2.1451790076441966,1.393254134271826,2.1417011412829234,1.3916830846241541,2.134820832321469,1.389152803774132
1001305_23,1.0840948464784055,0.6707762283760876,0.998272491996157,0.4718754021894364,1.0301396385335455,0.57097332259374,1.0345871290906026,0.580883113902417,1.0256459237740758,0.5648062400342453,1.0168194696028514,0.5420673499327331,0.998272491996157,0.4718754021894364,0.998272491996157,0.4718754021894364
