series_id,alpha_loss,raw_loss,safe_loss,convex
10120|United Kingdom,15.543123130841085,12.445878957810939,12.787023826979073,11.748127736165078
10125|United Kingdom,29.099239813245585,25.77146711119809,26.42798576634724,25.216774502019735
10135|United Kingdom,11.585316884236368,11.48825916196684,11.50909976946959,11.263970753289051
11001|United Kingdom,20.32934250292658,17.92600683694593,17.878662277926544,17.125233048091317
15030|United Kingdom,105.72940077290043,105.74481515123024,105.7190570458905,104.99835716103104
15034|United Kingdom,95.02174515668202,92.83364297644594,92.88415071115223,89.24359808866426
15036|United Kingdom,45.43599685769272,17.92515118364613,19.634467256591144,17.420798394904203
15039|United Kingdom,17.43468078346337,15.542668952142375,15.516962637479395,14.07477767249474
15044A|United Kingdom,1.2582850235881848,2.463360737687675,2.1174534552606734,0.23510804754150197
15044C|United Kingdom,55.596917731265506,7.94975104169409,10.942548234096384,7.645808512302809
15044D|United Kingdom,31.215686811830274,11.046785459428236,11.854213343097005,10.764345291529816
15056BL|EIRE,1.8602730144951,1.51322568728392,1.8449560348489509,1.4427962932859044
15056BL|France,4.822323126113623,4.8733084044765125,4.843943679185321,4.715957871353848
15056BL|United Kingdom,3.155535227936778,3.0677892546746133,3.07208002166357,2.967353476379629
15056N|United Kingdom,2.80647715346558,2.7538768647657945,2.7447333520902353,2.68339179869961
15056P|United Kingdom,5.30414671327531,5.3165110176836,5.304933857424654,5.204233559829612
15056bl|United Kingdom,1.5539436259969466,1.092101967068414,1.5194542386688985,0.9296311539599065
15056n|United Kingdom,1.7891492705460383,1.6966000987841152,1.7138232035190337,1.613140254547697
15056p|United Kingdom,0.33335890765493936,0.29475946145978443,0.3087769517692176,0.26827886959828867
15058C|United Kingdom,7.032668605813741,7.005061033779324,6.9962946815274165,6.771498872998627
16008|United Kingdom,571.6431105149683,568.155801265876,568.3804726361114,563.6248222367847
16011|United Kingdom,20.15980837469188,18.702735853424365,20.065333294505038,17.739248745462152
16012|United Kingdom,37.34473744540144,34.3460092204229,34.7502135673834,31.30282805642957
16014|United Kingdom,55.04680311728563,54.857073935545344,55.11294059146749,54.33286712758478
16016|United Kingdom,90.06803104249911,21.298717761386484,27.259969233335003,20.835300995271187
16045|United Kingdom,5721.356071894599,5657.620975870113,5657.981371717322,5319.226079348637
16046|United Kingdom,32.40455665533855,17.67191886057014,32.399875886118224,17.59195619205488
16048|United Kingdom,14.351163885944569,14.368936791291642,14.413311045932593,13.78117643308368
16156S|United Kingdom,9.534624299580855,3.946369060868884,8.824391835922047,3.6284728980620296
