series_id,alpha_loss,raw_loss,safe_loss,convex
0_102,0.8115841832710697,0.9995778325180381,0.9126892362077701,0.7399813761402906
0_132,0.32732456249551123,0.31857652048516055,0.31746789937703984,0.29604491299374347
0_154,0.18434363188194325,0.19148437604188512,0.18329541974069608,0.16253153919397914
0_156,0.4805148919430891,0.4310468382939772,0.44593210278367845,0.39482666621007506
0_184,0.5580023635138041,0.6991251967095435,0.6447453730446256,0.46410839269084825
0_192,0.16980811862855077,0.17661725168096604,0.17029276731519943,0.14169968091157242
0_200,0.43501095933943157,0.5202878229303676,0.4946520613255415,0.3442802355822128
0_208,0.22463974530109698,0.22641413590709825,0.22670858439458488,0.19783875129285464
0_261,0.12194350591488945,0.11734490849498395,0.12504415698621194,0.08969892844394728
0_432,0.18743237242425714,0.1800313925095427,0.18264604216565886,0.16980133348505805
0_470,0.6787543455131299,0.7298203335834684,0.7069389078001229,0.6137619500399046
0_59,0.4310436026344157,0.3932993094097714,0.4143635141235611,0.34059742151321004
0_99,0.10805359565926032,0.11702763630190577,0.10767582624114207,0.09419378295703555
1001_155,0.10346533054379987,0.09960216456042804,0.1023281715524932,0.08973557000057987
1001_156,0.2749889963962156,0.31489520238877305,0.29597196242423757,0.2080365353697386
1001_244,0.23065581530796347,0.21660961571124485,0.2248260192287504,0.1930496040964711
1001_246,0.20746841809296931,0.20503972772318893,0.20850853070846365,0.19566560502019276
1001_261,0.10848010734572194,0.11400457683765747,0.10733825788981136,0.0803753677133798
1001_458,0.21541838736875193,0.22663146391277916,0.21968289171863395,0.19754117668617777
1001_503,0.8243145837302716,0.8680992206730429,0.8618585111664068,0.5860229753974708
1005_181,0.4930645981255419,0.5091025757281593,0.4975934579853184,0.4684909709035069
1005_185,0.19150715449269423,0.18219608083571365,0.19089218612906286,0.1588896634881335
1005_193,0.3050162779283033,0.28640072157966945,0.3018812955454002,0.2622182140763381
1005_238,0.12686029378606953,0.1234671636821569,0.1273914061825648,0.11428379495672426
1006_181,0.34849816353435364,0.33938777077623405,0.34203829384822726,0.3264472495323052
1006_238,0.11095199625740032,0.10713515152529061,0.11048632171361147,0.0996009610655631
1009_200,0.4286859651837101,0.40105526993094265,0.43363301760664275,0.365061584401321
1009_246,0.21376261874242847,0.20601015459274605,0.20843831050207587,0.18209820856205206
1009_277,0.44565266910466256,0.4010442249875752,0.4321992038585656,0.37991221080242715
1009_99,0.24239952071274176,0.23690127874175115,0.24703484334860074,0.21383722783228104
100_132,0.45395381963920034,0.4704583120592311,0.4524852987611425,0.41951407931254775
100_184,0.3445738466110691,0.3768503274004584,0.3653181355449251,0.32307665726398144
