series_id,alpha_loss,p0l1,seq,convex
10120|United Kingdom,15.543123130841085,12.445878957810939,12.161179096695298,11.748127736165078
10125|United Kingdom,29.099239813245585,25.77146711119809,26.033983344103657,25.216774502019735
10135|United Kingdom,11.585316884236368,11.48825916196684,11.874611061068842,11.263970753289051
11001|United Kingdom,20.32934250292658,17.92600683694593,19.31250666302579,17.125233048091317
15030|United Kingdom,105.72940077290043,105.74481515123024,106.15136788578857,104.99835716103104
15034|United Kingdom,95.02174515668202,92.83364297644594,92.11719583532758,89.24359808866426
15036|United Kingdom,45.43599685769272,17.92515118364613,18.38661295454037,17.420798394904203
15039|United Kingdom,17.43468078346337,15.542668952142375,16.992465069868967,14.07477767249474
15044A|United Kingdom,1.2582850235881848,2.463360737687675,0.24522732371358014,0.23510804754150197
15044C|United Kingdom,55.596917731265506,7.94975104169409,8.133125772987487,7.645808512302809
15044D|United Kingdom,31.215686811830274,11.046785459428236,11.056609477784477,10.764345291529816
15056BL|EIRE,1.8602730144951,1.51322568728392,1.6187541561390146,1.4427962932859044
15056BL|France,4.822323126113623,4.8733084044765125,5.227543941611952,4.715957871353848
15056BL|United Kingdom,3.155535227936778,3.0677892546746133,3.1034832660472387,2.967353476379629
15056N|United Kingdom,2.80647715346558,2.7538768647657945,2.877349081774616,2.68339179869961
15056P|United Kingdom,5.30414671327531,5.3165110176836,5.3171857013703265,5.204233559829612
15056bl|United Kingdom,1.5539436259969466,1.092101967068414,1.0559281962367792,0.9296311539599065
15056n|United Kingdom,1.7891492705460383,1.6966000987841152,1.6735849356899246,1.613140254547697
15056p|United Kingdom,0.33335890765493936,0.29475946145978443,0.29516861167227915,0.26827886959828867
15058C|United Kingdom,7.032668605813741,7.005061033779324,7.090182169804899,6.771498872998627
16008|United Kingdom,571.6431105149683,568.155801265876,570.3105434936715,563.6248222367847
16011|United Kingdom,20.15980837469188,18.702735853424365,18.814117471639758,17.739248745462152
16012|United Kingdom,37.34473744540144,34.3460092204229,33.04173747862972,31.30282805642957
16014|United Kingdom,55.04680311728563,54.857073935545344,54.775205468213755,54.33286712758478
