series_id,alpha_loss,p0l1,seq,convex
0_102,0.8115841832710697,0.9995778325180381,0.9800274709369151,0.7399813761402906
0_132,0.32732456249551123,0.31857652048516055,0.3225657510997073,0.29604491299374347
0_154,0.18434363188194325,0.19148437604188512,0.19348368457945636,0.16253153919397914
0_156,0.4805148919430891,0.4310468382939772,0.4549714537858445,0.39482666621007506
0_184,0.5580023635138041,0.6991251967095435,0.5668781735095852,0.46410839269084825
0_192,0.16980811862855077,0.17661725168096604,0.15729587916950363,0.14169968091157242
0_200,0.43501095933943157,0.5202878229303676,0.5483801030368238,0.3442802355822128
0_208,0.22463974530109698,0.22641413590709825,0.2389117951592064,0.19783875129285464
0_261,0.12194350591488945,0.11734490849498395,0.10714177839834553,0.08969892844394728
0_432,0.18743237242425714,0.1800313925095427,0.182883608743893,0.16980133348505805
0_470,0.6787543455131299,0.7298203335834684,0.7028822552367546,0.6137619500399046
0_59,0.4310436026344157,0.3932993094097714,0.39049569061424244,0.34059742151321004
0_99,0.10805359565926032,0.11702763630190577,0.10481949471894281,0.09419378295703555
1001_155,0.10346533054379987,0.09960216456042804,0.10187392921485697,0.08973557000057987
1001_156,0.2749889963962156,0.31489520238877305,0.27187956535503255,0.2080365353697386
1001_244,0.23065581530796347,0.21660961571124485,0.2271759977692859,0.1930496040964711
1001_246,0.20746841809296931,0.20503972772318893,0.20705911748836844,0.19566560502019276
1001_261,0.10848010734572194,0.11400457683765747,0.10885360324210622,0.0803753677133798
1001_458,0.21541838736875193,0.22663146391277916,0.2225216125006478,0.19754117668617777
1001_503,0.8243145837302716,0.8680992206730429,0.6969617865812273,0.5860229753974708
1005_181,0.4930645981255419,0.5091025757281593,0.5068527259776647,0.4684909709035069
1005_185,0.19150715449269423,0.18219608083571365,0.18757628579604763,0.1588896634881335
1005_193,0.3050162779283033,0.28640072157966945,0.2932237798904567,0.2622182140763381
1005_238,0.12686029378606953,0.1234671636821569,0.12918955805388346,0.11428379495672426
1006_181,0.34849816353435364,0.33938777077623405,0.3386795943943459,0.3264472495323052
1006_238,0.11095199625740032,0.10713515152529061,0.10601929364147264,0.0996009610655631
1009_200,0.4286859651837101,0.40105526993094265,0.467044628131866,0.365061584401321
1009_246,0.21376261874242847,0.20601015459274605,0.20927383674725072,0.18209820856205206
1009_277,0.44565266910466256,0.4010442249875752,0.40764093612025465,0.37991221080242715
1009_99,0.24239952071274176,0.23690127874175115,0.24817435598364682,0.21383722783228104
100_132,0.45395381963920034,0.4704583120592311,0.46670250708280453,0.41951407931254775
100_184,0.3445738466110691,0.3768503274004584,0.34970758389959117,0.32307665726398144
100_200,0.4402651364144569,0.5448593742567427,0.6084680431288191,0.3703213123332626
100_247,0.16460927951644008,0.15752059070938787,0.16498237575796187,0.14981826828794562
100_277,0.48879906534512396,0.48402516395622086,0.49937221193019826,0.42804721164037013
100_415,0.7575128246563364,0.6358015422598372,0.6228219548693634,0.4789749059902553
100_470,0.8389396215362788,0.8533387382223357,0.810974194817194,0.7512187997308163
100_501,0.10538819283961767,0.0911030323053651,0.08385577852900229,0.048342524297282946
100_59,0.664418713903872,0.623782255695452,0.6367604849081303,0.593123459837779
1011_238,0.30539491438239824,0.2870048741619201,0.289460542932416,0.2708120535168557
1012_120,0.17390199107229376,0.16148108466931532,0.16090639806533058,0.15330846314912064
1012_14,0.11392114050600016,0.11039043733404605,0.1065776173881037,0.08700109525409161
1012_181,0.6787160279542549,0.6482720600373875,0.6204320508898269,0.612176299547431
1012_185,0.19878552624423987,0.1996923047983742,0.17716064905083304,0.1562329436205221
1012_193,0.21143649179747687,0.21051862910236335,0.20513480660370473,0.19175175794234461
1012_238,0.11515067025821273,0.11066276124102495,0.10475124473927709,0.09645525476115802
1012_446,0.23787049537006968,0.23925129514859694,0.25003103336789123,0.2142496731315854
1015_506,0.16909050771667092,0.16484274879768201,0.16400599532490354,0.1429309033470307
1015_59,0.6798199068588595,0.6844282748897265,0.7057638734199086,0.6456896927881335
1015_99,0.17053100722961798,0.16968892353807186,0.17289484004571135,0.14845240244857705
1016_116,0.24866635289812786,0.25030384652241466,0.2569353166235676,0.2223425875403183
1016_299,0.12391102296387221,0.128864797872687,0.11597720606093949,0.10257509859300307
1017_116,0.37175138712104316,0.3316906708886706,0.3815575368447215,0.30598440278807804
1017_174,0.14124314386569414,0.13616798559230717,0.11619886173375542,0.11175374675066369
1018_155,0.11643176689449788,0.11301320286767133,0.11083085210784259,0.1062737432011945
1018_244,0.21382853701216625,0.21526198239343303,0.21088437230071932,0.18275926246234295
1018_261,0.1459043424381673,0.1449747823232992,0.14924074755718192,0.1393430896673073
1018_432,0.12432676012974496,0.11838135499839542,0.12439413688196864,0.11280203719281984
1018_503,0.6874399017583896,0.7015651809269507,0.654466957020313,0.5943889172358872
1018_505,0.5741638220445403,0.5949976688291767,0.5861248709412278,0.4999703801920982
1019_253,0.2269126283082142,0.21331545630672652,0.2210431801728201,0.1877241124197736
1019_432,0.16703903129142544,0.16618032703755328,0.17199668236206278,0.14591271723543744
1019_503,0.43737742122409834,0.5171417827654974,0.45878405289283286,0.38703285947031324
101_155,0.2931694660511164,0.27990581325278213,0.26485355944164124,0.2453768692249173
101_156,0.22775020284848957,0.2218934984940645,0.2215479957119292,0.21027164160247905
101_200,1.1074570338533127,0.941661207999456,0.938571441770159,0.8944631207546266
101_244,0.13334153959194633,0.13490363944315759,0.12791736604768406,0.11769424596735667
101_246,0.2658866538864819,0.2757921936096081,0.2805755632066778,0.22210097707967885
101_261,0.12738874469072467,0.1274303106239885,0.12724462981286636,0.11730043733889255
101_315,1.0006014442379567,0.772599547936505,0.8150084461332188,0.7233222612078388
101_458,0.25423306337744017,0.26428037262386495,0.26888171361299196,0.2355562571515889
101_470,0.22532208560005904,0.20598808321508322,0.17130247297348405,0.1433634845695291
101_503,0.8004806328930486,0.8936457921042942,0.73895173343542,0.6263737066343137
101_99,0.325458821729004,0.338590282779762,0.352703510568128,0.2293155096204167
1020_155,0.10033420366040938,0.0966985432685402,0.09811690039696458,0.08803905711265211
1020_244,0.18244685139871894,0.174691780094693,0.18535867565860867,0.14886814686151412
1020_253,0.32264240588718845,0.3244037867326978,0.2828073481488677,0.2418888440312504
1020_458,0.18015832894094644,0.18309768002877894,0.1796891701678603,0.16051017416630464
1020_503,0.6786898264687639,0.748951928305558,0.723722959937549,0.571007208979252
1020_99,0.19113390101361594,0.18504111256397812,0.18210647742515695,0.17198198696679987
1022_154,0.24997051775306733,0.250813839298631,0.25118665217692626,0.23646963664945078
1022_155,0.11277456341191022,0.10217801302477174,0.10618760270064342,0.09496167647124089
1022_156,0.3557148786120904,0.3288039660656347,0.38310367139968715,0.30427244026453576
1022_204,0.08850836896412656,0.10371513766724447,0.08851377558692348,0.07875378708962072
1022_229,0.12898090564230846,0.1317856133245528,0.14876004659703976,0.094938371532227
1022_244,0.28528610041648095,0.24020898878250677,0.24514194680071041,0.21333319382331453
1022_246,0.28450151159414566,0.30046744752516147,0.3317453610270327,0.24947034758252049
1022_261,0.1180534264180606,0.1151595862672911,0.11675151349833558,0.10217301363553068
1022_413,0.3695831752648282,0.3684797834026903,0.3547427757514507,0.307024078439744
1022_415,0.39546430902919616,0.4239363089195132,0.38915276085419787,0.35215733108719205
1022_420,0.13737069179947814,0.13418740731062448,0.13253761449998724,0.12776995650421183
1022_432,0.19921490611363513,0.18646613912183935,0.20024533982085024,0.18142585942590336
1022_470,0.5119893215756177,0.6784966741304215,0.4187707419040885,0.3942032083437521
1022_503,0.8888036348296559,1.0182305761482988,0.8327553489087991,0.7522176161409854
1022_530,0.06888237636421878,0.07216127262351285,0.044179506267026554,0.030753402347373997
1023_415,0.7308515387529058,0.6836272065568444,0.5898499261526577,0.46758099193859387
1023_59,0.7040835465371033,0.7568469602658691,0.8541797741367873,0.6613831853202496
1023_99,0.14914187989251534,0.14672891150477763,0.14801493915808728,0.12892618372184123
1025_174,0.3342766684814682,0.3268001046603015,0.36596806408639454,0.3143256017057336
1025_411,0.2672577402433688,0.25850792744189094,0.2676008843890737,0.18619501205529881
1026_155,0.1250105261805192,0.1293740125184393,0.12391563615423201,0.10020572436563592
1026_503,0.7317805721942973,0.8534392483174341,0.7026786647799691,0.6014113580304102
1027_155,0.09857843726742169,0.09933162312847382,0.10256902545596358,0.08934889030329901
1027_503,0.5776320576027075,0.6328471425332608,0.4999288377543136,0.45178416550481004
1027_505,0.27401794402476953,0.3124343994236119,0.2926224009773188,0.25103179742067544
1027_99,0.1421584334781295,0.13928257865885155,0.1382004104365615,0.13353608747170617
1028_102,0.8323810418682334,0.9067766984019924,0.881278100267497,0.721478232104293
1028_132,0.3605083479804271,0.3892096792551194,0.40875519518796044,0.346661712854237
1028_154,0.21617470948478715,0.2329539843611661,0.21336419287852493,0.1804311994575199
1028_167,0.12941582020082168,0.11592787095833933,0.1063044984967447,0.09450171789316289
1028_184,0.7269692898087454,0.7789063162801453,0.732986032268197,0.6354473756165815
1028_247,0.24700640508204627,0.24188756813022103,0.23592164362745205,0.20880360543526302
1028_415,0.4677651433153404,0.5854524439764995,0.45375416860383716,0.33992919073386035
1028_470,0.8775647413198779,0.979772935356694,0.9196692149969005,0.7741861565377371
1028_59,0.4598333125254771,0.5038531859829688,0.42282679437177667,0.361390532379587
1028_99,0.15216368138298786,0.15672307861196866,0.1578468958389486,0.13766365264955238
1029_238,0.2453292596072142,0.2081324897910746,0.2096364532509617,0.20209817254366527
102_132,0.2807280016652982,0.2849564627645765,0.286752308992585,0.2563703637542501
102_156,0.44492522625729386,0.5372753667481195,0.5195711774889038,0.4222213502476175
102_189,1.2944459467987066,1.5504272686195442,1.0082531823613528,0.867797304868482
102_245,0.10138906066628109,0.10216573819765246,0.09895658864628853,0.08670696122027473
102_246,0.1841273624439215,0.1874209227595779,0.16928685853874287,0.14382689769610207
102_277,0.5906021027355217,0.5913264148918178,0.6959735569807142,0.4703394300507915
102_415,0.5225251342252021,0.5754471905187164,0.45933139151379127,0.40197928318301906
102_470,0.8421807472334915,1.0659926592909044,1.1177158764561415,0.6443685226916473
102_501,0.13152126907580264,0.10829797841208494,0.10100221353984146,0.06835233807024438
102_99,0.19477650968952076,0.1838080733024186,0.1906290351651348,0.15680030193770894
1030_120,0.14181730048080846,0.09958181620943428,0.10308211227890818,0.0980174795035696
1030_14,0.06807687976429594,0.07200901733931539,0.037011583612428275,0.02431218180982463
1030_181,0.26241371350850823,0.2830641849637175,0.25246144339145443,0.21979294988853143
1030_185,0.11139080394376391,0.10481737631445089,0.0883982879337857,0.07723633792474982
1030_193,0.8119315523644558,0.752177534652303,0.6728085472044966,0.5983708264846981
1030_238,0.7971475760638541,0.6603584798366187,0.6076098220432624,0.5186996077780449
1034_132,0.14103707224493747,0.13895838854572423,0.1420728992954959,0.12594648197079203
1034_154,0.14351292837447005,0.13885156106385724,0.1415776717033442,0.12871231003479366
1034_155,0.11998017661425936,0.10994410782406672,0.10771316330175237,0.1000634550990757
1034_156,0.2248551271839164,0.21621833406879157,0.21089795115617785,0.19845250539622836
1034_200,0.4519126454589189,0.5126226861135433,0.49476680997752776,0.3367865739593797
1034_207,0.43297790707009054,0.4412586382523765,0.38205556774117055,0.3400498647654897
1034_244,0.0878872676311433,0.08852174952437995,0.08946879863037525,0.08296073545111134
1034_261,0.04848129097682295,0.0430731360249402,0.04067224378374115,0.03469290900055334
